equipment_id,mine_id,equipment_name,equipment_type,manufacturer,model,year_manufactured,operating_hours,last_maintenance_date,next_maintenance_date,fuel_type,fuel_consumption,breakdown_count,last_breakdown_date,breakdown_reason,sensor_anomalies,status
EQ-322,OD-001,Compressor 322,Compressor,Tata,Tat-9341,2017,14532,2023-03-19,2023-07-21,Diesel,34.45,4,2023-03-18,Electrical fault,1,Maintenance
EQ-323,OD-001,Conveyor Belt 323,Conveyor Belt,Atlas Copco,Atl-8216,2021,10995,2023-12-18,2024-02-23,Electric,0,3,2023-11-22,Engine issue,10,Operational
EQ-324,JH-001,Dumper 324,Dumper,Caterpillar,Cat-2462,2018,7582,2023-08-23,2024-01-09,Electric,0,3,2023-08-07,Jam,6,Operational
EQ-325,CG-001,Conveyor Belt 325,Conveyor Belt,Komatsu,Kom-4889,2010,21365,2023-09-30,2024-02-23,Electric,0,5,2023-09-10,Hydraulic leak,10,Operational
EQ-326,JH-003,Roof Bolter 326,Roof Bolter,Ashok Leyland,Ash-2406,2014,21107,2023-06-02,2023-09-07,Electric,0,4,2023-05-14,Hydraulic leak,3,Operational
EQ-327,CG-001,Conveyor Belt 327,Conveyor Belt,Ashok Leyland,Ash-6881,2010,13026,2023-07-16,2023-08-16,Electric,0,3,2023-07-08,Hydraulic leak,5,Maintenance
EQ-328,CG-002,Compressor 328,Compressor,Atlas Copco,Atl-4369,2017,20474,2023-07-15,2023-08-17,Electric,0,2,2023-07-02,Hydraulic leak,1,Broken
EQ-329,CG-001,Conveyor Belt 329,Conveyor Belt,Ashok Leyland,Ash-8240,2013,33759,2023-07-06,2023-11-08,Diesel,48.77,9,2023-07-01,Electrical fault,10,Maintenance
EQ-330,JH-002,Drill Rig 330,Drill Rig,Atlas Copco,Atl-6844,2020,23587,2023-08-18,2023-11-18,Diesel,27.44,6,2023-07-19,Engine issue,4,Maintenance
EQ-331,JH-001,Conveyor Belt 331,Conveyor Belt,Komatsu,Kom-8973,2013,6084,2023-07-16,2023-11-21,Diesel,23.71,2,2023-06-20,Hydraulic leak,7,Operational
EQ-332,JH-003,Roof Bolter 332,Roof Bolter,Atlas Copco,Atl-9969,2018,7940,2023-05-18,2023-06-21,Electric,0,9,2023-04-20,Hydraulic leak,8,Operational
EQ-333,OD-001,Drill Rig 333,Drill Rig,Caterpillar,Cat-2596,2016,21712,2023-12-25,2024-01-26,Diesel,45.37,0,,,4,Maintenance
EQ-334,JH-002,Excavator 334,Excavator,Komatsu,Kom-1339,2022,12045,2023-04-25,2023-08-02,Diesel,37.54,5,2023-04-03,Engine issue,8,Operational
EQ-335,JH-003,Conveyor Belt 335,Conveyor Belt,Komatsu,Kom-6664,2017,21819,2023-08-08,2023-09-27,Diesel,39.77,8,2023-07-30,Jam,13,Operational
EQ-336,OD-001,Compressor 336,Compressor,Volvo,Vol-5215,2018,10008,2023-12-29,2024-03-10,Electric,0,7,2023-12-21,Hydraulic leak,6,Operational
EQ-337,CG-001,Drill Rig 337,Drill Rig,Komatsu,Kom-4971,2014,30952,2023-03-17,2023-07-03,Electric,0,7,2023-02-26,Engine issue,11,Operational
EQ-338,OD-002,Drill Rig 338,Drill Rig,Atlas Copco,Atl-7690,2010,34117,2023-04-20,2023-10-07,Electric,0,4,2023-04-08,Engine issue,4,Operational
EQ-339,CG-002,Compressor 339,Compressor,Ashok Leyland,Ash-7072,2017,6759,2023-07-13,2023-09-28,Diesel,28.12,6,2023-06-19,Jam,0,Operational
EQ-340,OD-001,Compressor 340,Compressor,Tata,Tat-3317,2017,12025,2023-11-01,2024-02-11,Electric,0,6,2023-10-27,Jam,6,Operational
EQ-341,JH-002,Conveyor Belt 341,Conveyor Belt,Metso,Met-1574,2017,14347,2023-02-11,2023-08-09,Electric,0,3,2023-02-08,Hydraulic leak,0,Operational
EQ-342,JH-001,Excavator 342,Excavator,Tata,Tat-7505,2021,31652,2023-06-27,2023-10-25,Diesel,36.73,9,2023-06-03,Electrical fault,2,Operational
EQ-343,JH-001,Roof Bolter 343,Roof Bolter,Tata,Tat-8695,2020,9916,2023-10-10,2023-12-09,Diesel,49.61,2,2023-10-06,Engine issue,8,Operational
EQ-344,OD-001,Conveyor Belt 344,Conveyor Belt,Sandvik,San-2611,2019,28004,2023-02-23,2023-05-02,Electric,0,6,2023-02-16,Engine issue,10,Operational
EQ-345,JH-003,Loader 345,Loader,Tata,Tat-7420,2022,28241,2023-06-06,2023-10-01,Electric,0,3,2023-05-28,Jam,9,Operational
EQ-346,JH-003,Roof Bolter 346,Roof Bolter,Komatsu,Kom-8866,2019,5762,2023-07-04,2023-09-03,Diesel,36.61,9,2023-06-22,Jam,9,Maintenance
EQ-347,CG-002,Crusher 347,Crusher,Metso,Met-6360,2019,11268,2023-08-10,2023-10-02,Diesel,23.43,4,2023-08-09,Hydraulic leak,12,Operational
EQ-348,OD-002,Loader 348,Loader,Ashok Leyland,Ash-8318,2010,28585,2023-07-29,2023-11-30,Electric,0,10,2023-07-20,Jam,8,Operational
EQ-349,JH-001,Loader 349,Loader,Volvo,Vol-5846,2021,21414,2023-02-28,2023-04-10,Diesel,37.41,4,2023-02-23,Hydraulic leak,2,Operational
EQ-350,CG-001,Compressor 350,Compressor,Volvo,Vol-6385,2013,13183,2023-03-03,2023-05-29,Electric,0,3,2023-02-10,Electrical fault,9,Operational
EQ-351,CG-001,Drill Rig 351,Drill Rig,Caterpillar,Cat-1655,2020,10501,2023-02-18,2023-07-26,Diesel,25.05,5,2023-02-01,Hydraulic leak,13,Operational
EQ-352,CG-002,Conveyor Belt 352,Conveyor Belt,Ashok Leyland,Ash-5717,2022,23806,2023-06-05,2023-10-18,Diesel,45.33,1,2023-05-27,Electrical fault,12,Operational
EQ-353,JH-002,Excavator 353,Excavator,Metso,Met-4897,2018,30108,2023-07-25,2023-11-18,Diesel,40.9,10,2023-06-29,Hydraulic leak,2,Operational
EQ-354,JH-003,Dumper 354,Dumper,Caterpillar,Cat-8371,2020,32279,2023-08-02,2024-01-10,Electric,0,5,2023-07-18,Engine issue,11,Operational
EQ-355,JH-001,Excavator 355,Excavator,Sandvik,San-4885,2015,18429,2023-05-21,2023-06-29,Electric,0,10,2023-05-08,Jam,0,Operational
EQ-356,CG-002,Compressor 356,Compressor,Volvo,Vol-6586,2017,28250,2023-02-07,2023-03-19,Diesel,39.59,3,2023-01-09,Electrical fault,12,Operational
EQ-357,OD-002,Compressor 357,Compressor,Ashok Leyland,Ash-4698,2017,23977,2023-03-23,2023-08-04,Diesel,51.06,6,2023-03-06,Engine issue,5,Operational
EQ-358,CG-002,Dumper 358,Dumper,Tata,Tat-7088,2023,18893,2023-08-26,2023-11-29,Electric,0,6,2023-08-08,Electrical fault,1,Operational
EQ-359,OD-002,Compressor 359,Compressor,Ashok Leyland,Ash-7899,2021,21628,2023-07-13,2023-09-30,Electric,0,5,2023-07-04,Electrical fault,14,Operational
EQ-360,CG-002,Excavator 360,Excavator,Metso,Met-1302,2018,21407,2023-05-01,2023-08-15,Diesel,24.26,4,2023-04-29,Electrical fault,3,Maintenance
EQ-361,CG-002,Loader 361,Loader,Komatsu,Kom-9293,2018,31211,2023-09-25,2024-02-11,Diesel,36.34,2,2023-09-08,Jam,11,Maintenance
EQ-362,CG-002,Conveyor Belt 362,Conveyor Belt,Caterpillar,Cat-2985,2020,19456,2023-07-26,2023-08-29,Electric,0,0,,,12,Operational
EQ-363,JH-003,Roof Bolter 363,Roof Bolter,Atlas Copco,Atl-3890,2011,30579,2023-02-24,2023-07-24,Diesel,42.69,7,2023-02-01,Jam,10,Operational
EQ-364,CG-001,Drill Rig 364,Drill Rig,Caterpillar,Cat-5549,2010,33170,2023-11-12,2024-02-14,Diesel,39.71,6,2023-11-08,Jam,9,Operational
EQ-365,JH-003,Drill Rig 365,Drill Rig,Ashok Leyland,Ash-5460,2022,27673,2023-05-10,2023-08-26,Diesel,24.62,10,2023-04-11,Jam,4,Operational
EQ-366,CG-002,Loader 366,Loader,Sandvik,San-9788,2019,33422,2023-09-07,2023-10-17,Electric,0,2,2023-08-22,Engine issue,15,Operational
EQ-367,OD-001,Drill Rig 367,Drill Rig,Ashok Leyland,Ash-5014,2016,5973,2023-07-07,2023-12-11,Diesel,46.4,10,2023-06-14,Jam,0,Operational
EQ-368,OD-002,Crusher 368,Crusher,Metso,Met-8920,2023,31324,2023-12-20,2024-02-01,Electric,0,7,2023-12-07,Electrical fault,3,Operational
EQ-369,CG-001,Drill Rig 369,Drill Rig,Volvo,Vol-5149,2012,26801,2023-04-13,2023-09-08,Diesel,32.35,7,2023-03-28,Electrical fault,12,Operational
EQ-370,JH-002,Dumper 370,Dumper,Volvo,Vol-4438,2016,13610,2023-01-20,2023-06-08,Diesel,44.93,3,2023-01-02,Electrical fault,10,Operational
EQ-371,CG-001,Conveyor Belt 371,Conveyor Belt,Ashok Leyland,Ash-2706,2020,13301,2023-10-30,2024-04-24,Electric,0,6,2023-10-07,Hydraulic leak,3,Operational
EQ-372,JH-002,Excavator 372,Excavator,Komatsu,Kom-3964,2017,33812,2023-02-07,2023-04-08,Electric,0,9,2023-01-17,Engine issue,8,Operational
EQ-373,CG-002,Roof Bolter 373,Roof Bolter,Caterpillar,Cat-2154,2019,10458,2023-09-05,2023-12-09,Diesel,22.75,2,2023-08-12,Hydraulic leak,10,Broken
EQ-374,CG-002,Roof Bolter 374,Roof Bolter,Sandvik,San-9150,2011,28551,2023-07-03,2023-10-12,Electric,0,6,2023-06-19,Electrical fault,0,Operational
EQ-375,JH-003,Conveyor Belt 375,Conveyor Belt,Komatsu,Kom-7287,2016,28790,2023-03-04,2023-07-12,Electric,0,9,2023-02-05,Engine issue,14,Operational
EQ-376,CG-002,Excavator 376,Excavator,Metso,Met-9700,2016,10758,2023-11-25,2024-03-12,Diesel,21.84,10,2023-10-30,Electrical fault,4,Operational
EQ-377,JH-003,Compressor 377,Compressor,Metso,Met-4732,2010,31505,2023-01-26,2023-03-07,Electric,0,7,2023-01-05,Electrical fault,9,Operational
EQ-378,CG-002,Excavator 378,Excavator,Volvo,Vol-1277,2022,34314,2023-06-07,2023-10-19,Electric,0,10,2023-05-25,Engine issue,0,Operational
EQ-379,JH-002,Crusher 379,Crusher,Volvo,Vol-8626,2012,5979,2023-12-19,2024-02-20,Electric,0,1,2023-12-03,Hydraulic leak,11,Operational
EQ-380,CG-001,Excavator 380,Excavator,Caterpillar,Cat-4021,2013,32758,2023-06-11,2023-11-18,Electric,0,3,2023-05-22,Engine issue,0,Operational
EQ-381,JH-003,Roof Bolter 381,Roof Bolter,Metso,Met-1889,2019,6399,2023-01-10,2023-04-22,Electric,0,8,2023-01-05,Hydraulic leak,14,Maintenance
EQ-382,CG-001,Drill Rig 382,Drill Rig,Sandvik,San-2744,2020,18243,2023-02-26,2023-07-05,Diesel,54.74,6,2023-02-18,Electrical fault,9,Operational
EQ-383,OD-002,Conveyor Belt 383,Conveyor Belt,Sandvik,San-9187,2020,34303,2023-02-06,2023-07-13,Diesel,50.4,4,2023-01-18,Electrical fault,14,Maintenance
EQ-384,JH-001,Excavator 384,Excavator,Atlas Copco,Atl-7679,2014,27684,2023-12-25,2024-04-14,Electric,0,5,2023-12-10,Electrical fault,4,Operational
EQ-385,JH-002,Roof Bolter 385,Roof Bolter,Caterpillar,Cat-7905,2023,24475,2023-06-22,2023-12-11,Electric,0,7,2023-06-12,Engine issue,15,Maintenance
EQ-386,OD-002,Crusher 386,Crusher,Sandvik,San-1482,2018,10311,2023-06-03,2023-10-08,Diesel,59.44,10,2023-05-27,Jam,4,Operational
EQ-387,OD-002,Crusher 387,Crusher,Metso,Met-2365,2016,34815,2023-08-05,2023-09-07,Diesel,47.54,3,2023-07-06,Jam,3,Operational
EQ-388,JH-003,Dumper 388,Dumper,Caterpillar,Cat-7105,2020,28201,2023-02-28,2023-07-05,Diesel,49.86,0,,,14,Operational
EQ-389,OD-002,Conveyor Belt 389,Conveyor Belt,Atlas Copco,Atl-9639,2016,19563,2023-03-26,2023-06-26,Electric,0,9,2023-03-23,Engine issue,12,Operational
EQ-390,CG-002,Roof Bolter 390,Roof Bolter,Caterpillar,Cat-8181,2016,15075,2023-04-17,2023-07-22,Electric,0,6,2023-04-14,Engine issue,8,Operational
EQ-391,JH-001,Loader 391,Loader,Caterpillar,Cat-9844,2019,12876,2023-06-21,2023-09-22,Diesel,33.6,0,,,0,Operational
EQ-392,OD-001,Roof Bolter 392,Roof Bolter,Sandvik,San-4581,2021,19188,2023-12-03,2024-03-05,Electric,0,9,2023-11-23,Electrical fault,3,Operational
EQ-393,JH-002,Loader 393,Loader,Komatsu,Kom-5173,2021,34294,2023-04-02,2023-05-30,Electric,0,10,2023-03-22,Hydraulic leak,14,Operational
EQ-394,JH-003,Excavator 394,Excavator,Atlas Copco,Atl-9669,2021,27007,2023-05-06,2023-10-18,Electric,0,3,2023-04-28,Electrical fault,4,Operational
EQ-395,JH-003,Dumper 395,Dumper,Metso,Met-9044,2018,26886,2023-08-16,2023-12-08,Electric,0,5,2023-08-06,Hydraulic leak,3,Maintenance
EQ-396,OD-002,Drill Rig 396,Drill Rig,Sandvik,San-7049,2018,29873,2023-02-25,2023-08-18,Diesel,38.71,6,2023-02-11,Electrical fault,3,Operational
EQ-397,CG-002,Loader 397,Loader,Sandvik,San-5856,2015,14647,2023-07-16,2023-12-12,Diesel,50.14,4,2023-06-21,Hydraulic leak,9,Operational
EQ-398,JH-001,Excavator 398,Excavator,Metso,Met-7104,2021,24829,2023-04-29,2023-07-15,Diesel,23.78,1,2023-04-08,Electrical fault,1,Operational
EQ-399,JH-002,Loader 399,Loader,Tata,Tat-9318,2021,14658,2023-04-21,2023-07-09,Diesel,30.58,2,2023-04-15,Engine issue,1,Operational
EQ-400,OD-002,Roof Bolter 400,Roof Bolter,Tata,Tat-6733,2010,14786,2023-07-16,2023-11-21,Electric,0,7,2023-07-08,Electrical fault,13,Operational
EQ-401,OD-001,Roof Bolter 401,Roof Bolter,Tata,Tat-9098,2016,11016,2023-12-16,2024-02-22,Diesel,28.72,7,2023-11-29,Hydraulic leak,6,Operational
EQ-402,JH-002,Conveyor Belt 402,Conveyor Belt,Sandvik,San-4454,2010,23976,2023-04-29,2023-07-06,Electric,0,6,2023-03-31,Jam,8,Maintenance
EQ-403,JH-002,Compressor 403,Compressor,Komatsu,Kom-6152,2020,18053,2023-11-01,2024-02-07,Diesel,30.39,6,2023-10-27,Electrical fault,6,Operational
EQ-404,JH-002,Crusher 404,Crusher,Komatsu,Kom-3772,2010,20632,2023-12-26,2024-05-03,Diesel,30.81,5,2023-11-30,Jam,13,Broken
EQ-405,CG-002,Crusher 405,Crusher,Volvo,Vol-2408,2020,29510,2023-12-06,2024-02-15,Electric,0,6,2023-11-28,Engine issue,2,Maintenance
EQ-406,JH-003,Compressor 406,Compressor,Tata,Tat-4833,2015,29063,2023-06-13,2023-07-21,Electric,0,9,2023-06-06,Jam,6,Operational
EQ-407,CG-001,Loader 407,Loader,Ashok Leyland,Ash-6327,2010,27042,2023-02-18,2023-06-25,Electric,0,2,2023-02-09,Engine issue,7,Operational
EQ-408,JH-003,Excavator 408,Excavator,Ashok Leyland,Ash-3087,2010,18951,2023-04-25,2023-07-03,Electric,0,10,2023-04-03,Electrical fault,3,Operational
EQ-409,CG-002,Loader 409,Loader,Atlas Copco,Atl-5946,2017,24406,2023-02-23,2023-05-08,Electric,0,5,2023-02-16,Hydraulic leak,12,Operational
EQ-410,JH-003,Conveyor Belt 410,Conveyor Belt,Sandvik,San-8026,2022,5785,2023-10-10,2023-11-28,Diesel,47.22,2,2023-09-13,Electrical fault,12,Operational
EQ-411,CG-001,Loader 411,Loader,Ashok Leyland,Ash-1950,2015,33145,2023-06-26,2023-07-31,Electric,0,7,2023-06-02,Hydraulic leak,5,Operational
EQ-412,JH-001,Compressor 412,Compressor,Sandvik,San-7642,2017,25976,2023-02-15,2023-06-13,Diesel,34.37,10,2023-02-03,Jam,3,Operational
EQ-413,CG-001,Conveyor Belt 413,Conveyor Belt,Volvo,Vol-8182,2011,34227,2023-11-18,2024-04-19,Diesel,36.18,8,2023-10-31,Jam,7,Operational
EQ-414,OD-002,Dumper 414,Dumper,Atlas Copco,Atl-6096,2016,16480,2023-07-03,2023-10-19,Electric,0,5,2023-06-09,Engine issue,5,Retired
EQ-415,CG-001,Loader 415,Loader,Komatsu,Kom-2919,2010,17503,2023-06-14,2023-11-14,Electric,0,6,2023-05-19,Engine issue,7,Operational
EQ-416,CG-002,Conveyor Belt 416,Conveyor Belt,Tata,Tat-2073,2016,12347,2023-03-02,2023-05-20,Electric,0,3,2023-02-17,Engine issue,15,Operational
EQ-417,JH-003,Compressor 417,Compressor,Sandvik,San-9215,2014,32643,2023-03-05,2023-04-30,Diesel,36.63,10,2023-02-07,Engine issue,12,Operational
EQ-418,JH-003,Crusher 418,Crusher,Volvo,Vol-6991,2012,24494,2023-04-20,2023-05-31,Diesel,39.4,10,2023-04-02,Hydraulic leak,1,Retired
EQ-419,OD-002,Drill Rig 419,Drill Rig,Sandvik,San-9819,2011,30265,2023-10-27,2024-04-19,Electric,0,4,2023-10-05,Electrical fault,9,Operational
EQ-420,JH-001,Loader 420,Loader,Caterpillar,Cat-4636,2011,5792,2023-07-11,2023-09-13,Diesel,31.4,4,2023-06-20,Engine issue,10,Operational
EQ-421,JH-003,Loader 421,Loader,Atlas Copco,Atl-1690,2019,14270,2023-06-23,2023-08-21,Diesel,20.31,1,2023-06-10,Jam,4,Maintenance
EQ-422,JH-002,Roof Bolter 422,Roof Bolter,Komatsu,Kom-2899,2013,18884,2023-09-28,2024-02-11,Electric,0,7,2023-09-07,Electrical fault,14,Operational
EQ-423,JH-003,Dumper 423,Dumper,Caterpillar,Cat-7204,2022,5536,2023-01-18,2023-07-13,Diesel,24.99,1,2022-12-22,Jam,10,Operational
EQ-424,JH-001,Loader 424,Loader,Ashok Leyland,Ash-6350,2015,34733,2023-12-08,2024-01-12,Electric,0,5,2023-12-06,Electrical fault,9,Operational
EQ-425,OD-002,Drill Rig 425,Drill Rig,Tata,Tat-6279,2023,33887,2023-07-24,2024-01-07,Diesel,59.62,7,2023-07-04,Electrical fault,6,Operational
EQ-426,OD-001,Crusher 426,Crusher,Sandvik,San-2817,2022,5587,2023-02-23,2023-04-13,Diesel,24.88,1,2023-02-16,Electrical fault,13,Operational
EQ-427,JH-003,Roof Bolter 427,Roof Bolter,Volvo,Vol-9571,2019,20807,2023-10-27,2024-04-07,Diesel,32.34,0,,,15,Operational
EQ-428,OD-001,Excavator 428,Excavator,Komatsu,Kom-2910,2013,22507,2023-08-07,2023-09-22,Electric,0,8,2023-08-06,Jam,10,Operational
EQ-429,CG-001,Roof Bolter 429,Roof Bolter,Caterpillar,Cat-9770,2014,30841,2023-03-09,2023-08-02,Electric,0,7,2023-03-08,Engine issue,3,Operational
EQ-430,CG-002,Excavator 430,Excavator,Caterpillar,Cat-5705,2011,31465,2023-07-20,2023-11-11,Electric,0,5,2023-06-30,Jam,1,Operational
EQ-431,JH-003,Roof Bolter 431,Roof Bolter,Komatsu,Kom-5500,2011,5271,2023-02-21,2023-04-16,Electric,0,0,,,13,Operational
EQ-432,JH-001,Excavator 432,Excavator,Komatsu,Kom-4304,2023,7441,2023-05-08,2023-07-17,Diesel,36.05,9,2023-04-18,Engine issue,3,Operational
EQ-433,CG-001,Drill Rig 433,Drill Rig,Caterpillar,Cat-4179,2014,29900,2023-01-06,2023-05-09,Electric,0,4,2022-12-08,Jam,14,Operational
EQ-434,OD-002,Conveyor Belt 434,Conveyor Belt,Metso,Met-8724,2021,11330,2023-02-13,2023-07-29,Electric,0,6,2023-01-31,Electrical fault,12,Operational
EQ-435,JH-002,Crusher 435,Crusher,Komatsu,Kom-6169,2012,21348,2023-11-03,2024-01-25,Electric,0,0,,,0,Operational
EQ-436,CG-001,Loader 436,Loader,Tata,Tat-1852,2013,16560,2023-06-19,2023-10-06,Diesel,27.86,7,2023-05-31,Jam,13,Operational
EQ-437,JH-002,Excavator 437,Excavator,Sandvik,San-2080,2010,10032,2023-01-13,2023-04-24,Electric,0,1,2022-12-22,Engine issue,8,Operational
EQ-438,JH-003,Conveyor Belt 438,Conveyor Belt,Ashok Leyland,Ash-3402,2011,34842,2023-02-19,2023-05-04,Diesel,47.29,6,2023-02-01,Hydraulic leak,4,Operational
EQ-439,CG-002,Crusher 439,Crusher,Sandvik,San-5921,2023,15925,2023-10-19,2024-02-09,Electric,0,8,2023-09-28,Jam,8,Operational
EQ-440,OD-001,Dumper 440,Dumper,Caterpillar,Cat-1812,2023,18474,2023-05-02,2023-06-29,Diesel,33.36,3,2023-04-06,Electrical fault,13,Operational
EQ-441,CG-001,Loader 441,Loader,Atlas Copco,Atl-3986,2019,24101,2023-10-28,2024-04-11,Electric,0,10,2023-10-12,Jam,8,Operational
EQ-442,OD-001,Compressor 442,Compressor,Tata,Tat-5295,2022,31489,2023-05-19,2023-06-23,Electric,0,0,,,8,Operational
EQ-443,JH-001,Dumper 443,Dumper,Atlas Copco,Atl-5503,2011,26054,2023-03-28,2023-06-23,Diesel,48.15,4,2023-02-26,Engine issue,11,Operational
EQ-444,CG-002,Loader 444,Loader,Volvo,Vol-4922,2014,19957,2023-09-17,2024-02-13,Diesel,43.06,2,2023-09-04,Hydraulic leak,13,Operational
EQ-445,JH-002,Dumper 445,Dumper,Sandvik,San-8384,2010,32066,2023-02-10,2023-06-07,Diesel,34.41,5,2023-02-03,Electrical fault,14,Broken
EQ-446,OD-002,Drill Rig 446,Drill Rig,Atlas Copco,Atl-8999,2016,10305,2023-01-18,2023-05-16,Electric,0,1,2022-12-30,Engine issue,5,Operational
EQ-447,OD-002,Roof Bolter 447,Roof Bolter,Volvo,Vol-7289,2020,34371,2023-12-26,2024-04-19,Electric,0,5,2023-11-30,Engine issue,1,Broken
EQ-448,JH-003,Excavator 448,Excavator,Caterpillar,Cat-3895,2015,9241,2023-10-09,2024-04-01,Diesel,27.4,6,2023-09-28,Hydraulic leak,15,Operational
EQ-449,CG-001,Drill Rig 449,Drill Rig,Caterpillar,Cat-2352,2015,7485,2023-03-20,2023-06-19,Electric,0,6,2023-02-19,Electrical fault,9,Operational
EQ-450,OD-001,Roof Bolter 450,Roof Bolter,Komatsu,Kom-4184,2022,17278,2023-08-07,2023-12-15,Electric,0,6,2023-07-25,Electrical fault,15,Operational
EQ-451,OD-002,Loader 451,Loader,Atlas Copco,Atl-7092,2018,22216,2023-06-10,2023-10-30,Diesel,57.95,7,2023-05-21,Hydraulic leak,6,Operational
EQ-452,OD-001,Roof Bolter 452,Roof Bolter,Sandvik,San-7443,2020,7755,2023-03-08,2023-05-15,Electric,0,3,2023-02-09,Hydraulic leak,7,Operational
EQ-453,OD-001,Dumper 453,Dumper,Sandvik,San-4792,2015,28359,2023-06-23,2023-11-13,Diesel,24.58,5,2023-06-16,Electrical fault,3,Operational
EQ-454,OD-002,Loader 454,Loader,Caterpillar,Cat-2469,2015,5937,2023-03-24,2023-08-14,Diesel,34.73,7,2023-03-15,Electrical fault,1,Operational
EQ-455,JH-002,Compressor 455,Compressor,Volvo,Vol-2235,2018,21832,2023-11-08,2024-03-11,Diesel,53.5,9,2023-10-09,Hydraulic leak,14,Operational
EQ-456,OD-001,Roof Bolter 456,Roof Bolter,Caterpillar,Cat-7738,2019,8916,2023-08-04,2024-01-21,Electric,0,1,2023-08-03,Electrical fault,1,Operational
EQ-457,OD-002,Dumper 457,Dumper,Metso,Met-8180,2011,32782,2023-04-08,2023-07-01,Electric,0,9,2023-03-18,Jam,11,Broken
EQ-458,OD-001,Compressor 458,Compressor,Metso,Met-5314,2022,21100,2023-07-14,2023-10-30,Electric,0,2,2023-07-07,Jam,10,Operational
EQ-459,JH-001,Compressor 459,Compressor,Metso,Met-3137,2021,13207,2023-07-25,2023-11-26,Diesel,40.31,9,2023-07-03,Jam,0,Operational
EQ-460,JH-002,Excavator 460,Excavator,Atlas Copco,Atl-1971,2019,9060,2023-09-29,2023-12-07,Electric,0,9,2023-09-08,Hydraulic leak,6,Operational
EQ-461,CG-001,Drill Rig 461,Drill Rig,Volvo,Vol-5891,2018,6299,2023-12-10,2024-05-30,Diesel,46.98,10,2023-12-03,Jam,7,Operational
EQ-462,JH-002,Dumper 462,Dumper,Komatsu,Kom-9525,2020,16158,2023-05-28,2023-10-18,Electric,0,1,2023-05-13,Hydraulic leak,3,Operational
EQ-463,JH-001,Dumper 463,Dumper,Volvo,Vol-1128,2022,18727,2023-03-09,2023-06-27,Diesel,59.39,1,2023-02-13,Hydraulic leak,8,Operational
EQ-464,OD-001,Drill Rig 464,Drill Rig,Ashok Leyland,Ash-8419,2021,33895,2023-07-16,2023-10-25,Electric,0,8,2023-07-15,Engine issue,6,Maintenance
EQ-465,OD-001,Excavator 465,Excavator,Sandvik,San-2252,2016,7373,2023-01-11,2023-06-01,Diesel,59.07,10,2023-01-03,Electrical fault,9,Operational
EQ-466,JH-002,Crusher 466,Crusher,Metso,Met-4291,2010,13713,2023-03-10,2023-09-04,Diesel,50.16,4,2023-03-07,Electrical fault,4,Operational
EQ-467,OD-002,Loader 467,Loader,Metso,Met-5946,2017,16189,2023-07-09,2023-08-18,Diesel,52.46,2,2023-07-04,Hydraulic leak,1,Operational
EQ-468,CG-001,Drill Rig 468,Drill Rig,Caterpillar,Cat-4847,2020,34173,2023-08-14,2024-01-08,Electric,0,6,2023-08-04,Jam,14,Operational
EQ-469,JH-001,Conveyor Belt 469,Conveyor Belt,Caterpillar,Cat-3413,2012,27824,2023-10-26,2024-02-24,Diesel,32.41,1,2023-10-07,Jam,5,Operational
EQ-470,JH-001,Conveyor Belt 470,Conveyor Belt,Ashok Leyland,Ash-1873,2017,20558,2023-01-30,2023-07-01,Electric,0,1,2023-01-20,Engine issue,1,Operational
EQ-471,CG-001,Compressor 471,Compressor,Metso,Met-9255,2019,6475,2023-06-27,2023-11-07,Diesel,22.49,3,2023-06-15,Jam,7,Operational
EQ-472,OD-002,Loader 472,Loader,Tata,Tat-5196,2010,20571,2023-07-22,2023-10-05,Electric,0,4,2023-06-25,Electrical fault,3,Operational
EQ-473,OD-002,Conveyor Belt 473,Conveyor Belt,Metso,Met-9532,2010,28151,2023-04-16,2023-07-23,Diesel,41.98,5,2023-04-02,Engine issue,14,Operational
EQ-474,CG-002,Roof Bolter 474,Roof Bolter,Metso,Met-4315,2017,6591,2023-08-31,2023-11-23,Diesel,42.72,1,2023-08-05,Jam,10,Operational
EQ-475,OD-002,Crusher 475,Crusher,Metso,Met-7454,2016,24400,2023-09-14,2023-10-30,Electric,0,7,2023-08-16,Hydraulic leak,10,Operational
EQ-476,CG-002,Excavator 476,Excavator,Sandvik,San-1701,2012,20701,2023-02-19,2023-05-09,Electric,0,6,2023-02-02,Jam,14,Operational
EQ-477,OD-002,Roof Bolter 477,Roof Bolter,Metso,Met-2492,2020,34634,2023-05-06,2023-06-23,Diesel,41.98,6,2023-04-15,Hydraulic leak,8,Operational
EQ-478,JH-001,Crusher 478,Crusher,Atlas Copco,Atl-1177,2021,16246,2023-06-10,2023-09-22,Electric,0,4,2023-05-20,Electrical fault,0,Operational
EQ-479,CG-001,Crusher 479,Crusher,Sandvik,San-7007,2017,27928,2023-10-13,2023-12-24,Electric,0,8,2023-10-12,Jam,7,Operational
EQ-480,CG-001,Roof Bolter 480,Roof Bolter,Komatsu,Kom-2904,2016,9481,2023-05-27,2023-08-03,Diesel,40.06,7,2023-05-03,Electrical fault,7,Operational
EQ-481,JH-002,Drill Rig 481,Drill Rig,Atlas Copco,Atl-6904,2019,10553,2023-01-12,2023-05-20,Diesel,24.2,4,2022-12-22,Engine issue,15,Operational
