mine_id,equipment_type,shift,maintenance_status,operating_hours,temperature_C,vibration,pressure_bar,dust_level_ug,rpm,oil_temp_C,load_percentage,humidity_pct,bearing_temp_C,machine_failure
OD-001,Crusher,Night,Overdue,8084.3,65.16,,,226.63,1686.7,101.85,107.96,66.17,70.35,1
JH-001,Crusher,Night,Recent,4492.8,65.93,6.2186,112.07,212.02,,76.9,70.53,23.57,68.97,0
JH-002,Excavator,Afternoon,Overdue,9505.9,54.58,15.1492,75.86,303.42,1528.1,93.68,38.88,23.13,67.88,1
OD-001,Loader,Morning,On Schedule,7024.6,85.49,3.6824,95.68,285.92,2241.9,84.35,98.03,33.69,103.66,0
CG-002,Conveyor,Night,On Schedule,6713.8,,2.8016,89.19,37.51,1341.5,81.47,75.94,52.04,72.3,0
JH-002,Excavator,Night,Recent,5140.2,85.02,2.1702,82.19,195.18,1480.1,92.31,76.05,56.32,95.9,0
JH-002,Loader,Night,Overdue,7463.6,43.93,3.13,112.33,24.51,1584.9,76.32,31.75,28.7,61.62,0
OD-002,Excavator,Night,Overdue,9634.3,52.35,2.2337,94.17,301.71,1526.9,73.98,55.43,75.18,59.18,1
OD-002,Drill Rig,Morning,On Schedule,2186.0,31.9,2.305,109.95,137.93,1084.8,98.79,94.57,40.63,48.75,1
CG-002,Crusher,Morning,Overdue,2532.5,63.88,2.0115,96.45,299.29,1319.8,87.72,82.77,65.51,72.38,0
CG-002,Conveyor,Morning,On Schedule,3923.4,72.15,3.9425,75.85,133.56,1003.2,82.37,100.61,52.7,73.76,0
OD-001,Drill Rig,Morning,On Schedule,7989.3,70.28,4.5197,103.33,122.35,1749.3,75.0,100.09,60.15,90.53,0
JH-001,Loader,Afternoon,Recent,7637.2,51.49,6.1272,75.85,37.59,1576.9,62.34,66.6,54.6,56.65,0
OD-002,Crusher,Morning,Overdue,10716.3,25.57,2.4566,90.27,288.78,1498.1,73.51,100.5,82.93,32.89,1
JH-002,Loader,Morning,Recent,3581.5,51.0,1.988,81.97,281.24,,59.62,86.02,67.7,59.78,0
OD-002,Excavator,Night,On Schedule,867.5,97.91,2.3994,63.62,65.91,,69.22,94.08,31.92,107.96,0
OD-002,Crusher,Night,Overdue,5347.0,108.25,5.8788,106.67,297.07,1110.0,76.55,60.51,65.53,114.6,1
CG-001,Crusher,Morning,On Schedule,7382.2,84.33,4.5711,95.84,188.62,1338.5,72.86,114.45,83.78,101.91,1
OD-002,Drill Rig,Afternoon,Overdue,2393.7,49.19,1.5989,96.1,203.62,1930.6,68.96,78.89,50.15,59.81,0
OD-001,Crusher,Morning,On Schedule,8583.9,56.0,2.4558,102.69,64.42,1417.7,90.09,87.84,66.03,77.67,0
CG-001,Loader,Night,Recent,7385.4,,0.8953,82.9,48.41,1874.4,104.53,32.34,58.95,55.0,1
JH-001,Dumper,Night,Recent,11721.7,87.54,1.1438,93.74,47.48,1703.3,90.45,65.82,62.35,94.71,1
JH-001,Loader,Night,Recent,3767.4,66.13,4.6209,87.62,159.87,1842.0,88.69,52.82,91.48,69.78,0
CG-002,Excavator,Night,On Schedule,1806.7,35.35,2.5528,233.55,281.99,1346.1,107.38,26.73,67.62,45.94,1
JH-002,Crusher,Afternoon,On Schedule,9905.6,49.55,1.405,131.99,255.85,1395.8,68.67,112.51,84.0,62.65,1
OD-001,Crusher,Morning,On Schedule,10347.6,60.01,5.5322,,247.04,1621.4,79.24,107.04,84.36,67.23,1
OD-002,Loader,Morning,On Schedule,2219.6,51.34,1.4435,92.88,119.28,1075.7,80.81,54.01,53.61,63.58,0
JH-001,Drill Rig,Morning,Overdue,3258.7,60.17,2.8689,112.12,74.95,,95.65,28.57,28.36,70.54,0
OD-002,Excavator,Night,Overdue,8060.9,89.33,2.8154,110.22,39.06,2333.6,66.82,96.24,59.42,96.56,1
JH-002,Excavator,Night,On Schedule,1308.5,57.38,4.964,101.24,164.52,2303.9,74.05,104.26,70.88,62.42,0
CG-002,Crusher,Afternoon,On Schedule,8125.8,43.72,4.1861,90.51,196.16,,70.98,55.46,43.15,,1
CG-002,Conveyor,Afternoon,On Schedule,1095.9,66.12,5.1516,96.86,281.71,1871.8,86.68,74.12,93.5,77.72,0
CG-001,Drill Rig,Morning,On Schedule,8627.4,,1.2636,12.78,166.53,1901.7,84.4,91.2,50.95,82.93,0
OD-002,Drill Rig,Night,Recent,5538.5,,3.0242,95.11,158.96,1988.6,82.56,105.68,23.48,67.41,0
JH-002,Excavator,Afternoon,On Schedule,9747.7,51.24,4.0139,111.71,103.61,1365.6,85.1,78.3,92.74,59.39,1
JH-002,Excavator,Afternoon,Overdue,10025.1,70.76,1.7733,115.56,305.03,1901.8,82.07,31.08,22.1,81.15,1
OD-002,Dumper,Afternoon,On Schedule,10952.8,82.57,4.6753,83.99,162.65,427.6,79.04,25.41,26.97,94.35,1
OD-001,Drill Rig,Afternoon,Recent,10651.9,61.44,5.0252,69.79,26.25,1110.3,62.35,37.71,69.59,71.85,0
CG-001,Crusher,Night,Recent,5957.6,77.05,1.8438,87.5,285.36,1269.3,72.2,44.5,50.0,94.96,0
JH-002,Crusher,Morning,On Schedule,10777.3,42.36,1.6946,95.05,160.54,1211.2,79.79,82.2,86.81,45.86,1
JH-002,Crusher,Night,On Schedule,3373.7,30.74,3.5964,94.4,109.29,793.7,82.18,66.15,48.45,43.17,0
OD-002,Excavator,Night,Overdue,11345.4,50.55,4.4144,88.58,105.53,1415.0,87.59,81.66,71.33,60.76,1
OD-001,Drill Rig,Night,On Schedule,7430.3,62.3,3.8197,92.94,61.27,,66.36,110.3,69.46,70.43,0
CG-001,Conveyor,Afternoon,Overdue,1479.0,78.86,3.2944,85.73,168.34,1604.9,70.06,46.73,31.05,89.24,0
CG-002,Loader,Afternoon,Overdue,11144.1,56.39,1.0583,109.03,66.39,1361.7,79.01,53.88,94.34,57.56,1
JH-002,Drill Rig,Night,Overdue,5558.7,81.23,1.6654,101.31,192.38,1538.6,102.02,67.31,70.57,90.75,0
JH-001,Drill Rig,Morning,Overdue,1578.5,72.7,2.4066,99.32,150.17,1242.5,81.42,52.21,67.97,87.17,0
OD-001,Dumper,Afternoon,On Schedule,10243.8,78.83,1.4597,106.54,131.5,1168.5,68.15,40.41,64.87,85.74,0
JH-002,Excavator,Morning,Overdue,10102.2,69.96,6.0982,108.6,232.17,1682.1,95.43,80.93,59.65,75.91,1
JH-002,Loader,Afternoon,On Schedule,11244.5,40.5,5.3393,120.42,180.83,1749.1,81.32,75.33,83.72,54.47,1
OD-002,Loader,Morning,Overdue,8229.6,81.6,,103.0,230.25,1785.1,77.01,102.38,31.99,60.82,0
CG-002,Loader,Night,On Schedule,7473.4,89.09,1.6234,127.43,134.29,1202.5,75.17,87.04,79.8,96.67,0
CG-002,Crusher,Morning,On Schedule,9690.9,38.87,7.3691,82.91,40.21,1537.7,71.61,76.3,46.99,52.58,1
CG-002,Loader,Afternoon,Overdue,5977.0,,1.3406,80.51,121.33,1151.0,89.06,83.31,40.04,29.02,0
CG-002,Conveyor,Morning,On Schedule,11402.7,102.03,1.9461,74.88,151.22,1272.1,53.29,105.53,49.83,95.72,1
JH-001,Loader,Morning,Overdue,9222.4,57.11,3.1413,103.03,318.71,1222.5,95.84,92.86,91.2,71.92,1
OD-001,Drill Rig,Night,Recent,461.4,37.35,1.5225,120.07,41.94,1680.1,90.2,70.8,83.75,46.64,0
JH-002,Drill Rig,Night,Overdue,2976.9,74.04,4.1844,134.99,72.99,1685.9,89.33,40.35,57.62,83.94,0
OD-002,Conveyor,Morning,Recent,2091.0,62.88,8.049,106.83,256.92,1507.2,86.94,65.55,65.22,77.8,0
CG-002,Conveyor,Night,Recent,310.7,58.65,1.264,103.79,315.52,,63.29,68.12,42.64,76.31,0
CG-002,Conveyor,Afternoon,On Schedule,8958.0,69.41,4.2197,84.79,298.6,1040.3,78.98,47.37,48.22,74.58,0
JH-001,Drill Rig,Night,Overdue,2540.0,55.51,5.5133,265.88,165.46,1200.7,73.75,59.59,63.61,75.55,0
OD-001,Conveyor,Night,Recent,3225.7,47.03,1.7853,128.31,245.01,1305.1,91.4,111.39,27.9,63.97,1
JH-001,Excavator,Afternoon,On Schedule,6509.2,48.38,1.4869,90.75,217.63,1121.5,59.48,49.03,91.58,55.44,1
JH-001,Dumper,Morning,On Schedule,11291.6,59.99,3.0005,96.62,74.24,1551.2,72.7,75.46,60.24,72.12,1
OD-002,Dumper,Afternoon,On Schedule,2874.1,77.96,3.4829,,278.94,1584.2,100.5,36.67,24.99,89.64,1
JH-002,Excavator,Morning,Overdue,662.9,,6.7795,128.63,263.09,1321.8,,101.33,40.72,81.38,0
OD-001,Conveyor,Morning,On Schedule,9339.8,105.15,5.8314,34.85,24.92,1026.7,,40.49,79.76,93.76,0
CG-001,Crusher,Morning,On Schedule,6144.5,59.22,4.7257,88.81,160.39,1689.4,75.18,90.66,91.61,69.46,0
CG-001,Crusher,Night,Overdue,6755.8,59.78,4.687,117.38,237.23,2065.2,,100.07,46.91,65.24,0
CG-001,Excavator,Night,Recent,2039.9,47.72,3.5009,96.37,313.97,1584.6,91.53,76.87,81.49,61.18,0
JH-001,Crusher,Morning,On Schedule,848.5,46.15,9.9111,117.68,189.8,1988.1,76.03,55.22,63.4,50.92,0
OD-002,Loader,Night,On Schedule,11879.5,60.79,3.1462,83.12,107.48,1724.3,78.63,100.71,37.79,77.34,1
CG-002,Conveyor,Morning,Overdue,8997.7,56.71,1.8601,82.4,65.15,1378.1,87.85,41.79,36.46,63.19,1
CG-001,Dumper,Afternoon,Overdue,1589.4,60.54,2.7078,108.14,61.6,,,58.17,88.72,70.85,0
JH-001,Excavator,Night,On Schedule,2143.3,,1.0873,139.39,32.71,1833.1,78.24,83.39,92.5,69.78,0
CG-002,Conveyor,Morning,On Schedule,1745.1,58.7,2.5787,104.77,198.55,1395.2,77.23,80.16,59.87,72.12,0
OD-001,Crusher,Afternoon,Recent,1313.5,45.0,2.4302,105.05,112.09,1848.3,65.23,43.66,57.08,55.19,1
JH-001,Excavator,Morning,Recent,11626.6,21.73,1.0626,105.09,200.53,1450.4,74.05,47.66,47.68,32.5,1
OD-002,Conveyor,Night,Recent,9016.7,80.34,1.3172,72.21,110.74,1673.1,,37.98,45.9,92.75,1
JH-002,Dumper,Night,Overdue,8039.7,38.55,2.6786,100.07,127.91,892.4,58.0,36.14,71.24,54.07,1
CG-002,Excavator,Night,Overdue,6495.2,73.86,1.9249,82.56,106.9,1041.9,71.92,111.75,91.96,77.57,1
JH-001,Conveyor,Morning,On Schedule,9854.7,45.21,5.7503,63.72,121.28,1388.0,64.25,100.17,69.23,45.39,1
JH-002,Excavator,Afternoon,On Schedule,7193.6,49.7,1.05,119.72,262.22,1367.4,75.16,76.94,60.6,,0
JH-001,Conveyor,Afternoon,Overdue,11145.1,68.37,1.9528,107.28,203.15,1780.5,79.82,88.06,87.46,71.59,1
JH-001,Loader,Afternoon,On Schedule,11529.9,,2.7768,83.33,72.82,1860.2,59.33,28.09,79.66,86.05,0
JH-001,Crusher,Afternoon,Overdue,422.9,46.67,6.0304,85.13,246.08,2125.3,86.22,67.62,45.41,63.38,0
CG-001,Loader,Night,Overdue,8638.7,55.49,15.8735,,239.47,2092.5,67.55,91.42,66.02,67.16,1
CG-001,Loader,Night,Overdue,7720.1,61.39,2.4146,90.29,236.95,1744.0,81.46,74.68,72.07,76.68,0
CG-001,Drill Rig,Night,Overdue,6005.5,67.08,12.534,97.97,264.54,1945.5,51.1,78.78,64.45,82.65,0
JH-001,Drill Rig,Night,On Schedule,6449.0,48.76,4.8111,,37.03,1579.7,57.51,48.37,62.77,58.89,1
CG-001,Excavator,Night,On Schedule,5874.4,,4.2165,100.63,318.44,1149.5,84.9,77.92,73.35,53.76,0
OD-001,Dumper,Afternoon,On Schedule,1023.7,54.72,5.4205,115.27,160.42,1736.4,80.8,87.88,90.32,67.85,0
JH-002,Loader,Night,On Schedule,8139.7,52.76,,126.87,296.35,1075.1,73.34,39.72,57.52,65.29,1
OD-001,Loader,Morning,On Schedule,10806.5,38.85,3.9875,126.41,214.2,1373.5,,98.48,40.45,46.84,1
OD-001,Excavator,Afternoon,Overdue,3179.8,73.79,3.8935,106.55,141.65,834.3,96.41,54.88,51.62,89.16,0
OD-002,Drill Rig,Morning,On Schedule,5783.2,79.46,5.4158,98.47,191.58,1342.1,48.77,97.67,70.22,68.84,0
JH-001,Excavator,Afternoon,On Schedule,10539.8,70.51,,79.65,145.41,829.6,83.87,76.23,82.28,82.43,1
OD-002,Loader,Afternoon,Recent,10116.8,92.53,7.4472,121.27,45.79,1713.6,78.1,66.65,39.82,106.38,1
JH-001,Loader,Morning,Overdue,5874.0,,4.1189,,307.57,,86.34,102.21,41.6,70.3,0
JH-002,Excavator,Night,On Schedule,8883.3,,2.1521,164.28,198.91,1134.5,57.9,62.97,49.69,95.48,1
OD-001,Loader,Morning,On Schedule,5661.3,98.34,1.4661,131.0,293.63,1653.0,83.6,85.89,48.66,109.58,1
CG-001,Loader,Afternoon,Overdue,9633.0,72.76,6.8925,130.52,267.62,1773.4,85.09,114.4,34.18,73.76,1
JH-001,Crusher,Night,Recent,4152.7,56.74,12.7155,83.92,190.47,785.8,99.98,105.43,44.61,66.17,1
JH-001,Dumper,Afternoon,Recent,10527.5,65.47,,66.6,250.07,1714.6,90.21,59.2,79.57,,1
CG-001,Conveyor,Morning,Recent,8374.9,55.98,2.3552,125.22,299.34,1112.7,104.84,71.17,93.88,67.16,1
CG-001,Conveyor,Night,On Schedule,5843.5,83.14,,107.9,309.78,1140.4,84.63,37.99,55.42,95.8,0
JH-001,Loader,Morning,Recent,6567.7,62.95,3.7801,91.83,29.36,2022.7,92.64,78.17,77.05,74.94,0
JH-002,Excavator,Night,On Schedule,9628.4,68.6,3.2283,125.33,50.83,1823.7,49.98,90.57,84.89,81.63,0
JH-001,Dumper,Night,Overdue,1171.6,71.46,5.1117,130.97,158.68,1997.3,53.86,27.87,24.4,,0
CG-002,Crusher,Morning,On Schedule,709.5,79.91,4.2202,159.09,49.56,1774.1,76.34,33.38,82.56,88.05,0
OD-002,Loader,Night,Overdue,5304.0,47.54,0.8287,69.04,239.6,1012.3,52.15,82.46,39.01,58.49,0
CG-001,Crusher,Afternoon,On Schedule,8644.7,,3.1603,,132.06,1002.1,81.04,26.59,48.69,110.57,1
OD-002,Loader,Morning,On Schedule,10144.2,57.17,4.6814,108.41,134.76,1765.3,86.79,40.91,23.77,65.58,1
JH-002,Dumper,Morning,Overdue,3338.9,,3.0871,73.94,255.18,1545.6,62.71,112.12,25.29,63.41,0
CG-001,Loader,Night,On Schedule,3810.4,81.76,1.0934,48.39,171.14,1036.5,73.27,108.09,22.69,97.17,0
OD-001,Loader,Morning,Overdue,222.6,80.71,5.3742,,211.01,1469.8,80.0,33.67,39.23,85.31,0
CG-001,Conveyor,Afternoon,Overdue,2006.6,56.0,,128.06,95.31,1292.5,,79.34,28.59,67.43,0
CG-001,Conveyor,Morning,Overdue,9104.3,44.62,1.7976,99.45,148.53,1782.6,69.24,71.3,85.92,51.91,1
CG-002,Crusher,Afternoon,On Schedule,10086.1,32.34,4.7806,124.3,272.29,1244.8,94.41,45.47,30.29,,1
CG-002,Loader,Afternoon,On Schedule,7103.9,69.56,2.2818,122.7,271.17,1391.8,74.1,113.37,78.91,82.82,1
CG-002,Crusher,Night,On Schedule,3680.4,47.45,12.5945,83.75,148.11,1550.9,87.27,96.75,84.83,55.82,0
OD-001,Conveyor,Afternoon,On Schedule,8665.0,76.44,2.6814,47.31,55.54,1824.2,65.63,86.56,50.36,88.96,0
JH-002,Drill Rig,Night,Overdue,11641.4,64.92,,114.19,311.69,1748.4,78.14,58.49,66.23,68.8,1
JH-002,Crusher,Morning,On Schedule,11662.6,62.28,1.6213,115.4,242.16,2031.5,81.05,94.58,73.18,,1
OD-001,Crusher,Afternoon,On Schedule,1140.0,32.66,1.3007,,244.95,1812.6,85.02,39.83,55.53,39.07,0
CG-001,Conveyor,Afternoon,Overdue,8189.1,46.05,4.0836,79.04,155.48,2041.3,66.09,89.53,80.81,52.72,1
JH-002,Conveyor,Morning,On Schedule,11212.0,,9.7638,,175.26,1818.4,74.34,68.16,65.25,57.86,1
JH-001,Crusher,Morning,On Schedule,657.3,63.01,7.1561,,195.4,1640.9,85.16,31.26,84.15,68.21,0
OD-002,Crusher,Morning,On Schedule,9567.6,81.61,1.4501,110.63,226.87,1494.3,96.07,72.15,88.86,100.64,1
OD-002,Conveyor,Morning,On Schedule,362.2,48.0,4.9227,115.26,254.31,,56.84,39.88,59.64,55.96,0
CG-001,Crusher,Morning,Overdue,4862.2,52.91,1.7256,95.88,117.78,1283.7,79.35,65.3,44.48,71.71,0
OD-001,Drill Rig,Night,Recent,7553.8,65.18,,,130.05,1461.5,88.78,91.42,70.26,71.83,0
JH-001,Dumper,Afternoon,On Schedule,1432.5,75.76,1.5447,92.88,167.44,1480.1,92.51,91.78,59.37,83.98,0
OD-001,Crusher,Morning,Overdue,4971.5,59.68,3.0862,105.41,53.1,2012.8,94.3,27.36,43.67,,0
OD-001,Dumper,Afternoon,On Schedule,6277.1,30.42,4.5667,109.65,224.04,1725.4,,88.12,77.64,35.57,1
JH-002,Crusher,Afternoon,On Schedule,9331.6,46.57,1.4423,,69.64,855.4,67.48,44.29,72.93,66.15,1
JH-002,Dumper,Afternoon,Overdue,3314.6,,4.4365,77.03,186.07,2245.8,94.01,92.41,21.22,70.82,0
JH-002,Crusher,Night,Overdue,3301.3,53.85,2.0449,43.24,105.56,1025.2,51.53,57.87,72.97,65.84,0
CG-001,Dumper,Night,Overdue,9102.8,66.0,2.4657,68.16,142.19,1854.8,78.94,49.0,26.75,76.8,1
OD-001,Loader,Night,On Schedule,2801.2,44.14,3.6996,95.0,146.11,1968.1,77.61,79.84,55.92,59.3,0
JH-001,Excavator,Night,On Schedule,2201.8,,3.3944,103.36,236.73,1687.6,,57.67,88.89,95.99,0
JH-002,Crusher,Afternoon,Recent,2256.9,18.48,7.6236,77.2,41.83,1329.9,82.67,95.69,37.22,35.76,0
CG-002,Crusher,Night,Overdue,9349.6,86.4,3.536,78.58,84.51,1157.8,81.69,61.01,86.48,99.83,1
JH-001,Dumper,Afternoon,Overdue,9692.5,,4.2934,132.22,195.45,1582.2,95.75,61.13,30.53,76.63,1
CG-001,Loader,Night,On Schedule,4793.4,53.67,2.7315,113.54,218.24,2172.7,69.28,74.7,73.84,67.8,0
CG-001,Conveyor,Night,On Schedule,1889.4,67.38,1.647,105.65,266.9,1026.4,95.04,37.95,47.18,77.82,0
JH-001,Excavator,Night,On Schedule,3323.8,51.39,1.0459,75.77,194.81,737.1,62.99,60.16,42.4,62.53,0
OD-001,Dumper,Morning,Recent,9940.9,79.03,,129.51,305.25,1497.8,78.7,94.53,45.94,91.26,1
JH-002,Crusher,Morning,On Schedule,4811.0,48.39,0.813,105.13,90.55,969.1,106.4,104.0,28.93,56.57,0
CG-002,Dumper,Afternoon,Overdue,4044.2,89.29,5.325,114.87,249.1,1150.7,101.74,113.23,66.55,68.56,0
JH-002,Crusher,Morning,Overdue,1281.0,80.61,2.1708,110.88,259.61,1878.6,88.61,33.63,51.25,72.69,0
JH-002,Loader,Morning,On Schedule,3967.9,80.82,0.7568,109.53,100.34,1845.0,,63.54,61.61,87.39,0
CG-002,Excavator,Morning,On Schedule,9370.4,65.1,4.3405,85.48,158.94,1331.7,72.04,40.02,32.74,82.88,1
CG-002,Loader,Afternoon,Overdue,1989.0,82.29,6.1043,94.9,224.96,1497.9,72.75,56.42,52.01,88.92,0
OD-002,Excavator,Morning,Overdue,9876.3,94.88,3.7704,112.19,66.37,1178.1,62.81,68.95,71.6,100.79,1
CG-002,Crusher,Afternoon,Recent,2603.1,65.75,2.7616,72.28,279.94,1018.6,71.99,53.12,64.66,,0
JH-002,Excavator,Morning,On Schedule,4109.4,56.68,5.8798,98.92,298.99,1748.1,79.38,82.17,68.24,70.41,0
OD-001,Excavator,Afternoon,Recent,6901.1,46.18,3.7164,87.38,93.11,1803.7,69.06,37.91,92.03,53.22,1
JH-001,Crusher,Morning,On Schedule,2788.3,,2.0381,93.0,244.09,1664.8,73.09,49.62,33.08,68.15,0
CG-001,Drill Rig,Afternoon,On Schedule,5301.9,63.19,4.3853,64.15,312.27,1949.2,110.36,87.72,23.28,77.22,0
OD-001,Dumper,Night,On Schedule,6292.3,44.62,2.1774,104.68,319.05,1433.2,52.4,103.07,59.2,46.75,1
JH-001,Crusher,Morning,On Schedule,2518.6,99.43,2.1187,82.35,268.16,931.5,77.83,103.54,39.79,112.07,1
JH-001,Drill Rig,Morning,On Schedule,456.5,63.66,3.3105,82.49,293.72,1055.7,63.28,68.27,20.78,75.83,0
CG-002,Excavator,Night,On Schedule,5796.3,64.09,1.878,96.16,152.89,1696.8,82.08,28.24,40.02,72.28,0
OD-002,Excavator,Afternoon,On Schedule,8387.5,61.12,3.986,114.45,70.23,1197.9,71.79,25.94,26.36,71.54,1
CG-001,Excavator,Afternoon,On Schedule,4906.5,65.6,,77.38,152.71,1352.5,46.2,80.05,93.92,70.82,0
OD-001,Drill Rig,Night,Recent,11535.4,65.53,2.7003,89.33,183.61,,81.27,103.81,56.63,73.12,0
CG-002,Drill Rig,Night,Overdue,2715.3,62.99,1.8872,59.19,119.0,1036.1,94.91,63.05,66.27,73.03,0
JH-002,Loader,Afternoon,Recent,7507.5,60.03,5.0491,91.8,292.92,1709.0,,48.82,28.12,81.14,0
CG-002,Crusher,Morning,Overdue,2282.2,46.29,0.9971,85.8,224.95,2080.7,94.97,87.05,68.34,52.92,1
JH-001,Drill Rig,Night,On Schedule,3086.9,69.82,5.8581,,239.45,1384.7,71.49,106.98,71.12,,0
JH-001,Excavator,Night,Overdue,5585.8,48.25,2.1851,119.68,228.43,1989.0,73.92,78.66,77.95,66.07,0
CG-002,Excavator,Afternoon,On Schedule,1053.0,56.5,0.7911,,21.48,1391.5,74.4,49.8,93.57,67.61,0
CG-002,Drill Rig,Morning,On Schedule,7967.3,86.89,2.0178,,55.99,1654.7,70.18,50.92,80.28,98.96,0
JH-002,Excavator,Night,Overdue,7982.3,109.11,2.982,84.69,145.79,1669.8,91.36,53.29,35.59,89.8,1
OD-001,Conveyor,Afternoon,On Schedule,932.8,54.75,7.9015,117.41,282.54,1549.4,97.67,103.97,52.77,65.3,0
OD-002,Loader,Morning,Overdue,6406.7,82.43,3.3448,100.68,47.54,1458.6,75.72,114.11,79.81,71.66,0
CG-001,Crusher,Morning,Overdue,7075.8,46.82,1.8659,126.27,229.17,1357.2,90.09,74.56,53.24,52.65,1
OD-002,Conveyor,Morning,On Schedule,11797.7,62.38,3.8446,,258.31,1080.6,102.14,73.32,26.05,74.28,1
OD-002,Crusher,Afternoon,Overdue,4101.5,69.5,2.8649,,204.97,1541.1,81.51,84.79,51.85,68.38,0
JH-001,Crusher,Afternoon,On Schedule,1215.6,51.63,3.8569,155.27,56.08,1121.8,72.19,34.27,20.51,61.75,0
OD-001,Drill Rig,Morning,On Schedule,2128.0,53.73,5.1118,120.41,306.39,1325.9,71.8,75.98,84.01,62.97,0
CG-001,Conveyor,Afternoon,Recent,10982.6,37.07,4.1531,111.26,292.19,1427.9,83.47,42.47,26.31,46.22,1
OD-002,Dumper,Night,Overdue,11592.0,51.76,3.2964,85.81,128.64,1068.1,74.08,81.25,46.1,61.19,1
JH-002,Excavator,Afternoon,On Schedule,7085.7,61.22,1.8625,103.51,286.49,1525.7,80.59,64.85,49.11,68.72,0
JH-002,Drill Rig,Night,Recent,4937.0,93.67,1.6096,,106.72,1726.9,74.87,86.16,25.04,112.77,0
OD-002,Excavator,Afternoon,On Schedule,2956.4,54.35,,102.18,226.61,1383.2,54.67,37.4,42.56,60.63,0
CG-002,Loader,Night,On Schedule,5984.6,61.02,2.8817,,116.34,1754.5,51.12,98.46,33.68,74.85,0
CG-002,Drill Rig,Night,On Schedule,6879.5,79.68,2.6335,87.31,103.44,1317.6,86.03,29.0,46.8,88.31,0
CG-002,Crusher,Night,Recent,1437.9,40.29,1.438,122.85,310.53,1458.6,89.63,91.78,74.24,49.06,0
OD-001,Loader,Morning,Recent,9783.6,56.09,3.0228,85.01,223.64,1570.9,93.18,65.3,22.8,66.36,1
JH-002,Excavator,Afternoon,On Schedule,1145.9,69.5,3.0541,97.47,261.51,1686.3,83.23,103.48,73.27,85.22,0
JH-001,Drill Rig,Morning,Overdue,11725.1,42.19,1.468,104.62,87.36,1559.5,75.7,48.7,41.51,59.13,1
JH-001,Dumper,Night,On Schedule,3628.6,,2.0767,,203.08,1496.2,93.43,48.8,29.61,82.36,0
CG-002,Drill Rig,Night,Overdue,9096.8,42.52,2.9274,251.07,130.36,1405.8,54.84,77.0,87.35,49.56,1
JH-002,Dumper,Afternoon,On Schedule,7861.8,61.33,4.1125,108.38,150.22,1539.4,77.1,96.52,91.4,72.66,0
CG-001,Excavator,Night,Overdue,2362.2,61.52,8.983,99.63,38.33,1230.2,78.86,100.76,24.21,65.09,0
CG-002,Excavator,Afternoon,On Schedule,11779.6,79.32,3.1559,90.49,118.06,2157.4,71.03,76.63,56.57,83.8,0
JH-001,Crusher,Morning,Overdue,6640.1,90.36,2.7151,95.43,170.66,1614.1,86.72,83.24,69.97,,1
CG-002,Loader,Night,On Schedule,1116.3,105.64,3.8586,132.52,46.27,1216.2,91.29,64.56,72.76,86.49,1
JH-001,Drill Rig,Morning,On Schedule,9858.0,84.21,5.8637,131.87,84.95,1188.7,75.26,86.35,54.08,96.1,1
JH-002,Conveyor,Afternoon,Overdue,8828.4,70.38,3.5394,145.73,213.9,,100.88,102.11,23.72,77.99,1
JH-002,Loader,Afternoon,On Schedule,4469.0,76.07,1.5432,,16.53,1087.9,77.39,26.88,42.1,82.65,0
CG-001,Loader,Night,Recent,8506.4,57.8,2.1714,79.51,130.07,1317.9,72.78,40.78,22.95,65.63,1
OD-001,Drill Rig,Morning,On Schedule,10875.3,77.53,0.9162,72.26,259.31,1932.4,71.83,85.0,38.97,90.4,0
CG-001,Crusher,Afternoon,Overdue,7408.5,69.93,2.3128,113.51,122.1,1434.2,80.08,104.5,28.26,76.77,0
CG-002,Conveyor,Morning,On Schedule,6735.1,62.0,3.4788,176.59,54.19,,100.22,61.66,90.41,76.17,1
OD-001,Excavator,Morning,Overdue,5446.5,68.17,2.9432,,147.22,1209.9,64.02,84.67,72.03,87.29,0
OD-001,Dumper,Afternoon,On Schedule,7405.5,74.05,1.0106,138.08,195.51,1568.9,68.06,89.98,82.33,87.31,1
CG-002,Excavator,Night,On Schedule,11005.6,47.34,0.8441,101.39,275.86,1392.4,101.8,60.24,91.35,51.69,1
OD-001,Dumper,Afternoon,On Schedule,2796.1,37.82,2.4352,128.34,83.33,1397.2,78.05,80.1,60.97,53.08,0
CG-002,Conveyor,Afternoon,On Schedule,11131.8,87.17,1.7602,101.43,110.8,1822.1,94.47,103.41,80.03,96.6,1
OD-001,Excavator,Afternoon,On Schedule,8747.8,87.72,3.5753,115.59,114.94,,91.39,68.86,29.21,104.94,1
JH-002,Drill Rig,Morning,On Schedule,4273.5,56.66,7.3617,82.99,167.12,,77.36,71.41,72.94,63.18,0
OD-001,Loader,Afternoon,Overdue,9562.3,53.63,2.2438,297.67,201.32,1666.6,,83.11,54.1,,1
CG-002,Loader,Afternoon,Overdue,10539.2,80.16,3.3891,118.46,303.31,1905.5,77.03,59.85,66.7,90.63,1
CG-002,Loader,Afternoon,Recent,8353.0,53.63,2.18,,284.88,,95.98,28.3,81.63,60.28,1
OD-001,Crusher,Afternoon,Overdue,1433.7,71.15,1.446,,105.85,1246.2,82.87,81.91,74.23,83.97,0
