attendance_id,worker_id,mine_id,shift_date,shift_type,attendance_status,check_in_time,check_out_time,training_status,training_expiry,medical_fitness,medical_expiry,ppe_status,ppe_issues
ATT-05048,WRK-9199,CG-001,2023-02-22,Afternoon,Present,14:47:00,22:44:00,Pending,2023-02-09,Fit,2024-01-25,Non-Compliant,Helmet missing
ATT-05049,WRK-9539,OD-001,2023-02-05,Night,Absent,,,Certified,2023-05-24,Fit,2023-05-14,Compliant,
ATT-05050,WRK-7656,CG-002,2023-01-21,Night,Present,22:16:00,06:34:00,Certified,2023-08-21,Fit,2023-09-19,Compliant,
ATT-05051,WRK-3644,OD-002,2023-02-28,Morning,Present,07:16:00,15:09:00,Certified,2023-08-27,Pending,2023-02-13,Compliant,
ATT-05052,WRK-0033,OD-002,2023-02-05,Morning,Present,06:49:00,16:01:00,Certified,2024-01-03,Fit,2023-08-09,Compliant,
ATT-05053,WRK-9954,CG-001,2023-01-27,Night,Present,23:19:00,07:42:00,Certified,2023-11-17,Fit,2023-09-11,Non-Compliant,Boots missing
ATT-05054,WRK-7997,JH-001,2023-01-04,Night,On Leave,,,Pending,2022-12-23,Unfit,2022-12-08,Partial,None
ATT-05055,WRK-2406,JH-001,2023-02-16,Afternoon,Present,16:19:00,23:44:00,Certified,2023-08-30,Fit,2023-12-29,Compliant,
ATT-05056,WRK-8804,OD-002,2023-03-31,Afternoon,Present,14:19:00,22:20:00,Certified,2023-08-11,Fit,2023-12-14,Non-Compliant,None
ATT-05057,WRK-7145,CG-002,2023-01-22,Morning,Present,07:00:00,14:41:00,Certified,2023-10-17,Fit,2023-09-23,Compliant,
ATT-05058,WRK-3441,OD-002,2023-02-03,Afternoon,Present,14:33:00,22:53:00,Certified,2023-09-21,Fit,2023-06-06,Compliant,
ATT-05059,WRK-9309,OD-002,2023-01-02,Night,Present,23:14:00,08:19:00,Certified,2023-11-04,Fit,2023-10-14,Partial,Helmet missing
ATT-05060,WRK-0065,OD-002,2023-01-01,Morning,Present,08:33:00,16:41:00,Certified,2023-09-18,Fit,2023-09-26,Compliant,
ATT-05061,WRK-7621,OD-001,2023-02-28,Night,Present,22:24:00,08:21:00,Certified,2023-05-31,Fit,2023-10-03,Compliant,
ATT-05062,WRK-3389,JH-002,2023-01-31,Morning,Present,07:37:00,15:57:00,Certified,2023-10-28,Fit,2023-07-25,Compliant,
ATT-05063,WRK-4878,JH-001,2023-02-14,Afternoon,Present,16:37:00,23:26:00,Certified,2023-09-09,Fit,2023-10-03,Compliant,
ATT-05064,WRK-8612,JH-001,2023-01-26,Night,Present,23:01:00,08:50:00,Certified,2023-08-22,Fit,2023-07-09,Compliant,
ATT-05065,WRK-2621,JH-003,2023-02-21,Morning,On Leave,,,Certified,2023-10-22,Fit,2024-01-19,Compliant,
ATT-05066,WRK-9916,JH-003,2023-01-15,Afternoon,Present,16:04:00,22:58:00,Certified,2024-01-03,Fit,2023-09-12,Compliant,
ATT-05067,WRK-9547,CG-001,2023-01-05,Night,Present,22:42:00,08:57:00,Expired,2022-12-15,Fit,2023-12-31,Compliant,
ATT-05068,WRK-1790,CG-002,2023-02-04,Morning,Present,06:43:00,15:33:00,Pending,2023-01-05,Fit,2023-05-20,Compliant,
ATT-05069,WRK-0037,OD-001,2023-01-25,Afternoon,Present,15:25:00,22:44:00,Pending,2022-12-26,Fit,2023-07-25,Compliant,
ATT-05070,WRK-3440,OD-001,2023-01-31,Night,Present,23:36:00,08:05:00,Certified,2023-10-30,Fit,2023-05-15,Partial,None
ATT-05071,WRK-3167,JH-003,2023-03-01,Afternoon,Present,15:03:00,23:28:00,Certified,2023-07-15,Fit,2024-01-23,Partial,Boots missing
ATT-05072,WRK-3128,JH-002,2023-01-24,Afternoon,Present,16:17:00,23:02:00,Expired,2023-01-12,Fit,2023-07-04,Partial,Boots missing
ATT-05073,WRK-8356,OD-001,2023-02-01,Afternoon,Absent,,,Certified,2023-05-19,Fit,2023-12-24,Partial,None
ATT-05074,WRK-4576,OD-002,2023-01-13,Afternoon,Present,15:14:00,22:33:00,Pending,2023-01-01,Fit,2023-10-27,Compliant,
ATT-05075,WRK-9551,JH-002,2023-03-19,Night,Present,23:50:00,08:10:00,Certified,2023-12-28,Fit,2024-02-05,Compliant,
ATT-05076,WRK-3594,CG-002,2023-02-27,Night,Present,23:40:00,06:37:00,Certified,2023-08-01,Fit,2023-08-19,Compliant,
ATT-05077,WRK-7358,OD-001,2023-02-15,Morning,Present,07:24:00,15:27:00,Certified,2023-10-12,Fit,2024-01-11,Compliant,
ATT-05078,WRK-6068,JH-001,2023-03-17,Morning,Present,07:24:00,14:55:00,Certified,2023-09-29,Fit,2024-02-08,Compliant,
ATT-05079,WRK-9577,JH-001,2023-03-24,Night,Present,22:46:00,08:53:00,Certified,2024-01-18,Fit,2023-07-17,Compliant,
ATT-05080,WRK-3669,CG-002,2023-03-06,Night,Present,23:21:00,06:42:00,Certified,2023-08-25,Fit,2024-02-29,Compliant,
ATT-05081,WRK-9560,JH-002,2023-03-27,Afternoon,Present,15:01:00,23:01:00,Certified,2024-01-13,Fit,2023-08-20,Partial,Boots missing
ATT-05082,WRK-7673,JH-002,2023-02-14,Morning,Absent,,,Certified,2023-07-02,Fit,2023-10-29,Partial,Boots missing
ATT-05083,WRK-4891,CG-001,2023-03-28,Morning,Present,07:59:00,16:31:00,Certified,2024-03-09,Fit,2023-11-20,Compliant,
ATT-05084,WRK-7386,JH-002,2023-01-28,Afternoon,Present,14:45:00,22:56:00,Expired,2023-01-07,Fit,2023-06-25,Partial,Boots missing
ATT-05085,WRK-0960,CG-001,2023-01-31,Morning,Present,08:21:00,15:26:00,Pending,2023-01-17,Fit,2023-05-11,Compliant,
ATT-05086,WRK-6424,OD-001,2023-01-09,Morning,Present,07:16:00,14:41:00,Certified,2023-09-22,Fit,2023-06-22,Compliant,
ATT-05087,WRK-1351,CG-001,2023-02-19,Afternoon,Present,14:40:00,23:26:00,Certified,2023-10-10,Unfit,2023-01-29,Non-Compliant,Helmet missing
ATT-05088,WRK-1774,OD-002,2023-02-09,Afternoon,Present,14:01:00,22:37:00,Certified,2023-05-20,Pending,2023-01-10,Compliant,
ATT-05089,WRK-1028,JH-001,2023-03-17,Afternoon,Present,14:28:00,22:15:00,Pending,2023-02-27,Fit,2023-07-29,Non-Compliant,Helmet missing
ATT-05090,WRK-4319,CG-002,2023-03-23,Afternoon,On Leave,,,Pending,2023-03-11,Fit,2024-01-27,Compliant,
ATT-05091,WRK-2748,JH-001,2023-01-02,Afternoon,Present,15:23:00,22:24:00,Certified,2023-06-04,Fit,2023-06-12,Compliant,
ATT-05092,WRK-1194,JH-001,2023-02-16,Afternoon,Present,16:30:00,22:03:00,Certified,2023-11-22,Fit,2023-08-01,Compliant,
ATT-05093,WRK-4373,JH-001,2023-03-28,Afternoon,Present,15:05:00,23:25:00,Certified,2024-03-16,Fit,2023-09-09,Partial,Boots missing
ATT-05094,WRK-3788,JH-001,2023-01-26,Morning,Present,06:11:00,14:59:00,Certified,2023-06-11,Fit,2023-10-25,Partial,Helmet missing
ATT-05095,WRK-3824,OD-002,2023-02-08,Night,Present,22:43:00,06:42:00,Certified,2023-11-29,Fit,2023-06-12,Compliant,
ATT-05096,WRK-0689,JH-002,2023-01-30,Morning,Present,08:05:00,15:59:00,Certified,2023-07-24,Fit,2023-05-07,Partial,Helmet missing
ATT-05097,WRK-2071,JH-003,2023-03-10,Afternoon,Present,16:04:00,22:37:00,Certified,2024-02-25,Fit,2023-10-02,Compliant,
ATT-05098,WRK-6087,CG-002,2023-01-07,Night,Late,,,Certified,2023-04-22,Fit,2023-07-09,Compliant,
ATT-05099,WRK-8312,CG-001,2023-03-22,Afternoon,Present,14:27:00,22:31:00,Certified,2023-12-24,Unfit,2023-03-04,Compliant,
ATT-05100,WRK-7750,JH-002,2023-03-07,Morning,On Leave,,,Expired,2023-02-23,Fit,2024-02-17,Compliant,
ATT-05101,WRK-3214,JH-001,2023-03-17,Morning,Late,,,Certified,2024-03-03,Fit,2024-01-30,Compliant,
ATT-05102,WRK-2530,OD-002,2023-02-28,Morning,Present,08:10:00,14:08:00,Certified,2023-08-22,Fit,2023-08-29,Non-Compliant,Boots missing
ATT-05103,WRK-0840,OD-001,2023-01-09,Morning,Present,07:53:00,15:15:00,Certified,2023-10-08,Fit,2023-06-15,Compliant,
ATT-05104,WRK-0030,JH-002,2023-01-21,Afternoon,Present,14:25:00,22:33:00,Expired,2023-01-09,Fit,2023-07-31,Compliant,
ATT-05105,WRK-1719,OD-002,2023-01-11,Morning,Present,07:22:00,14:22:00,Certified,2023-11-26,Fit,2023-09-16,Non-Compliant,Boots missing
ATT-05106,WRK-2929,JH-003,2023-02-06,Night,Present,23:31:00,07:38:00,Pending,2023-01-07,Fit,2023-05-21,Compliant,
ATT-05107,WRK-7314,OD-001,2023-02-21,Night,Present,22:30:00,08:02:00,Certified,2023-08-22,Fit,2023-08-05,Compliant,
ATT-05108,WRK-5126,JH-001,2023-03-18,Morning,Present,08:00:00,14:04:00,Certified,2024-01-17,Fit,2023-07-19,Compliant,
ATT-05109,WRK-2866,OD-001,2023-03-21,Night,Present,22:32:00,06:30:00,Expired,2023-03-15,Fit,2023-08-16,Compliant,
ATT-05110,WRK-2082,OD-001,2023-03-26,Night,Present,23:34:00,07:33:00,Pending,2023-03-16,Fit,2023-11-13,Compliant,
ATT-05111,WRK-2878,CG-002,2023-02-20,Morning,Present,06:03:00,14:46:00,Certified,2023-09-20,Fit,2023-10-16,Compliant,
ATT-05112,WRK-3329,JH-002,2023-02-22,Morning,Present,08:25:00,16:14:00,Pending,2023-02-19,Fit,2023-12-05,Partial,None
ATT-05113,WRK-7270,CG-002,2023-03-12,Afternoon,On Leave,,,Pending,2023-03-02,Fit,2023-12-28,Compliant,
ATT-05114,WRK-5154,JH-003,2023-03-25,Afternoon,Present,16:34:00,23:32:00,Pending,2023-03-18,Fit,2023-11-13,Compliant,
ATT-05115,WRK-9318,OD-001,2023-02-19,Afternoon,Present,15:22:00,23:24:00,Certified,2023-12-12,Fit,2023-08-10,Compliant,
ATT-05116,WRK-5610,CG-002,2023-02-02,Morning,Present,06:31:00,14:48:00,Certified,2024-01-07,Fit,2023-11-26,Compliant,
ATT-05117,WRK-9418,JH-003,2023-02-19,Afternoon,Present,14:10:00,23:04:00,Certified,2023-06-11,Fit,2024-01-09,Non-Compliant,Boots missing
ATT-05118,WRK-6169,OD-001,2023-02-09,Afternoon,Present,16:06:00,23:54:00,Pending,2023-01-20,Unfit,2023-01-16,Compliant,
ATT-05119,WRK-6575,OD-001,2023-03-31,Afternoon,Present,14:16:00,22:45:00,Certified,2024-01-10,Fit,2024-03-23,Compliant,
ATT-05120,WRK-8645,JH-002,2023-02-08,Night,Present,22:43:00,06:17:00,Certified,2023-06-04,Unfit,2023-02-06,Compliant,
ATT-05121,WRK-4860,JH-003,2023-02-08,Morning,Present,07:15:00,14:41:00,Certified,2023-09-22,Fit,2023-10-13,Compliant,
ATT-05122,WRK-7595,JH-001,2023-01-07,Night,Present,23:14:00,06:16:00,Pending,2022-12-31,Fit,2024-01-06,Compliant,
ATT-05123,WRK-4422,OD-001,2023-03-12,Morning,Present,07:48:00,15:40:00,Certified,2023-12-19,Fit,2024-03-10,Compliant,
ATT-05124,WRK-2075,CG-001,2023-03-09,Afternoon,Present,15:18:00,22:32:00,Pending,2023-02-23,Fit,2024-01-18,Non-Compliant,Boots missing
ATT-05125,WRK-8076,OD-001,2023-02-25,Morning,Present,07:26:00,15:07:00,Pending,2023-02-12,Unfit,2023-01-29,Compliant,
ATT-05126,WRK-1037,JH-002,2023-02-23,Night,Present,23:56:00,06:18:00,Certified,2023-11-04,Fit,2023-12-25,Compliant,
ATT-05127,WRK-3922,CG-001,2023-02-10,Morning,Present,08:47:00,16:22:00,Certified,2023-11-10,Fit,2023-05-20,Non-Compliant,None
ATT-05128,WRK-2552,JH-003,2023-02-22,Night,Present,22:16:00,08:36:00,Certified,2024-01-03,Fit,2023-09-03,Compliant,
ATT-05129,WRK-0256,OD-002,2023-03-06,Morning,Present,07:16:00,15:34:00,Certified,2023-10-26,Fit,2024-02-29,Compliant,
ATT-05130,WRK-7345,OD-002,2023-01-09,Afternoon,Present,14:57:00,23:55:00,Certified,2023-12-24,Unfit,2023-01-06,Non-Compliant,Boots missing
ATT-05131,WRK-2736,OD-002,2023-02-17,Morning,Present,07:04:00,16:20:00,Certified,2023-10-05,Fit,2024-02-11,Partial,Boots missing
ATT-05132,WRK-5440,JH-001,2023-01-26,Night,Absent,,,Pending,2023-01-17,Fit,2023-09-14,Compliant,
ATT-05133,WRK-9046,OD-002,2023-01-14,Afternoon,Present,14:56:00,22:31:00,Certified,2023-12-24,Fit,2023-04-28,Compliant,
ATT-05134,WRK-1322,CG-001,2023-03-24,Morning,Present,08:16:00,14:23:00,Certified,2024-01-21,Fit,2023-07-27,Compliant,
ATT-05135,WRK-5800,JH-001,2023-02-28,Afternoon,Present,14:03:00,22:29:00,Expired,2023-01-29,Unfit,2023-02-22,Partial,Helmet missing
ATT-05136,WRK-4049,CG-001,2023-03-10,Afternoon,Present,16:21:00,22:02:00,Certified,2023-11-03,Fit,2024-02-14,Compliant,
ATT-05137,WRK-9790,CG-002,2023-03-01,Night,Present,23:59:00,08:53:00,Certified,2023-06-21,Pending,2023-02-04,Compliant,
ATT-05138,WRK-3586,JH-002,2023-01-08,Night,Present,22:15:00,08:29:00,Certified,2023-07-08,Fit,2023-11-26,Compliant,
ATT-05139,WRK-8815,OD-001,2023-01-03,Morning,Absent,,,Certified,2023-09-16,Fit,2023-07-10,Compliant,
ATT-05140,WRK-2976,CG-001,2023-01-07,Afternoon,Present,16:54:00,22:25:00,Expired,2022-12-12,Fit,2023-04-21,Partial,Helmet missing
ATT-05141,WRK-8093,JH-003,2023-01-11,Morning,Present,07:17:00,16:52:00,Certified,2023-08-12,Unfit,2023-01-07,Partial,Boots missing
ATT-05142,WRK-6608,OD-001,2023-01-06,Morning,Present,08:37:00,14:26:00,Expired,2022-12-30,Fit,2023-12-10,Partial,None
ATT-05143,WRK-2218,JH-002,2023-01-25,Night,Present,22:33:00,07:40:00,Certified,2023-07-20,Fit,2023-06-06,Compliant,
ATT-05144,WRK-8010,OD-001,2023-01-18,Morning,Present,08:09:00,15:14:00,Pending,2022-12-31,Fit,2023-09-09,Compliant,
ATT-05145,WRK-2023,OD-002,2023-02-28,Morning,Present,07:51:00,16:12:00,Certified,2023-08-26,Fit,2023-09-03,Compliant,
ATT-05146,WRK-1775,JH-001,2023-01-03,Morning,Late,,,Certified,2023-10-04,Fit,2023-06-02,Non-Compliant,Helmet missing
ATT-05147,WRK-8579,OD-001,2023-03-25,Night,Present,22:14:00,07:11:00,Certified,2023-11-24,Fit,2023-08-25,Compliant,
ATT-05148,WRK-7701,JH-002,2023-02-12,Night,Present,23:22:00,08:11:00,Expired,2023-01-23,Fit,2023-09-30,Compliant,
ATT-05149,WRK-5672,JH-001,2023-02-17,Morning,Present,08:00:00,14:02:00,Certified,2023-09-14,Fit,2023-11-01,Compliant,
ATT-05150,WRK-4777,JH-003,2023-04-01,Night,Present,22:10:00,08:43:00,Certified,2023-12-17,Fit,2023-12-14,Compliant,
ATT-05151,WRK-9683,OD-001,2023-03-16,Morning,Present,08:16:00,15:34:00,Certified,2023-08-25,Pending,2023-03-08,Compliant,
ATT-05152,WRK-6985,CG-002,2023-03-20,Morning,Present,06:50:00,14:39:00,Certified,2024-01-26,Fit,2023-12-03,Compliant,
ATT-05153,WRK-3051,JH-001,2023-02-15,Night,Present,23:30:00,06:46:00,Certified,2024-01-04,Fit,2023-08-27,Compliant,
ATT-05154,WRK-9686,OD-001,2023-02-14,Afternoon,Present,14:37:00,22:43:00,Certified,2023-06-20,Fit,2023-06-06,Compliant,
ATT-05155,WRK-2649,JH-001,2023-03-03,Afternoon,Present,16:13:00,23:45:00,Certified,2024-02-09,Fit,2023-09-10,Partial,Boots missing
ATT-05156,WRK-8746,CG-002,2023-03-29,Morning,Present,07:36:00,15:13:00,Certified,2024-02-15,Fit,2023-07-14,Compliant,
ATT-05157,WRK-1159,OD-001,2023-01-01,Night,Present,22:08:00,06:47:00,Certified,2023-06-11,Unfit,2022-12-25,Partial,Helmet missing
ATT-05158,WRK-2540,CG-002,2023-03-13,Morning,Present,06:46:00,14:07:00,Certified,2023-12-13,Fit,2023-10-01,Partial,Helmet missing
ATT-05159,WRK-7911,CG-001,2023-01-18,Afternoon,Present,16:41:00,23:16:00,Certified,2023-06-10,Fit,2023-12-05,Compliant,
ATT-05160,WRK-0701,JH-001,2023-02-26,Night,Present,22:28:00,06:07:00,Expired,2023-02-06,Fit,2024-01-09,Compliant,
ATT-05161,WRK-9097,JH-001,2023-01-01,Afternoon,Present,15:58:00,22:00:00,Certified,2023-05-20,Fit,2023-09-22,Compliant,
ATT-05162,WRK-7818,JH-003,2023-03-15,Morning,Present,06:23:00,14:23:00,Pending,2023-02-15,Fit,2023-12-03,Partial,Helmet missing
ATT-05163,WRK-6624,OD-001,2023-03-24,Afternoon,Present,16:26:00,22:39:00,Certified,2023-12-08,Unfit,2023-02-25,Partial,Helmet missing
ATT-05164,WRK-1916,CG-002,2023-03-28,Afternoon,Present,16:47:00,23:52:00,Certified,2023-08-21,Unfit,2023-03-23,Compliant,
ATT-05165,WRK-4075,JH-002,2023-01-15,Afternoon,Late,,,Certified,2023-11-21,Fit,2023-09-26,Partial,None
ATT-05166,WRK-3442,OD-002,2023-01-25,Afternoon,Absent,,,Expired,2023-01-06,Fit,2023-12-07,Compliant,
ATT-05167,WRK-6614,CG-002,2023-02-25,Morning,Present,06:21:00,16:18:00,Pending,2023-02-15,Fit,2023-12-13,Compliant,
ATT-05168,WRK-1948,JH-003,2023-03-22,Morning,Present,08:59:00,16:54:00,Certified,2023-12-13,Fit,2024-01-16,Compliant,
ATT-05169,WRK-3787,JH-002,2023-01-11,Night,On Leave,,,Pending,2022-12-12,Fit,2023-09-14,Compliant,
ATT-05170,WRK-1736,CG-002,2023-01-22,Night,Present,22:22:00,07:29:00,Certified,2024-01-13,Fit,2023-11-30,Partial,None
ATT-05171,WRK-2424,JH-001,2023-03-07,Morning,Present,08:01:00,15:39:00,Certified,2024-03-03,Pending,2023-03-06,Compliant,
ATT-05172,WRK-9449,CG-001,2023-03-24,Morning,Present,06:46:00,15:28:00,Expired,2023-03-08,Fit,2023-12-19,Compliant,
ATT-05173,WRK-0484,JH-001,2023-03-28,Afternoon,On Leave,,,Pending,2023-03-04,Fit,2023-10-08,Compliant,
ATT-05174,WRK-0177,OD-002,2023-01-09,Afternoon,Present,15:06:00,23:53:00,Certified,2023-12-23,Fit,2023-07-08,Non-Compliant,Helmet missing
ATT-05175,WRK-0562,JH-002,2023-01-04,Afternoon,Present,14:34:00,23:32:00,Certified,2023-08-24,Fit,2023-08-07,Compliant,
ATT-05176,WRK-7735,JH-003,2023-04-01,Afternoon,Present,14:00:00,23:29:00,Certified,2023-10-08,Fit,2024-03-28,Partial,None
ATT-05177,WRK-5112,CG-001,2023-02-03,Morning,Present,06:47:00,15:15:00,Certified,2023-06-04,Pending,2023-01-27,Compliant,
ATT-05178,WRK-8193,CG-001,2023-02-09,Afternoon,Present,16:13:00,22:07:00,Certified,2024-02-01,Unfit,2023-01-22,Compliant,
ATT-05179,WRK-1922,CG-001,2023-03-24,Night,Absent,,,Pending,2023-03-22,Unfit,2023-03-19,Compliant,
ATT-05180,WRK-6710,OD-002,2023-02-01,Night,Present,23:36:00,08:18:00,Expired,2023-01-26,Fit,2024-01-04,Compliant,
ATT-05181,WRK-3433,JH-003,2023-01-17,Afternoon,Present,14:21:00,22:59:00,Certified,2023-07-02,Pending,2022-12-30,Compliant,
ATT-05182,WRK-0998,JH-003,2023-03-03,Night,Present,22:26:00,06:40:00,Certified,2023-06-18,Unfit,2023-02-08,Compliant,
ATT-05183,WRK-7586,OD-002,2023-03-19,Afternoon,Present,16:40:00,23:45:00,Expired,2023-03-13,Fit,2023-07-21,Compliant,
ATT-05184,WRK-5846,JH-001,2023-02-27,Night,On Leave,,,Pending,2023-01-29,Pending,2023-02-05,Compliant,
ATT-05185,WRK-0943,JH-003,2023-02-20,Night,Present,22:18:00,06:31:00,Expired,2023-02-02,Fit,2023-09-13,Compliant,
ATT-05186,WRK-9473,CG-001,2023-01-08,Night,Present,22:54:00,06:51:00,Certified,2024-01-02,Fit,2023-05-07,Compliant,
ATT-05187,WRK-4504,JH-002,2023-01-17,Night,Present,22:34:00,08:56:00,Certified,2023-09-02,Fit,2023-05-22,Non-Compliant,None
ATT-05188,WRK-9140,JH-002,2023-02-26,Morning,Present,07:28:00,16:02:00,Pending,2023-02-05,Fit,2023-07-20,Partial,Helmet missing
ATT-05189,WRK-8678,JH-003,2023-03-08,Morning,Present,07:00:00,14:11:00,Certified,2023-10-18,Pending,2023-03-07,Compliant,
ATT-05190,WRK-1687,OD-002,2023-02-05,Afternoon,Present,16:15:00,22:10:00,Expired,2023-01-19,Fit,2023-06-30,Compliant,
ATT-05191,WRK-8162,JH-003,2023-03-04,Afternoon,Present,16:02:00,22:27:00,Certified,2023-10-10,Fit,2023-12-17,Partial,None
ATT-05192,WRK-2481,JH-003,2023-01-14,Morning,Present,07:19:00,16:28:00,Certified,2023-10-25,Fit,2023-11-28,Compliant,
ATT-05193,WRK-1133,JH-003,2023-03-19,Night,Present,22:38:00,08:07:00,Pending,2023-02-28,Fit,2023-08-17,Compliant,
ATT-05194,WRK-3647,JH-003,2023-01-31,Morning,Present,07:19:00,15:42:00,Certified,2023-12-01,Fit,2024-01-31,Compliant,
ATT-05195,WRK-7727,JH-001,2023-03-03,Morning,Late,,,Expired,2023-02-23,Fit,2023-09-27,Compliant,
ATT-05196,WRK-8382,JH-003,2023-02-01,Night,Present,23:47:00,08:32:00,Pending,2023-01-08,Fit,2023-07-02,Non-Compliant,None
ATT-05197,WRK-9989,CG-002,2023-01-12,Morning,Present,07:39:00,15:14:00,Pending,2022-12-20,Fit,2023-09-04,Non-Compliant,Helmet missing
ATT-05198,WRK-6764,CG-002,2023-03-29,Night,Late,,,Pending,2023-03-07,Fit,2023-12-27,Compliant,
ATT-05199,WRK-3170,JH-003,2023-03-16,Night,Present,23:05:00,06:29:00,Pending,2023-02-23,Fit,2023-07-24,Compliant,
ATT-05200,WRK-8923,JH-003,2023-01-22,Afternoon,Present,16:33:00,23:44:00,Expired,2023-01-10,Fit,2023-10-30,Compliant,
ATT-05201,WRK-3202,JH-002,2023-03-25,Morning,Present,07:53:00,14:18:00,Expired,2023-02-27,Fit,2023-07-25,Non-Compliant,Boots missing
ATT-05202,WRK-9731,CG-001,2023-02-24,Morning,Present,08:39:00,14:25:00,Expired,2023-02-04,Fit,2023-10-05,Compliant,
ATT-05203,WRK-4533,JH-003,2023-03-06,Afternoon,Present,15:53:00,23:36:00,Certified,2023-06-28,Fit,2023-08-01,Compliant,
ATT-05204,WRK-1205,JH-003,2023-03-05,Morning,Absent,,,Certified,2023-10-25,Fit,2023-07-08,Compliant,
ATT-05205,WRK-8695,OD-001,2023-01-25,Morning,Present,08:20:00,16:31:00,Certified,2023-09-29,Fit,2023-05-28,Compliant,
ATT-05206,WRK-7766,CG-001,2023-02-28,Night,Present,23:00:00,08:34:00,Certified,2023-12-18,Fit,2023-12-28,Compliant,
ATT-05207,WRK-1335,JH-003,2023-03-09,Morning,Present,08:24:00,15:05:00,Expired,2023-02-21,Fit,2023-06-16,Non-Compliant,Boots missing
ATT-05208,WRK-2106,CG-001,2023-01-22,Morning,Present,07:09:00,16:00:00,Certified,2023-07-21,Pending,2023-01-09,Compliant,
ATT-05209,WRK-4421,JH-001,2023-01-16,Morning,Present,08:57:00,15:36:00,Certified,2023-07-24,Fit,2023-07-15,Compliant,
ATT-05210,WRK-1137,OD-001,2023-01-28,Night,Present,22:22:00,08:20:00,Pending,2023-01-01,Fit,2023-07-12,Compliant,
ATT-05211,WRK-3570,CG-002,2023-01-19,Afternoon,Present,16:28:00,22:53:00,Pending,2023-01-11,Fit,2023-06-03,Partial,Helmet missing
ATT-05212,WRK-5332,JH-003,2023-02-05,Afternoon,Late,,,Certified,2023-08-04,Fit,2023-07-07,Compliant,
ATT-05213,WRK-1339,JH-003,2023-02-16,Afternoon,Absent,,,Certified,2023-10-12,Fit,2024-01-17,Non-Compliant,None
ATT-05214,WRK-2747,CG-001,2023-03-04,Night,Present,23:01:00,08:25:00,Certified,2023-09-14,Unfit,2023-03-02,Non-Compliant,None
ATT-05215,WRK-3169,OD-002,2023-03-02,Morning,Present,08:15:00,15:16:00,Pending,2023-02-02,Fit,2024-02-29,Compliant,
ATT-05216,WRK-8460,JH-002,2023-02-07,Morning,Present,06:07:00,16:22:00,Certified,2023-11-12,Fit,2023-10-26,Compliant,
ATT-05217,WRK-5173,JH-001,2023-02-13,Morning,Present,06:37:00,15:36:00,Certified,2023-10-01,Fit,2023-10-29,Compliant,
ATT-05218,WRK-0031,OD-002,2023-01-09,Afternoon,Present,14:24:00,22:51:00,Expired,2022-12-24,Fit,2023-10-24,Compliant,
ATT-05219,WRK-5564,OD-001,2023-02-26,Morning,Present,08:19:00,16:15:00,Certified,2023-08-23,Fit,2023-06-20,Compliant,
ATT-05220,WRK-3342,OD-002,2023-02-01,Afternoon,Present,16:32:00,22:21:00,Certified,2023-11-20,Unfit,2023-01-09,Compliant,
ATT-05221,WRK-8850,CG-002,2023-02-14,Afternoon,Absent,,,Certified,2023-09-24,Unfit,2023-02-12,Compliant,
ATT-05222,WRK-2822,OD-001,2023-02-17,Afternoon,On Leave,,,Certified,2023-09-02,Fit,2023-08-06,Compliant,
ATT-05223,WRK-6177,CG-001,2023-01-29,Night,Present,23:25:00,06:23:00,Certified,2023-05-26,Fit,2023-12-20,Partial,None
ATT-05224,WRK-8327,JH-003,2023-03-01,Night,Present,22:42:00,08:35:00,Expired,2023-02-04,Pending,2023-02-08,Non-Compliant,None
ATT-05225,WRK-8075,OD-001,2023-02-26,Morning,Present,08:32:00,14:51:00,Certified,2024-01-29,Fit,2023-07-16,Compliant,
ATT-05226,WRK-6242,OD-001,2023-02-18,Morning,Present,07:07:00,16:30:00,Certified,2023-10-20,Fit,2023-10-16,Partial,Boots missing
ATT-05227,WRK-3471,CG-002,2023-02-01,Night,Present,22:26:00,08:26:00,Certified,2023-06-20,Fit,2024-01-19,Compliant,
ATT-05228,WRK-4712,CG-001,2023-01-31,Afternoon,Present,16:38:00,23:55:00,Expired,2023-01-28,Fit,2023-07-09,Compliant,
ATT-05229,WRK-6428,JH-001,2023-03-27,Morning,Present,08:40:00,14:25:00,Certified,2023-10-17,Fit,2023-07-21,Non-Compliant,Boots missing
ATT-05230,WRK-4604,JH-001,2023-01-17,Night,Present,22:59:00,08:55:00,Certified,2023-06-16,Unfit,2022-12-28,Non-Compliant,Boots missing
ATT-05231,WRK-6853,CG-001,2023-02-02,Afternoon,Present,15:21:00,22:34:00,Pending,2023-01-25,Unfit,2023-01-27,Partial,Boots missing
ATT-05232,WRK-4341,CG-002,2023-03-07,Afternoon,Present,16:58:00,23:40:00,Expired,2023-02-15,Unfit,2023-02-07,Non-Compliant,None
ATT-05233,WRK-3073,JH-001,2023-01-31,Afternoon,Present,14:59:00,22:18:00,Pending,2023-01-10,Fit,2023-06-07,Compliant,
ATT-05234,WRK-3900,JH-001,2023-02-21,Morning,Late,,,Certified,2023-05-31,Fit,2023-06-26,Partial,Boots missing
ATT-05235,WRK-1167,JH-001,2023-02-11,Night,Present,22:22:00,08:12:00,Certified,2024-01-25,Fit,2023-11-05,Compliant,
