inspection_id,mine_id,inspection_date,inspection_time,inspector_id,inspector_name,inspector_role,requirement_id,checklist_item,response,observations,observations_hindi,severity,photo_reference,latitude,longitude,sync_status,sync_timestamp
INS-JH-001-2083,JH-001,2023-08-30,22:10:00,INS-001,Rajesh Kumar,Safety Officer,REQ-013,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-JH-001-2083.jpg,24.1256259,86.353836,Synced,2023-08-30 17:00:00
INS-JH-002-2084,JH-002,2023-07-17,23:17:00,INS-003,Amit Patel,Labour Inspector,REQ-027,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-JH-002-2084.jpg,23.5649319,85.6464593,Pending,
INS-CG-002-2085,CG-002,2023-08-15,12:11:00,INS-002,Sita Devi,Environmental Officer,REQ-083,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Medium,PHOTO-CG-002-2085.jpg,23.8692313,85.7944727,Pending,
INS-JH-002-2086,JH-002,2023-04-08,19:06:00,INS-002,Sita Devi,Environmental Officer,REQ-018,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,,23.5621116,86.0226574,Failed,
INS-CG-002-2087,CG-002,2023-12-07,02:42:00,INS-001,Rajesh Kumar,Safety Officer,REQ-024,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,PHOTO-CG-002-2087.jpg,23.733857,85.5384312,Pending,
INS-OD-001-2088,OD-001,2023-12-11,00:26:00,INS-003,Amit Patel,Labour Inspector,REQ-071,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,High,PHOTO-OD-001-2088.jpg,23.2776376,85.5548793,Pending,
INS-JH-001-2089,JH-001,2023-03-28,11:50:00,INS-003,Amit Patel,Labour Inspector,REQ-004,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-JH-001-2089.jpg,23.4388087,86.0351012,Synced,2023-03-28 06:00:00
INS-JH-002-2090,JH-002,2023-04-29,08:17:00,INS-001,Rajesh Kumar,Safety Officer,REQ-061,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-JH-002-2090.jpg,23.440332,86.2445659,Pending,
INS-JH-001-2091,JH-001,2023-10-16,17:51:00,INS-003,Amit Patel,Labour Inspector,REQ-034,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-JH-001-2091.jpg,24.0316752,85.9436238,Synced,2023-10-16 01:00:00
INS-JH-001-2092,JH-001,2023-05-09,17:05:00,INS-001,Rajesh Kumar,Safety Officer,REQ-052,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-JH-001-2092.jpg,23.2142606,85.7615505,Synced,2023-05-09 01:00:00
INS-JH-002-2093,JH-002,2023-09-29,17:53:00,INS-002,Sita Devi,Environmental Officer,REQ-054,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-JH-002-2093.jpg,23.2390537,86.0708444,Synced,2023-09-29 07:00:00
INS-JH-003-2094,JH-003,2023-03-15,03:54:00,INS-001,Rajesh Kumar,Safety Officer,REQ-034,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-JH-003-2094.jpg,23.4278331,85.6059363,Synced,2023-03-15 06:00:00
INS-JH-003-2095,JH-003,2023-04-12,02:27:00,INS-001,Rajesh Kumar,Safety Officer,REQ-090,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-JH-003-2095.jpg,24.1059114,86.0416783,Synced,2023-04-12 17:00:00
INS-OD-001-2096,OD-001,2023-01-31,02:20:00,INS-002,Sita Devi,Environmental Officer,REQ-013,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-OD-001-2096.jpg,23.3019316,86.1554253,Failed,
INS-CG-001-2097,CG-001,2023-06-08,00:08:00,INS-002,Sita Devi,Environmental Officer,REQ-060,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-CG-001-2097.jpg,23.2859311,86.2903827,Pending,
INS-CG-002-2098,CG-002,2023-11-20,09:20:00,INS-001,Rajesh Kumar,Safety Officer,REQ-063,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-CG-002-2098.jpg,23.6431369,85.9600764,Pending,
INS-OD-001-2099,OD-001,2023-05-31,13:12:00,INS-003,Amit Patel,Labour Inspector,REQ-010,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,,23.8038522,85.7516655,Synced,2023-05-31 21:00:00
INS-OD-001-2100,OD-001,2023-03-04,18:18:00,INS-001,Rajesh Kumar,Safety Officer,REQ-032,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,High,PHOTO-OD-001-2100.jpg,23.2145851,86.1599865,Synced,2023-03-04 10:00:00
INS-JH-002-2101,JH-002,2023-06-19,01:26:00,INS-003,Amit Patel,Labour Inspector,REQ-085,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-JH-002-2101.jpg,23.57322,85.7032709,Pending,
INS-JH-003-2102,JH-003,2023-03-27,10:11:00,INS-003,Amit Patel,Labour Inspector,REQ-064,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Low,,23.5299841,85.9365588,Synced,2023-03-27 22:00:00
INS-OD-001-2103,OD-001,2023-10-26,17:38:00,INS-003,Amit Patel,Labour Inspector,REQ-079,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,High,PHOTO-OD-001-2103.jpg,23.771209,85.9566836,Failed,
INS-JH-002-2104,JH-002,2023-01-30,00:23:00,INS-001,Rajesh Kumar,Safety Officer,REQ-076,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-JH-002-2104.jpg,23.830108,85.8518904,Pending,
INS-JH-003-2105,JH-003,2023-09-16,09:56:00,INS-001,Rajesh Kumar,Safety Officer,REQ-024,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-JH-003-2105.jpg,23.5564163,85.583269,Failed,
INS-JH-003-2106,JH-003,2023-07-27,11:01:00,INS-002,Sita Devi,Environmental Officer,REQ-049,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-JH-003-2106.jpg,23.2497031,86.3090214,Failed,
INS-JH-003-2107,JH-003,2023-02-26,07:00:00,INS-002,Sita Devi,Environmental Officer,REQ-066,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,,23.8671337,85.8950797,Synced,2023-02-26 00:00:00
INS-JH-001-2108,JH-001,2023-11-23,13:26:00,INS-003,Amit Patel,Labour Inspector,REQ-077,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,PHOTO-JH-001-2108.jpg,23.970907,85.5502906,Synced,2023-11-23 17:00:00
INS-JH-002-2109,JH-002,2023-01-04,15:26:00,INS-001,Rajesh Kumar,Safety Officer,REQ-025,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Low,,24.0368816,86.1096009,Synced,2023-01-04 07:00:00
INS-JH-002-2110,JH-002,2023-10-10,04:11:00,INS-001,Rajesh Kumar,Safety Officer,REQ-072,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-JH-002-2110.jpg,23.6377425,86.3163282,Failed,
INS-JH-002-2111,JH-002,2023-07-03,19:37:00,INS-003,Amit Patel,Labour Inspector,REQ-039,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,High,,23.8929899,86.0042448,Pending,
INS-OD-002-2112,OD-002,2023-03-01,07:23:00,INS-001,Rajesh Kumar,Safety Officer,REQ-091,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,High,PHOTO-OD-002-2112.jpg,23.9927427,86.3956927,Pending,
INS-JH-002-2113,JH-002,2023-06-13,14:59:00,INS-001,Rajesh Kumar,Safety Officer,REQ-022,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-JH-002-2113.jpg,23.1743558,86.3794809,Pending,
INS-JH-001-2114,JH-001,2023-11-24,22:59:00,INS-003,Amit Patel,Labour Inspector,REQ-047,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-JH-001-2114.jpg,23.6310613,85.6902641,Synced,2023-11-24 17:00:00
INS-JH-001-2115,JH-001,2023-02-07,00:57:00,INS-002,Sita Devi,Environmental Officer,REQ-014,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-JH-001-2115.jpg,23.2439013,85.7829163,Synced,2023-02-08 00:00:00
INS-OD-002-2116,OD-002,2023-02-18,20:16:00,INS-002,Sita Devi,Environmental Officer,REQ-061,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Critical,PHOTO-OD-002-2116.jpg,24.050486,85.5788928,Synced,2023-02-18 05:00:00
INS-JH-001-2117,JH-001,2023-11-25,16:43:00,INS-003,Amit Patel,Labour Inspector,REQ-079,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,PHOTO-JH-001-2117.jpg,23.5110529,86.4313388,Failed,
INS-CG-001-2118,CG-001,2023-12-30,00:43:00,INS-001,Rajesh Kumar,Safety Officer,REQ-060,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Low,PHOTO-CG-001-2118.jpg,23.2640469,86.2739074,Failed,
INS-CG-001-2119,CG-001,2023-08-16,08:59:00,INS-001,Rajesh Kumar,Safety Officer,REQ-093,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-CG-001-2119.jpg,23.4986337,85.7731629,Pending,
INS-OD-001-2120,OD-001,2023-07-10,18:36:00,INS-002,Sita Devi,Environmental Officer,REQ-090,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,,24.0614928,85.4506627,Pending,
INS-OD-002-2121,OD-002,2023-08-09,18:40:00,INS-001,Rajesh Kumar,Safety Officer,REQ-089,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,PHOTO-OD-002-2121.jpg,23.9677026,85.8791508,Pending,
INS-JH-001-2122,JH-001,2023-01-25,12:21:00,INS-002,Sita Devi,Environmental Officer,REQ-059,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,PHOTO-JH-001-2122.jpg,23.5379546,86.3436799,Synced,2023-01-25 12:00:00
INS-JH-003-2123,JH-003,2023-03-15,14:26:00,INS-001,Rajesh Kumar,Safety Officer,REQ-029,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-JH-003-2123.jpg,24.0656183,85.5085862,Pending,
INS-JH-002-2124,JH-002,2023-11-22,00:32:00,INS-002,Sita Devi,Environmental Officer,REQ-025,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,PHOTO-JH-002-2124.jpg,23.327429,86.0628696,Pending,
INS-JH-003-2125,JH-003,2023-05-18,09:29:00,INS-002,Sita Devi,Environmental Officer,REQ-024,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,High,PHOTO-JH-003-2125.jpg,23.4070883,85.5908386,Pending,
INS-JH-002-2126,JH-002,2023-04-19,09:32:00,INS-001,Rajesh Kumar,Safety Officer,REQ-099,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-JH-002-2126.jpg,23.292719,85.5606109,Pending,
INS-JH-003-2127,JH-003,2023-05-07,12:38:00,INS-001,Rajesh Kumar,Safety Officer,REQ-042,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-JH-003-2127.jpg,24.0125445,86.0349591,Synced,2023-05-07 12:00:00
INS-JH-002-2128,JH-002,2023-09-13,18:51:00,INS-002,Sita Devi,Environmental Officer,REQ-002,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-JH-002-2128.jpg,23.2281341,86.4467494,Synced,2023-09-13 07:00:00
INS-CG-001-2129,CG-001,2023-03-15,19:50:00,INS-002,Sita Devi,Environmental Officer,REQ-087,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,,23.3889412,85.5325669,Failed,
INS-OD-002-2130,OD-002,2023-03-13,16:24:00,INS-001,Rajesh Kumar,Safety Officer,REQ-006,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Medium,PHOTO-OD-002-2130.jpg,23.55901,86.354821,Failed,
INS-OD-002-2131,OD-002,2023-11-04,02:28:00,INS-001,Rajesh Kumar,Safety Officer,REQ-013,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-OD-002-2131.jpg,23.9959203,85.4764428,Synced,2023-11-04 13:00:00
INS-OD-001-2132,OD-001,2023-10-05,05:57:00,INS-001,Rajesh Kumar,Safety Officer,REQ-046,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-OD-001-2132.jpg,23.5491497,85.6599161,Synced,2023-10-05 12:00:00
INS-JH-002-2133,JH-002,2023-03-06,11:48:00,INS-001,Rajesh Kumar,Safety Officer,REQ-028,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Medium,PHOTO-JH-002-2133.jpg,23.4687704,86.230235,Pending,
INS-JH-001-2134,JH-001,2023-04-05,04:02:00,INS-002,Sita Devi,Environmental Officer,REQ-013,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Low,PHOTO-JH-001-2134.jpg,23.809687,85.6616464,Failed,
INS-JH-002-2135,JH-002,2023-09-08,19:31:00,INS-001,Rajesh Kumar,Safety Officer,REQ-078,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-JH-002-2135.jpg,23.3505071,86.0317672,Pending,
INS-OD-001-2136,OD-001,2023-02-20,12:09:00,INS-001,Rajesh Kumar,Safety Officer,REQ-044,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,PHOTO-OD-001-2136.jpg,23.2306903,86.1899619,Pending,
INS-OD-002-2137,OD-002,2023-06-08,00:46:00,INS-002,Sita Devi,Environmental Officer,REQ-075,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Medium,,23.9606218,85.7941287,Synced,2023-06-08 04:00:00
INS-CG-001-2138,CG-001,2023-04-30,02:24:00,INS-003,Amit Patel,Labour Inspector,REQ-081,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-CG-001-2138.jpg,23.5435445,85.8910921,Pending,
INS-CG-002-2139,CG-002,2023-05-06,14:00:00,INS-003,Amit Patel,Labour Inspector,REQ-016,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,,23.7809788,86.3624379,Synced,2023-05-06 21:00:00
INS-OD-001-2140,OD-001,2023-09-13,13:26:00,INS-003,Amit Patel,Labour Inspector,REQ-055,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,High,,23.6376314,86.3463308,Pending,
INS-JH-001-2141,JH-001,2023-03-06,00:50:00,INS-003,Amit Patel,Labour Inspector,REQ-021,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,High,PHOTO-JH-001-2141.jpg,23.2216441,86.1121809,Failed,
INS-OD-002-2142,OD-002,2023-01-31,04:08:00,INS-001,Rajesh Kumar,Safety Officer,REQ-009,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-OD-002-2142.jpg,23.8464527,85.891799,Pending,
INS-CG-001-2143,CG-001,2023-09-02,20:27:00,INS-001,Rajesh Kumar,Safety Officer,REQ-043,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Medium,,23.6529944,85.9891511,Failed,
INS-JH-002-2144,JH-002,2023-02-06,04:24:00,INS-003,Amit Patel,Labour Inspector,REQ-067,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,High,PHOTO-JH-002-2144.jpg,24.0783148,85.533788,Pending,
INS-CG-002-2145,CG-002,2023-03-19,19:19:00,INS-001,Rajesh Kumar,Safety Officer,REQ-003,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Medium,PHOTO-CG-002-2145.jpg,23.5033521,86.3583305,Failed,
INS-CG-002-2146,CG-002,2023-10-03,18:58:00,INS-003,Amit Patel,Labour Inspector,REQ-020,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-CG-002-2146.jpg,23.4263531,85.7945796,Failed,
INS-CG-001-2147,CG-001,2023-09-15,12:24:00,INS-003,Amit Patel,Labour Inspector,REQ-027,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,,23.8258109,85.6517054,Failed,
INS-OD-001-2148,OD-001,2023-07-31,10:36:00,INS-001,Rajesh Kumar,Safety Officer,REQ-044,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,,23.2650618,85.7247909,Synced,2023-07-31 12:00:00
INS-CG-002-2149,CG-002,2023-06-30,05:44:00,INS-002,Sita Devi,Environmental Officer,REQ-051,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Critical,PHOTO-CG-002-2149.jpg,23.9597162,85.670329,Pending,
INS-JH-001-2150,JH-001,2023-03-15,15:11:00,INS-002,Sita Devi,Environmental Officer,REQ-041,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Medium,PHOTO-JH-001-2150.jpg,24.0011227,86.1226412,Pending,
INS-CG-002-2151,CG-002,2023-07-17,19:30:00,INS-002,Sita Devi,Environmental Officer,REQ-034,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-CG-002-2151.jpg,23.3264427,85.7286821,Failed,
INS-JH-003-2152,JH-003,2023-12-29,11:53:00,INS-001,Rajesh Kumar,Safety Officer,REQ-003,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,PHOTO-JH-003-2152.jpg,24.1252739,86.0285945,Failed,
INS-OD-001-2153,OD-001,2023-06-17,12:34:00,INS-002,Sita Devi,Environmental Officer,REQ-015,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-OD-001-2153.jpg,23.9326157,86.2006938,Pending,
INS-CG-001-2154,CG-001,2023-09-10,05:38:00,INS-001,Rajesh Kumar,Safety Officer,REQ-095,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-CG-001-2154.jpg,23.7510068,85.6655109,Failed,
INS-JH-003-2155,JH-003,2023-03-12,02:08:00,INS-003,Amit Patel,Labour Inspector,REQ-015,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,High,PHOTO-JH-003-2155.jpg,23.3527465,86.2374221,Pending,
INS-OD-001-2156,OD-001,2023-08-25,17:54:00,INS-003,Amit Patel,Labour Inspector,REQ-090,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,PHOTO-OD-001-2156.jpg,23.8897396,85.9136411,Synced,2023-08-25 11:00:00
INS-JH-001-2157,JH-001,2023-09-24,09:44:00,INS-003,Amit Patel,Labour Inspector,REQ-007,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Medium,PHOTO-JH-001-2157.jpg,23.7776641,85.5839544,Pending,
INS-OD-001-2158,OD-001,2023-10-12,21:53:00,INS-001,Rajesh Kumar,Safety Officer,REQ-100,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,PHOTO-OD-001-2158.jpg,24.0475309,86.1434155,Failed,
INS-CG-001-2159,CG-001,2023-12-27,08:20:00,INS-001,Rajesh Kumar,Safety Officer,REQ-092,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,PHOTO-CG-001-2159.jpg,23.611967,85.8454242,Pending,
INS-CG-001-2160,CG-001,2023-04-23,21:08:00,INS-003,Amit Patel,Labour Inspector,REQ-055,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Low,,23.3050183,86.2437753,Synced,2023-04-23 00:00:00
INS-CG-002-2161,CG-002,2023-01-26,23:43:00,INS-003,Amit Patel,Labour Inspector,REQ-038,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-CG-002-2161.jpg,23.4198273,86.4146897,Failed,
INS-JH-002-2162,JH-002,2023-04-15,06:27:00,INS-002,Sita Devi,Environmental Officer,REQ-087,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Low,PHOTO-JH-002-2162.jpg,23.6762088,86.3885048,Failed,
INS-OD-002-2163,OD-002,2023-11-06,12:31:00,INS-003,Amit Patel,Labour Inspector,REQ-095,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-OD-002-2163.jpg,24.0185213,86.090115,Pending,
INS-OD-002-2164,OD-002,2023-05-27,13:56:00,INS-003,Amit Patel,Labour Inspector,REQ-018,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,PHOTO-OD-002-2164.jpg,23.4466317,86.1651923,Synced,2023-05-27 03:00:00
INS-CG-002-2165,CG-002,2023-04-07,04:16:00,INS-003,Amit Patel,Labour Inspector,REQ-048,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-CG-002-2165.jpg,23.9915702,86.4191234,Synced,2023-04-07 02:00:00
INS-JH-001-2166,JH-001,2023-06-19,09:25:00,INS-001,Rajesh Kumar,Safety Officer,REQ-061,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-JH-001-2166.jpg,23.2154876,86.4016586,Failed,
INS-OD-002-2167,OD-002,2023-10-23,20:48:00,INS-003,Amit Patel,Labour Inspector,REQ-095,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,PHOTO-OD-002-2167.jpg,23.2279511,85.5114358,Synced,2023-10-23 02:00:00
INS-JH-003-2168,JH-003,2023-07-27,12:57:00,INS-003,Amit Patel,Labour Inspector,REQ-044,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-JH-003-2168.jpg,23.3576322,86.0843054,Synced,2023-07-27 08:00:00
INS-OD-002-2169,OD-002,2023-11-27,06:30:00,INS-002,Sita Devi,Environmental Officer,REQ-059,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,,23.7911654,85.4620223,Pending,
INS-OD-002-2170,OD-002,2023-06-12,12:18:00,INS-002,Sita Devi,Environmental Officer,REQ-015,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,,24.1287666,86.0581984,Synced,2023-06-12 14:00:00
INS-CG-002-2171,CG-002,2023-12-03,03:25:00,INS-003,Amit Patel,Labour Inspector,REQ-068,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-CG-002-2171.jpg,23.2695307,85.5434088,Pending,
INS-OD-002-2172,OD-002,2023-07-19,13:51:00,INS-003,Amit Patel,Labour Inspector,REQ-055,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Critical,PHOTO-OD-002-2172.jpg,23.5520801,85.8062478,Failed,
INS-CG-001-2173,CG-001,2023-09-24,06:42:00,INS-001,Rajesh Kumar,Safety Officer,REQ-021,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Critical,PHOTO-CG-001-2173.jpg,23.8861172,86.3148375,Pending,
INS-OD-002-2174,OD-002,2023-04-17,11:12:00,INS-002,Sita Devi,Environmental Officer,REQ-046,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,High,PHOTO-OD-002-2174.jpg,23.6064316,85.5999512,Pending,
INS-JH-002-2175,JH-002,2023-07-06,07:15:00,INS-003,Amit Patel,Labour Inspector,REQ-084,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-JH-002-2175.jpg,23.5545963,86.1094582,Synced,2023-07-06 14:00:00
INS-CG-002-2176,CG-002,2023-12-25,15:21:00,INS-003,Amit Patel,Labour Inspector,REQ-006,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,PHOTO-CG-002-2176.jpg,23.4343846,85.8753224,Failed,
INS-OD-001-2177,OD-001,2023-11-06,06:00:00,INS-001,Rajesh Kumar,Safety Officer,REQ-001,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,PHOTO-OD-001-2177.jpg,24.0676501,85.9120259,Pending,
INS-CG-002-2178,CG-002,2023-07-16,13:37:00,INS-003,Amit Patel,Labour Inspector,REQ-083,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,,23.5376753,86.1886524,Synced,2023-07-16 05:00:00
INS-JH-003-2179,JH-003,2023-03-06,16:23:00,INS-002,Sita Devi,Environmental Officer,REQ-055,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-JH-003-2179.jpg,23.6338157,85.6404434,Synced,2023-03-06 17:00:00
INS-OD-002-2180,OD-002,2023-08-30,04:56:00,INS-003,Amit Patel,Labour Inspector,REQ-002,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Medium,PHOTO-OD-002-2180.jpg,23.9600581,85.9191427,Failed,
INS-CG-002-2181,CG-002,2023-03-01,03:56:00,INS-003,Amit Patel,Labour Inspector,REQ-038,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-CG-002-2181.jpg,23.6474315,85.9539543,Pending,
INS-JH-002-2182,JH-002,2023-01-01,19:03:00,INS-001,Rajesh Kumar,Safety Officer,REQ-057,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,,23.308256,86.3075495,Synced,2023-01-01 06:00:00
INS-JH-003-2183,JH-003,2023-12-12,09:31:00,INS-001,Rajesh Kumar,Safety Officer,REQ-087,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-JH-003-2183.jpg,23.8584396,85.8970353,Pending,
