document_id,mine_id,document_type,document_number,issue_date,expiry_date,issuing_authority,ocr_text_status,verification_status,file_path,file_size_kb,uploaded_by,uploaded_date
DOC-00997,JH-003,Insurance Certificate,Ins-0997-2023,2022-04-29,2026-04-28,DGMS,Extracted,Expired,/documents/insurance_certificate/JH-003/0997.pdf,2122,Amit Patel,2022-05-04 00:00:00
DOC-00998,OD-001,Audit Report,Aud-0998-2023,2023-08-07,2026-08-06,CPCB,Extracted,Expired,/documents/audit_report/OD-001/0998.pdf,2467,Amit Patel,2023-08-18 00:00:00
DOC-00999,OD-002,Audit Report,Aud-0999-2023,2023-01-28,2027-01-27,CPCB,Pending,Verified,/documents/audit_report/OD-002/0999.pdf,4716,Amit Patel,2023-02-05 00:00:00
DOC-01000,JH-002,Audit Report,Aud-1000-2023,2023-02-01,2028-01-31,CPCB,Extracted,Verified,/documents/audit_report/JH-002/1000.pdf,2695,Sita Devi,2023-02-10 00:00:00
DOC-01001,CG-001,Fire Safety Certificate,Fir-1001-2023,2023-01-21,2026-01-20,CPCB,Extracted,Expired,/documents/fire_safety_certificate/CG-001/1001.pdf,584,Rajesh Kumar,2023-02-19 00:00:00
DOC-01002,OD-002,Fire Safety Certificate,Fir-1002-2023,2023-01-26,2027-01-25,CPCB,Extracted,Verified,/documents/fire_safety_certificate/OD-002/1002.pdf,998,Amit Patel,2023-01-28 00:00:00
DOC-01003,CG-001,Mining Lease,Min-1003-2023,2023-05-22,2027-05-21,CPCB,Extracted,Verified,/documents/mining_lease/CG-001/1003.pdf,843,Sita Devi,2023-06-10 00:00:00
DOC-01004,OD-002,Audit Report,Aud-1004-2023,2023-01-30,2025-01-29,State PCB,Extracted,Expired,/documents/audit_report/OD-002/1004.pdf,4970,Amit Patel,2023-02-02 00:00:00
DOC-01005,JH-003,First Aid Certificate,Fir-1005-2023,2022-01-16,2026-01-15,State PCB,Extracted,Expired,/documents/first_aid_certificate/JH-003/1005.pdf,766,Amit Patel,2022-02-12 00:00:00
DOC-01006,OD-001,Environmental Clearance,Env-1006-2023,2022-09-05,2025-09-04,State Government,Pending,Expired,/documents/environmental_clearance/OD-001/1006.pdf,959,Amit Patel,2022-09-24 00:00:00
DOC-01007,JH-002,Training Certificate,Tra-1007-2023,2023-07-16,2026-07-15,DGMS,Extracted,Expired,/documents/training_certificate/JH-002/1007.pdf,2318,Amit Patel,2023-08-09 00:00:00
DOC-01008,JH-003,Explosives Licence,Exp-1008-2023,2023-06-01,2025-05-31,CPCB,Failed,Expired,/documents/explosives_licence/JH-003/1008.pdf,2066,Sita Devi,2023-06-22 00:00:00
DOC-01009,CG-001,Environmental Clearance,Env-1009-2023,2022-01-20,2026-01-19,State PCB,Extracted,Expired,/documents/environmental_clearance/CG-001/1009.pdf,4237,Rajesh Kumar,2022-02-04 00:00:00
DOC-01010,JH-001,Environmental Clearance,Env-1010-2023,2022-09-19,2025-09-18,State PCB,Extracted,Expired,/documents/environmental_clearance/JH-001/1010.pdf,4297,Amit Patel,2022-10-02 00:00:00
DOC-01011,CG-002,Safety Certificate,Saf-1011-2023,2023-06-24,2027-06-23,Insurance Company,Extracted,Rejected,/documents/safety_certificate/CG-002/1011.pdf,2600,Sita Devi,2023-07-17 00:00:00
DOC-01012,CG-002,Insurance Certificate,Ins-1012-2023,2022-09-16,2024-09-15,Insurance Company,Extracted,Expired,/documents/insurance_certificate/CG-002/1012.pdf,3387,Rajesh Kumar,2022-09-24 00:00:00
DOC-01013,JH-001,Insurance Certificate,Ins-1013-2023,2022-04-06,2025-04-05,CPCB,Extracted,Expired,/documents/insurance_certificate/JH-001/1013.pdf,3182,Sita Devi,2022-04-27 00:00:00
DOC-01014,OD-002,First Aid Certificate,Fir-1014-2023,2023-03-12,2024-03-11,State Government,Extracted,Expired,/documents/first_aid_certificate/OD-002/1014.pdf,3980,Amit Patel,2023-04-08 00:00:00
DOC-01015,CG-002,Safety Certificate,Saf-1015-2023,2023-08-19,2027-08-18,DGMS,Extracted,Verified,/documents/safety_certificate/CG-002/1015.pdf,3356,Rajesh Kumar,2023-09-09 00:00:00
DOC-01016,JH-003,Environmental Clearance,Env-1016-2023,2023-07-03,2025-07-02,Insurance Company,Extracted,Expired,/documents/environmental_clearance/JH-003/1016.pdf,3129,Amit Patel,2023-07-22 00:00:00
DOC-01017,JH-002,Insurance Certificate,Ins-1017-2023,2023-04-06,2024-04-05,Insurance Company,Extracted,Expired,/documents/insurance_certificate/JH-002/1017.pdf,2612,Rajesh Kumar,2023-04-15 00:00:00
DOC-01018,,Explosives Licence,Exp-1018-2023,2022-12-29,2026-12-28,State Government,Extracted,Verified,/documents/explosives_licence/global/1018.pdf,1623,Rajesh Kumar,2023-01-11 00:00:00
DOC-01019,OD-001,Explosives Licence,Exp-1019-2023,2023-06-11,2028-06-09,State Government,Extracted,Verified,/documents/explosives_licence/OD-001/1019.pdf,2494,Amit Patel,2023-07-09 00:00:00
DOC-01020,OD-002,Explosives Licence,Exp-1020-2023,2022-01-22,2025-01-21,Insurance Company,Failed,Expired,/documents/explosives_licence/OD-002/1020.pdf,4837,Rajesh Kumar,2022-02-12 00:00:00
DOC-01021,CG-001,Fire Safety Certificate,Fir-1021-2023,2022-04-09,2025-04-08,DGMS,Failed,Expired,/documents/fire_safety_certificate/CG-001/1021.pdf,2302,Amit Patel,2022-05-02 00:00:00
DOC-01022,JH-003,Insurance Certificate,Ins-1022-2023,2022-11-07,2024-11-06,Insurance Company,Extracted,Expired,/documents/insurance_certificate/JH-003/1022.pdf,4611,Rajesh Kumar,2022-11-24 00:00:00
DOC-01023,CG-001,Safety Certificate,Saf-1023-2023,2022-08-21,2024-08-20,State PCB,Extracted,Expired,/documents/safety_certificate/CG-001/1023.pdf,2450,Sita Devi,2022-08-26 00:00:00
DOC-01024,OD-001,Mining Lease,Min-1024-2023,2023-06-30,2024-06-29,State Government,Failed,Expired,/documents/mining_lease/OD-001/1024.pdf,3924,Rajesh Kumar,2023-07-21 00:00:00
DOC-01025,CG-002,Environmental Clearance,Env-1025-2023,2022-02-01,2023-02-01,State PCB,Extracted,Expired,/documents/environmental_clearance/CG-002/1025.pdf,3747,Sita Devi,2022-02-21 00:00:00
DOC-01026,OD-002,First Aid Certificate,Fir-1026-2023,2023-02-10,2028-02-09,State Government,Extracted,Verified,/documents/first_aid_certificate/OD-002/1026.pdf,2491,Rajesh Kumar,2023-02-19 00:00:00
DOC-01027,OD-001,Audit Report,Aud-1027-2023,2022-05-29,2026-05-28,Insurance Company,Extracted,Expired,/documents/audit_report/OD-001/1027.pdf,2742,Sita Devi,2022-06-05 00:00:00
DOC-01028,CG-002,Fire Safety Certificate,Fir-1028-2023,2023-05-29,2026-05-28,DGMS,Extracted,Expired,/documents/fire_safety_certificate/CG-002/1028.pdf,1779,Sita Devi,2023-06-24 00:00:00
DOC-01029,JH-002,Safety Certificate,Saf-1029-2023,2022-08-09,2023-08-09,State PCB,Pending,Expired,/documents/safety_certificate/JH-002/1029.pdf,4476,Rajesh Kumar,2022-08-27 00:00:00
DOC-01030,JH-001,Insurance Certificate,Ins-1030-2023,2023-02-05,2024-02-05,Insurance Company,Extracted,Expired,/documents/insurance_certificate/JH-001/1030.pdf,876,Rajesh Kumar,2023-02-23 00:00:00
DOC-01031,OD-002,Training Certificate,Tra-1031-2023,2023-06-06,2025-06-05,State PCB,Pending,Expired,/documents/training_certificate/OD-002/1031.pdf,4019,Amit Patel,2023-06-09 00:00:00
DOC-01032,JH-002,Fire Safety Certificate,Fir-1032-2023,2022-02-27,2025-02-26,State Government,Pending,Expired,/documents/fire_safety_certificate/JH-002/1032.pdf,646,Amit Patel,2022-03-17 00:00:00
DOC-01033,JH-003,Explosives Licence,Exp-1033-2023,2023-10-06,2027-10-05,State PCB,Extracted,Verified,/documents/explosives_licence/JH-003/1033.pdf,2725,Amit Patel,2023-10-18 00:00:00
DOC-01034,JH-001,Audit Report,Aud-1034-2023,2022-01-04,2023-01-04,State Government,Extracted,Expired,/documents/audit_report/JH-001/1034.pdf,4575,Amit Patel,2022-01-28 00:00:00
DOC-01035,JH-003,Audit Report,Aud-1035-2023,2023-11-16,2026-11-15,CPCB,Extracted,Verified,/documents/audit_report/JH-003/1035.pdf,4169,Sita Devi,2023-11-22 00:00:00
DOC-01036,OD-001,Safety Certificate,Saf-1036-2023,2022-10-02,2024-10-01,Insurance Company,Extracted,Expired,/documents/safety_certificate/OD-001/1036.pdf,996,Sita Devi,2022-10-03 00:00:00
DOC-01037,JH-001,Audit Report,Aud-1037-2023,2022-12-10,2026-12-09,CPCB,Extracted,Verified,/documents/audit_report/JH-001/1037.pdf,2142,Amit Patel,2022-12-20 00:00:00
DOC-01038,OD-002,Audit Report,Aud-1038-2023,2022-03-24,2025-03-23,DGMS,Pending,Expired,/documents/audit_report/OD-002/1038.pdf,1867,Sita Devi,2022-04-07 00:00:00
DOC-01039,JH-001,Mining Lease,Min-1039-2023,2023-05-24,2026-05-23,DGMS,Extracted,Expired,/documents/mining_lease/JH-001/1039.pdf,3347,Rajesh Kumar,2023-06-21 00:00:00
DOC-01040,,Explosives Licence,Exp-1040-2023,2022-04-27,2024-04-26,Insurance Company,Extracted,Expired,/documents/explosives_licence/global/1040.pdf,1188,Sita Devi,2022-05-05 00:00:00
DOC-01041,JH-001,Insurance Certificate,Ins-1041-2023,2022-04-30,2027-04-29,DGMS,Extracted,Verified,/documents/insurance_certificate/JH-001/1041.pdf,1464,Sita Devi,2022-05-18 00:00:00
DOC-01042,JH-001,Audit Report,Aud-1042-2023,2023-04-13,2024-04-12,Insurance Company,Pending,Expired,/documents/audit_report/JH-001/1042.pdf,4540,Amit Patel,2023-05-10 00:00:00
DOC-01043,CG-001,Training Certificate,Tra-1043-2023,2022-08-22,2026-08-21,CPCB,Pending,Expired,/documents/training_certificate/CG-001/1043.pdf,3634,Sita Devi,2022-09-16 00:00:00
DOC-01044,OD-002,Audit Report,Aud-1044-2023,2022-04-18,2024-04-17,CPCB,Extracted,Expired,/documents/audit_report/OD-002/1044.pdf,4458,Sita Devi,2022-04-19 00:00:00
DOC-01045,JH-001,Insurance Certificate,Ins-1045-2023,2022-04-01,2025-03-31,Insurance Company,Extracted,Expired,/documents/insurance_certificate/JH-001/1045.pdf,2448,Amit Patel,2022-04-22 00:00:00
DOC-01046,JH-001,Insurance Certificate,Ins-1046-2023,2022-09-21,2026-09-20,DGMS,Extracted,Verified,/documents/insurance_certificate/JH-001/1046.pdf,4670,Amit Patel,2022-10-04 00:00:00
DOC-01047,OD-002,Safety Certificate,Saf-1047-2023,2022-06-23,2026-06-22,CPCB,Pending,Expired,/documents/safety_certificate/OD-002/1047.pdf,1208,Sita Devi,2022-07-18 00:00:00
DOC-01048,OD-001,Mining Lease,Min-1048-2023,2023-08-15,2028-08-13,State PCB,Extracted,Verified,/documents/mining_lease/OD-001/1048.pdf,1429,Sita Devi,2023-09-05 00:00:00
DOC-01049,OD-002,Mining Lease,Min-1049-2023,2022-04-10,2027-04-09,DGMS,Extracted,Verified,/documents/mining_lease/OD-002/1049.pdf,4030,Amit Patel,2022-04-20 00:00:00
DOC-01050,CG-001,Safety Certificate,Saf-1050-2023,2023-09-15,2024-09-14,CPCB,Pending,Expired,/documents/safety_certificate/CG-001/1050.pdf,2153,Rajesh Kumar,2023-10-01 00:00:00
DOC-01051,OD-001,Fire Safety Certificate,Fir-1051-2023,2022-05-07,2024-05-06,State PCB,Extracted,Expired,/documents/fire_safety_certificate/OD-001/1051.pdf,525,Amit Patel,2022-05-11 00:00:00
DOC-01052,,First Aid Certificate,Fir-1052-2023,2022-01-13,2024-01-13,CPCB,Extracted,Expired,/documents/first_aid_certificate/global/1052.pdf,2635,Rajesh Kumar,2022-01-24 00:00:00
DOC-01053,JH-002,Insurance Certificate,Ins-1053-2023,2023-08-12,2028-08-10,State PCB,Extracted,Verified,/documents/insurance_certificate/JH-002/1053.pdf,4879,Sita Devi,2023-08-31 00:00:00
DOC-01054,OD-002,First Aid Certificate,Fir-1054-2023,2022-09-29,2027-09-28,Insurance Company,Extracted,Verified,/documents/first_aid_certificate/OD-002/1054.pdf,2886,Amit Patel,2022-10-16 00:00:00
DOC-01055,OD-001,Training Certificate,Tra-1055-2023,2022-05-03,2024-05-02,Insurance Company,Extracted,Expired,/documents/training_certificate/OD-001/1055.pdf,1193,Sita Devi,2022-05-26 00:00:00
DOC-01056,JH-003,Insurance Certificate,Ins-1056-2023,2022-09-02,2025-09-01,DGMS,Extracted,Expired,/documents/insurance_certificate/JH-003/1056.pdf,2254,Sita Devi,2022-09-23 00:00:00
DOC-01057,JH-003,First Aid Certificate,Fir-1057-2023,2022-03-05,2024-03-04,DGMS,Pending,Expired,/documents/first_aid_certificate/JH-003/1057.pdf,3202,Sita Devi,2022-03-06 00:00:00
DOC-01058,JH-003,First Aid Certificate,Fir-1058-2023,2023-05-30,2028-05-28,CPCB,Extracted,Pending,/documents/first_aid_certificate/JH-003/1058.pdf,1741,Amit Patel,2023-06-17 00:00:00
DOC-01059,JH-003,Insurance Certificate,Ins-1059-2023,2023-07-19,2028-07-17,State Government,Extracted,Pending,/documents/insurance_certificate/JH-003/1059.pdf,2305,Rajesh Kumar,2023-08-16 00:00:00
DOC-01060,JH-001,Mining Lease,Min-1060-2023,2022-04-03,2026-04-02,State PCB,Pending,Expired,/documents/mining_lease/JH-001/1060.pdf,2358,Amit Patel,2022-04-06 00:00:00
DOC-01061,OD-002,First Aid Certificate,Fir-1061-2023,2023-03-07,2026-03-06,Insurance Company,Extracted,Expired,/documents/first_aid_certificate/OD-002/1061.pdf,1350,Rajesh Kumar,2023-03-17 00:00:00
DOC-01062,OD-002,Explosives Licence,Exp-1062-2023,2022-11-20,2026-11-19,CPCB,Extracted,Verified,/documents/explosives_licence/OD-002/1062.pdf,1443,Sita Devi,2022-11-23 00:00:00
DOC-01063,JH-001,Environmental Clearance,Env-1063-2023,2022-05-03,2023-05-03,Insurance Company,Extracted,Expired,/documents/environmental_clearance/JH-001/1063.pdf,4073,Sita Devi,2022-05-27 00:00:00
DOC-01064,,Audit Report,Aud-1064-2023,2022-08-31,2026-08-30,Insurance Company,Extracted,Verified,/documents/audit_report/global/1064.pdf,2898,Rajesh Kumar,2022-09-06 00:00:00
DOC-01065,JH-003,Mining Lease,Min-1065-2023,2022-08-23,2027-08-22,State Government,Extracted,Verified,/documents/mining_lease/JH-003/1065.pdf,2956,Rajesh Kumar,2022-08-31 00:00:00
DOC-01066,JH-003,Training Certificate,Tra-1066-2023,2022-08-10,2026-08-09,Insurance Company,Extracted,Expired,/documents/training_certificate/JH-003/1066.pdf,513,Amit Patel,2022-08-16 00:00:00
DOC-01067,CG-001,Fire Safety Certificate,Fir-1067-2023,2022-03-07,2025-03-06,State Government,Pending,Expired,/documents/fire_safety_certificate/CG-001/1067.pdf,1981,Sita Devi,2022-03-20 00:00:00
DOC-01068,CG-001,First Aid Certificate,Fir-1068-2023,2022-04-02,2023-04-02,CPCB,Extracted,Expired,/documents/first_aid_certificate/CG-001/1068.pdf,2940,Amit Patel,2022-04-20 00:00:00
DOC-01069,,Fire Safety Certificate,Fir-1069-2023,2022-07-27,2027-07-26,CPCB,Extracted,Verified,/documents/fire_safety_certificate/global/1069.pdf,4339,Amit Patel,2022-08-21 00:00:00
DOC-01070,JH-003,First Aid Certificate,Fir-1070-2023,2022-08-16,2026-08-15,State Government,Extracted,Expired,/documents/first_aid_certificate/JH-003/1070.pdf,2873,Sita Devi,2022-08-25 00:00:00
DOC-01071,CG-002,First Aid Certificate,Fir-1071-2023,2022-07-14,2026-07-13,Insurance Company,Extracted,Expired,/documents/first_aid_certificate/CG-002/1071.pdf,1120,Sita Devi,2022-07-26 00:00:00
DOC-01072,JH-003,Training Certificate,Tra-1072-2023,2022-06-28,2026-06-27,Insurance Company,Pending,Expired,/documents/training_certificate/JH-003/1072.pdf,3592,Sita Devi,2022-07-20 00:00:00
DOC-01073,OD-001,Training Certificate,Tra-1073-2023,2022-11-02,2025-11-01,State Government,Extracted,Expired,/documents/training_certificate/OD-001/1073.pdf,3072,Rajesh Kumar,2022-11-04 00:00:00
DOC-01074,JH-002,Environmental Clearance,Env-1074-2023,2022-09-27,2026-09-26,DGMS,Extracted,Verified,/documents/environmental_clearance/JH-002/1074.pdf,4650,Rajesh Kumar,2022-10-09 00:00:00
DOC-01075,JH-001,Fire Safety Certificate,Fir-1075-2023,2022-07-29,2027-07-28,State PCB,Extracted,Verified,/documents/fire_safety_certificate/JH-001/1075.pdf,3916,Rajesh Kumar,2022-08-26 00:00:00
DOC-01076,JH-002,Training Certificate,Tra-1076-2023,2022-01-08,2024-01-08,State Government,Extracted,Expired,/documents/training_certificate/JH-002/1076.pdf,3337,Rajesh Kumar,2022-01-26 00:00:00
DOC-01077,JH-003,Safety Certificate,Saf-1077-2023,2022-04-13,2023-04-13,DGMS,Extracted,Expired,/documents/safety_certificate/JH-003/1077.pdf,3776,Sita Devi,2022-04-26 00:00:00
DOC-01078,OD-001,Environmental Clearance,Env-1078-2023,2023-10-18,2024-10-17,State PCB,Extracted,Expired,/documents/environmental_clearance/OD-001/1078.pdf,3094,Amit Patel,2023-10-31 00:00:00
DOC-01079,OD-002,Insurance Certificate,Ins-1079-2023,2022-03-24,2024-03-23,CPCB,Extracted,Expired,/documents/insurance_certificate/OD-002/1079.pdf,647,Sita Devi,2022-04-06 00:00:00
DOC-01080,OD-002,First Aid Certificate,Fir-1080-2023,2022-09-29,2024-09-28,CPCB,Extracted,Expired,/documents/first_aid_certificate/OD-002/1080.pdf,3342,Rajesh Kumar,2022-10-16 00:00:00
DOC-01081,CG-002,Training Certificate,Tra-1081-2023,2023-11-08,2025-11-07,State PCB,Pending,Expired,/documents/training_certificate/CG-002/1081.pdf,3431,Rajesh Kumar,2023-11-11 00:00:00
DOC-01082,JH-002,Mining Lease,Min-1082-2023,2022-10-25,2024-10-24,State Government,Extracted,Expired,/documents/mining_lease/JH-002/1082.pdf,1529,Sita Devi,2022-11-04 00:00:00
DOC-01083,OD-002,Training Certificate,Tra-1083-2023,2023-08-10,2024-08-09,State PCB,Extracted,Expired,/documents/training_certificate/OD-002/1083.pdf,1621,Amit Patel,2023-09-02 00:00:00
DOC-01084,OD-002,Audit Report,Aud-1084-2023,2022-07-15,2023-07-15,State Government,Extracted,Expired,/documents/audit_report/OD-002/1084.pdf,1074,Rajesh Kumar,2022-08-09 00:00:00
DOC-01085,CG-002,Fire Safety Certificate,Fir-1085-2023,2022-07-19,2024-07-18,CPCB,Extracted,Expired,/documents/fire_safety_certificate/CG-002/1085.pdf,3622,Amit Patel,2022-07-22 00:00:00
DOC-01086,OD-001,Fire Safety Certificate,Fir-1086-2023,2023-07-24,2024-07-23,State Government,Extracted,Expired,/documents/fire_safety_certificate/OD-001/1086.pdf,3552,Sita Devi,2023-07-25 00:00:00
DOC-01087,OD-001,Fire Safety Certificate,Fir-1087-2023,2022-04-14,2025-04-13,State Government,Extracted,Expired,/documents/fire_safety_certificate/OD-001/1087.pdf,3144,Sita Devi,2022-05-12 00:00:00
DOC-01088,OD-001,Mining Lease,Min-1088-2023,2022-02-10,2026-02-09,DGMS,Extracted,Expired,/documents/mining_lease/OD-001/1088.pdf,3140,Sita Devi,2022-03-02 00:00:00
DOC-01089,JH-002,Explosives Licence,Exp-1089-2023,2023-02-05,2024-02-05,Insurance Company,Extracted,Expired,/documents/explosives_licence/JH-002/1089.pdf,1796,Amit Patel,2023-02-21 00:00:00
DOC-01090,JH-002,Audit Report,Aud-1090-2023,2022-04-10,2023-04-10,DGMS,Extracted,Expired,/documents/audit_report/JH-002/1090.pdf,2704,Sita Devi,2022-05-04 00:00:00
DOC-01091,OD-002,Training Certificate,Tra-1091-2023,2022-12-04,2025-12-03,State Government,Extracted,Expired,/documents/training_certificate/OD-002/1091.pdf,1009,Sita Devi,2022-12-10 00:00:00
DOC-01092,JH-001,Training Certificate,Tra-1092-2023,2022-07-25,2027-07-24,DGMS,Extracted,Verified,/documents/training_certificate/JH-001/1092.pdf,2812,Rajesh Kumar,2022-08-12 00:00:00
DOC-01093,CG-001,Audit Report,Aud-1093-2023,2022-03-23,2023-03-23,State PCB,Extracted,Expired,/documents/audit_report/CG-001/1093.pdf,1938,Amit Patel,2022-04-07 00:00:00
DOC-01094,JH-001,Safety Certificate,Saf-1094-2023,2023-05-24,2024-05-23,Insurance Company,Extracted,Expired,/documents/safety_certificate/JH-001/1094.pdf,3066,Sita Devi,2023-05-31 00:00:00
DOC-01095,CG-002,Safety Certificate,Saf-1095-2023,2022-05-07,2025-05-06,DGMS,Extracted,Expired,/documents/safety_certificate/CG-002/1095.pdf,1334,Rajesh Kumar,2022-05-26 00:00:00
DOC-01096,OD-002,Audit Report,Aud-1096-2023,2022-06-05,2027-06-04,Insurance Company,Extracted,Verified,/documents/audit_report/OD-002/1096.pdf,2659,Sita Devi,2022-07-01 00:00:00
DOC-01097,OD-001,Fire Safety Certificate,Fir-1097-2023,2022-01-28,2025-01-27,Insurance Company,Extracted,Expired,/documents/fire_safety_certificate/OD-001/1097.pdf,2875,Sita Devi,2022-02-04 00:00:00
DOC-01098,,First Aid Certificate,Fir-1098-2023,2023-08-23,2026-08-22,CPCB,Extracted,Expired,/documents/first_aid_certificate/global/1098.pdf,4042,Amit Patel,2023-09-04 00:00:00
DOC-01099,CG-002,Environmental Clearance,Env-1099-2023,2023-01-25,2028-01-24,DGMS,Extracted,Verified,/documents/environmental_clearance/CG-002/1099.pdf,3629,Amit Patel,2023-02-12 00:00:00
DOC-01100,OD-001,Fire Safety Certificate,Fir-1100-2023,2022-09-28,2024-09-27,State Government,Failed,Expired,/documents/fire_safety_certificate/OD-001/1100.pdf,1326,Amit Patel,2022-10-11 00:00:00
DOC-01101,,Fire Safety Certificate,Fir-1101-2023,2022-07-25,2027-07-24,State Government,Extracted,Verified,/documents/fire_safety_certificate/global/1101.pdf,4002,Amit Patel,2022-08-05 00:00:00
DOC-01102,JH-002,Training Certificate,Tra-1102-2023,2023-06-06,2028-06-04,CPCB,Extracted,Verified,/documents/training_certificate/JH-002/1102.pdf,1414,Sita Devi,2023-07-01 00:00:00
DOC-01103,CG-002,Environmental Clearance,Env-1103-2023,2022-10-04,2027-10-03,CPCB,Extracted,Verified,/documents/environmental_clearance/CG-002/1103.pdf,3562,Amit Patel,2022-10-20 00:00:00
DOC-01104,CG-001,Mining Lease,Min-1104-2023,2022-02-21,2025-02-20,State Government,Pending,Expired,/documents/mining_lease/CG-001/1104.pdf,3330,Rajesh Kumar,2022-03-05 00:00:00
DOC-01105,JH-003,Environmental Clearance,Env-1105-2023,2022-09-03,2025-09-02,DGMS,Extracted,Expired,/documents/environmental_clearance/JH-003/1105.pdf,4352,Sita Devi,2022-09-28 00:00:00
DOC-01106,OD-002,Explosives Licence,Exp-1106-2023,2022-09-12,2026-09-11,Insurance Company,Extracted,Verified,/documents/explosives_licence/OD-002/1106.pdf,4911,Sita Devi,2022-09-25 00:00:00
DOC-01107,OD-002,Environmental Clearance,Env-1107-2023,2022-08-01,2024-07-31,Insurance Company,Extracted,Expired,/documents/environmental_clearance/OD-002/1107.pdf,1908,Sita Devi,2022-08-06 00:00:00
DOC-01108,CG-001,Fire Safety Certificate,Fir-1108-2023,2023-01-05,2024-01-05,State PCB,Extracted,Expired,/documents/fire_safety_certificate/CG-001/1108.pdf,3728,Amit Patel,2023-01-11 00:00:00
DOC-01109,CG-002,Audit Report,Aud-1109-2023,2023-04-17,2027-04-16,DGMS,Extracted,Verified,/documents/audit_report/CG-002/1109.pdf,2975,Amit Patel,2023-04-22 00:00:00
DOC-01110,JH-001,First Aid Certificate,Fir-1110-2023,2022-09-10,2025-09-09,State Government,Extracted,Expired,/documents/first_aid_certificate/JH-001/1110.pdf,2696,Rajesh Kumar,2022-09-27 00:00:00
DOC-01111,JH-002,Training Certificate,Tra-1111-2023,2023-09-18,2025-09-17,DGMS,Failed,Expired,/documents/training_certificate/JH-002/1111.pdf,2435,Rajesh Kumar,2023-09-19 00:00:00
DOC-01112,JH-002,First Aid Certificate,Fir-1112-2023,2022-01-12,2025-01-11,CPCB,Pending,Expired,/documents/first_aid_certificate/JH-002/1112.pdf,3146,Rajesh Kumar,2022-01-22 00:00:00
DOC-01113,CG-002,Safety Certificate,Saf-1113-2023,2023-05-02,2026-05-01,State Government,Extracted,Expired,/documents/safety_certificate/CG-002/1113.pdf,4266,Rajesh Kumar,2023-05-16 00:00:00
DOC-01114,JH-003,Insurance Certificate,Ins-1114-2023,2023-04-23,2027-04-22,State PCB,Extracted,Verified,/documents/insurance_certificate/JH-003/1114.pdf,524,Sita Devi,2023-05-12 00:00:00
DOC-01115,CG-002,Mining Lease,Min-1115-2023,2023-11-21,2025-11-20,Insurance Company,Extracted,Expired,/documents/mining_lease/CG-002/1115.pdf,1619,Rajesh Kumar,2023-11-27 00:00:00
DOC-01116,OD-002,Audit Report,Aud-1116-2023,2022-07-05,2027-07-04,State Government,Extracted,Pending,/documents/audit_report/OD-002/1116.pdf,1992,Sita Devi,2022-07-26 00:00:00
DOC-01117,OD-001,Audit Report,Aud-1117-2023,2022-06-16,2026-06-15,State Government,Extracted,Expired,/documents/audit_report/OD-001/1117.pdf,4126,Sita Devi,2022-07-08 00:00:00
DOC-01118,CG-002,First Aid Certificate,Fir-1118-2023,2022-07-17,2026-07-16,CPCB,Extracted,Expired,/documents/first_aid_certificate/CG-002/1118.pdf,3478,Amit Patel,2022-08-05 00:00:00
DOC-01119,OD-001,Mining Lease,Min-1119-2023,2022-03-31,2026-03-30,State PCB,Extracted,Expired,/documents/mining_lease/OD-001/1119.pdf,2064,Amit Patel,2022-04-04 00:00:00
DOC-01120,CG-001,Insurance Certificate,Ins-1120-2023,2023-05-31,2026-05-30,State Government,Extracted,Expired,/documents/insurance_certificate/CG-001/1120.pdf,3466,Rajesh Kumar,2023-06-22 00:00:00
DOC-01121,CG-001,Environmental Clearance,Env-1121-2023,2022-05-26,2025-05-25,DGMS,Extracted,Expired,/documents/environmental_clearance/CG-001/1121.pdf,2281,Rajesh Kumar,2022-06-06 00:00:00
DOC-01122,CG-001,Audit Report,Aud-1122-2023,2023-02-18,2025-02-17,CPCB,Extracted,Expired,/documents/audit_report/CG-001/1122.pdf,4721,Amit Patel,2023-03-12 00:00:00
DOC-01123,JH-003,Fire Safety Certificate,Fir-1123-2023,2022-01-11,2027-01-10,Insurance Company,Pending,Verified,/documents/fire_safety_certificate/JH-003/1123.pdf,2420,Amit Patel,2022-02-02 00:00:00
DOC-01124,JH-002,Fire Safety Certificate,Fir-1124-2023,2022-11-11,2026-11-10,State PCB,Pending,Verified,/documents/fire_safety_certificate/JH-002/1124.pdf,4382,Amit Patel,2022-12-11 00:00:00
DOC-01125,OD-001,Insurance Certificate,Ins-1125-2023,2023-03-22,2025-03-21,State Government,Pending,Expired,/documents/insurance_certificate/OD-001/1125.pdf,1923,Rajesh Kumar,2023-03-25 00:00:00
DOC-01126,CG-002,Safety Certificate,Saf-1126-2023,2022-10-20,2026-10-19,CPCB,Extracted,Verified,/documents/safety_certificate/CG-002/1126.pdf,2943,Sita Devi,2022-11-02 00:00:00
DOC-01127,OD-001,Fire Safety Certificate,Fir-1127-2023,2023-06-04,2028-06-02,DGMS,Extracted,Verified,/documents/fire_safety_certificate/OD-001/1127.pdf,1187,Rajesh Kumar,2023-06-30 00:00:00
DOC-01128,JH-003,Insurance Certificate,Ins-1128-2023,2023-02-14,2024-02-14,State PCB,Extracted,Expired,/documents/insurance_certificate/JH-003/1128.pdf,2937,Sita Devi,2023-02-19 00:00:00
