reading_id,mine_id,reading_date,reading_time,parameter,sub_parameter,value,unit,permissible_limit,exceedance,location,latitude,longitude,equipment_id,recorded_by
ER-027851,JH-003,2023-09-23,14:09:00,Groundwater,Level,54.6,m,100,False,Crusher Area,23.2461624,85.8485266,SENS-Lev-056,Amit Patel
ER-027852,CG-002,2023-08-08,19:47:00,Groundwater,Level,62.6,m,100,False,Pit Area,24.0237594,86.3095805,SENS-Lev-094,Amit Patel
ER-027853,OD-002,2024-01-01,13:28:00,Groundwater,Level,62.8,m,100,False,Drill Site,23.7565799,86.3798525,SENS-Lev-014,Amit Patel
ER-027854,OD-001,2023-08-20,19:59:00,Water,pH,9.3,,9,True,Pit Area,24.0986778,86.3222974,SENS-pH-003,Rajesh Kumar
ER-027855,OD-001,2023-12-26,07:11:00,Air Quality,NOx,72.5,mg/m³,80,False,Crusher Area,23.671755,86.3226004,SENS-NOx-071,Amit Patel
ER-027856,OD-001,2023-04-15,14:27:00,Vibration,Whole Body,4.5,m/s²,5,False,Pit Area,23.6391847,85.9492949,SENS-Who-051,Rajesh Kumar
ER-027857,JH-003,2023-08-05,02:22:00,Air Quality,NOx,57.7,mg/m³,80,False,Pit Area,24.0709866,85.9013048,SENS-NOx-023,Amit Patel
ER-027858,JH-003,2023-01-15,19:12:00,Air Quality,SO2,83.1,mg/m³,80,True,Drill Site,23.7952371,85.5425298,SENS-SO2-058,Rajesh Kumar
ER-027859,JH-001,2023-10-23,14:04:00,Water,TSS,64.9,mg/m³,100,False,Effluent Treatment,23.8282721,85.7598209,SENS-TSS-057,Rajesh Kumar
ER-027860,CG-001,2023-08-08,09:45:00,Water,TSS,87.5,mg/m³,100,False,Drill Site,24.0315662,86.2835398,SENS-TSS-026,Rajesh Kumar
ER-027861,OD-001,2023-04-04,22:35:00,Air Quality,NOx,68.4,mg/m³,80,False,Drill Site,23.7932209,86.0577757,SENS-NOx-027,Sita Devi
ER-027862,OD-002,2023-12-05,23:44:00,Noise,SPL,55.7,dB,85,False,Crusher Area,23.7252196,85.4628171,SENS-SPL-046,Rajesh Kumar
ER-027863,JH-002,2023-09-28,18:18:00,Dust,PM2.5,43.0,mg/m³,60,False,Effluent Treatment,24.1343943,86.2124377,SENS-PM2-043,Sita Devi
ER-027864,JH-001,2023-12-08,15:59:00,Water,pH,5.7,,9,False,Crusher Area,23.5134618,86.0384724,SENS-pH-083,Amit Patel
ER-027865,JH-002,2023-10-21,22:11:00,Groundwater,Level,57.4,m,100,False,Pit Area,23.7773873,85.7284125,SENS-Lev-059,Sita Devi
ER-027866,OD-001,2023-11-05,12:30:00,Dust,PM10,68.9,mg/m³,100,False,Drill Site,23.2170036,85.9016613,SENS-PM1-048,Amit Patel
ER-027867,JH-003,2023-07-10,18:06:00,Water,pH,6.9,,9,False,Pit Area,23.3853656,85.6976157,SENS-pH-030,Sita Devi
ER-027868,JH-001,2023-10-22,12:32:00,Dust,PM10,65.7,mg/m³,100,False,Crusher Area,24.1455685,85.7146635,SENS-PM1-050,Amit Patel
ER-027869,JH-003,2023-08-01,01:34:00,Groundwater,Level,60.4,m,100,False,Pit Area,23.5778474,85.9819629,SENS-Lev-051,Sita Devi
ER-027870,CG-002,2023-06-27,21:27:00,Water,pH,7.3,,9,False,Crusher Area,23.7395412,85.7169833,SENS-pH-042,Rajesh Kumar
ER-027871,JH-001,2023-04-18,05:12:00,Groundwater,Level,73.6,m,100,False,Crusher Area,23.916498,85.6512374,SENS-Lev-080,Amit Patel
ER-027872,JH-003,2023-11-26,16:16:00,Groundwater,Level,100.2,m,100,True,Pit Area,23.545024,85.9664871,SENS-Lev-026,Amit Patel
ER-027873,OD-002,2023-12-25,21:35:00,Water,pH,6.2,,9,False,Effluent Treatment,24.0673137,86.4414744,SENS-pH-085,Sita Devi
ER-027874,JH-002,2023-05-13,17:15:00,Dust,PM10,95.2,mg/m³,100,False,Effluent Treatment,24.1523544,85.8682236,SENS-PM1-042,Amit Patel
ER-027875,CG-002,2023-12-20,19:03:00,Water,TSS,108.8,mg/m³,100,True,Pit Area,23.939412,85.773154,SENS-TSS-075,Rajesh Kumar
ER-027876,JH-001,2023-10-06,14:24:00,Water,TSS,103.5,mg/m³,100,True,Effluent Treatment,23.6650594,86.1618391,SENS-TSS-007,Rajesh Kumar
ER-027877,JH-002,2023-07-01,19:11:00,Dust,PM10,54.6,mg/m³,100,False,Effluent Treatment,24.0962147,86.0798111,SENS-PM1-031,Rajesh Kumar
ER-027878,OD-001,2023-05-04,03:24:00,Air Quality,NOx,74.4,mg/m³,80,False,Crusher Area,23.5601249,85.6642184,SENS-NOx-028,Sita Devi
ER-027879,JH-001,2023-03-15,00:49:00,Vibration,Whole Body,4.5,m/s²,5,False,Effluent Treatment,23.3155013,85.8623904,SENS-Who-056,Sita Devi
ER-027880,OD-001,2023-06-10,21:45:00,Air Quality,NOx,87.8,mg/m³,80,True,Pit Area,23.7934194,85.7297419,SENS-NOx-070,Rajesh Kumar
ER-027881,JH-001,2023-07-13,06:56:00,Groundwater,Level,102.7,m,100,True,Drill Site,23.5468644,85.8933451,SENS-Lev-055,Amit Patel
ER-027882,CG-001,2023-07-01,19:44:00,Dust,PM2.5,36.8,mg/m³,60,False,Pit Area,23.7168237,86.329747,SENS-PM2-074,Sita Devi
ER-027883,CG-001,2023-02-11,10:41:00,Water,TSS,72.4,mg/m³,100,False,Pit Area,23.9875611,85.6090903,SENS-TSS-049,Amit Patel
ER-027884,CG-001,2023-12-27,05:22:00,Dust,PM10,72.6,mg/m³,100,False,Pit Area,23.2886597,85.6633889,SENS-PM1-081,Rajesh Kumar
ER-027885,OD-001,2023-01-18,16:30:00,Dust,PM10,71.5,mg/m³,100,False,Pit Area,24.1001368,85.78765,SENS-PM1-050,Amit Patel
ER-027886,JH-002,2023-05-03,03:35:00,Air Quality,NOx,75.8,mg/m³,80,False,Drill Site,24.1317164,85.5548551,SENS-NOx-004,Rajesh Kumar
ER-027887,OD-002,2023-05-16,01:41:00,Water,TSS,88.0,mg/m³,100,False,Crusher Area,23.9957499,86.0466404,SENS-TSS-006,Amit Patel
ER-027888,OD-002,2023-08-16,09:36:00,Dust,PM10,103.6,mg/m³,100,True,Drill Site,23.9806887,85.8904727,SENS-PM1-021,Rajesh Kumar
ER-027889,OD-002,2023-02-16,00:46:00,Dust,PM2.5,40.6,mg/m³,60,False,Effluent Treatment,23.3199409,85.5230317,SENS-PM2-022,Rajesh Kumar
ER-027890,OD-002,2023-08-21,07:39:00,Water,TSS,95.9,mg/m³,100,False,Crusher Area,23.3432233,85.9639031,SENS-TSS-010,Rajesh Kumar
ER-027891,OD-001,2023-12-20,10:08:00,Groundwater,Level,102.3,m,100,True,Crusher Area,23.6639136,86.3127927,SENS-Lev-034,Rajesh Kumar
ER-027892,OD-002,2023-05-07,22:35:00,Air Quality,SO2,44.1,mg/m³,80,False,Pit Area,23.7990481,86.0108622,SENS-SO2-055,Rajesh Kumar
ER-027893,JH-003,2023-12-25,11:25:00,Air Quality,SO2,91.6,mg/m³,80,True,Crusher Area,23.4058144,85.4972957,SENS-SO2-050,Amit Patel
ER-027894,JH-003,2023-10-01,09:11:00,Groundwater,Level,117.7,m,100,True,Drill Site,23.2842757,85.9392207,SENS-Lev-015,Amit Patel
ER-027895,CG-001,2023-03-31,06:39:00,Groundwater,Level,78.6,m,100,False,Crusher Area,23.5993579,86.4318414,SENS-Lev-027,Rajesh Kumar
ER-027896,JH-003,2023-09-14,11:47:00,Noise,SPL,93.6,dB,85,True,Drill Site,23.3092744,86.2105629,SENS-SPL-080,Rajesh Kumar
ER-027897,CG-002,2023-03-26,15:03:00,Groundwater,Level,50.6,m,100,False,Pit Area,24.1654257,86.1144997,SENS-Lev-049,Amit Patel
ER-027898,OD-001,2023-11-11,17:21:00,Water,pH,6.4,,9,False,Crusher Area,23.4406614,86.4253934,SENS-pH-062,Amit Patel
ER-027899,OD-001,2023-08-24,19:22:00,Water,TSS,112.6,mg/m³,100,True,Crusher Area,23.3018416,85.4514851,SENS-TSS-027,Rajesh Kumar
ER-027900,OD-001,2023-08-27,06:17:00,Groundwater,Level,96.8,m,100,False,Drill Site,24.0871235,85.4782413,SENS-Lev-010,Amit Patel
ER-027901,CG-002,2023-06-05,17:50:00,Vibration,Whole Body,2.9,m/s²,5,False,Crusher Area,24.1427992,86.3849695,SENS-Who-064,Rajesh Kumar
ER-027902,CG-001,2023-01-20,08:29:00,Air Quality,SO2,56.1,mg/m³,80,False,Crusher Area,23.2997992,86.4222852,SENS-SO2-003,Sita Devi
ER-027903,JH-002,2023-04-29,06:43:00,Air Quality,SO2,46.5,mg/m³,80,False,Drill Site,23.576455,85.9724008,SENS-SO2-073,Sita Devi
ER-027904,JH-001,2023-07-29,15:41:00,Vibration,Whole Body,4.7,m/s²,5,False,Drill Site,24.0729917,86.3257089,SENS-Who-092,Amit Patel
ER-027905,CG-001,2023-05-29,15:33:00,Air Quality,NOx,53.2,mg/m³,80,False,Effluent Treatment,23.864181,85.7382162,SENS-NOx-081,Rajesh Kumar
ER-027906,CG-002,2023-10-01,07:52:00,Noise,SPL,51.9,dB,85,False,Effluent Treatment,23.7306913,86.4442479,SENS-SPL-014,Sita Devi
ER-027907,CG-002,2023-07-05,12:11:00,Groundwater,Level,116.3,m,100,True,Drill Site,24.0633461,85.8814385,SENS-Lev-077,Amit Patel
ER-027908,JH-003,2023-03-01,02:16:00,Water,pH,7.0,,9,False,Crusher Area,23.908122,85.5083247,SENS-pH-042,Rajesh Kumar
ER-027909,OD-002,2023-02-12,18:34:00,Vibration,Whole Body,4.3,m/s²,5,False,Pit Area,23.4392715,85.6111309,SENS-Who-095,Sita Devi
ER-027910,JH-001,2023-07-16,02:56:00,Noise,SPL,62.4,dB,85,False,Pit Area,24.1428088,86.2610556,SENS-SPL-083,Amit Patel
ER-027911,CG-002,2023-05-05,14:40:00,Groundwater,Level,105.2,m,100,True,Pit Area,23.3379107,86.1691201,SENS-Lev-001,Rajesh Kumar
ER-027912,OD-002,2023-07-25,01:50:00,Water,TSS,94.7,mg/m³,100,False,Drill Site,23.8179669,86.0849653,SENS-TSS-074,Amit Patel
ER-027913,CG-002,2023-07-13,10:16:00,Water,pH,9.2,,9,True,Drill Site,23.729011,86.3422072,SENS-pH-033,Sita Devi
ER-027914,JH-001,2023-04-20,19:03:00,Noise,SPL,62.4,dB,85,False,Drill Site,23.9022539,86.1360434,SENS-SPL-092,Rajesh Kumar
ER-027915,CG-001,2023-10-28,09:45:00,Air Quality,NOx,92.4,mg/m³,80,True,Drill Site,23.7386757,86.233155,SENS-NOx-020,Amit Patel
ER-027916,JH-003,2023-11-23,23:13:00,Noise,SPL,52.5,dB,85,False,Effluent Treatment,23.6616375,85.7296248,SENS-SPL-032,Amit Patel
ER-027917,JH-002,2023-09-06,04:56:00,Vibration,Whole Body,4.5,m/s²,5,False,Drill Site,23.9266112,86.3870594,SENS-Who-078,Sita Devi
ER-027918,CG-002,2023-06-13,09:06:00,Groundwater,Level,104.0,m,100,True,Drill Site,23.9641881,86.0859371,SENS-Lev-015,Sita Devi
ER-027919,JH-001,2023-10-04,19:14:00,Water,pH,7.0,,9,False,Pit Area,23.8684301,85.6979829,SENS-pH-001,Amit Patel
ER-027920,JH-003,2023-02-22,11:44:00,Dust,PM2.5,63.1,mg/m³,60,True,Effluent Treatment,23.5844839,85.4655681,SENS-PM2-001,Sita Devi
ER-027921,OD-001,2023-10-14,17:14:00,Water,pH,6.7,,9,False,Crusher Area,23.425207,86.2911327,SENS-pH-002,Amit Patel
ER-027922,OD-001,2023-07-26,17:47:00,Noise,SPL,87.8,dB,85,True,Effluent Treatment,23.5006556,86.3968075,SENS-SPL-036,Rajesh Kumar
ER-027923,OD-001,2023-08-28,19:35:00,Dust,PM10,78.2,mg/m³,100,False,Drill Site,23.2832257,86.1840301,SENS-PM1-085,Rajesh Kumar
ER-027924,CG-002,2023-10-11,01:01:00,Vibration,Whole Body,3.6,m/s²,5,False,Crusher Area,23.2720094,85.5604931,SENS-Who-032,Sita Devi
ER-027925,CG-002,2023-07-15,23:13:00,Dust,PM2.5,47.3,mg/m³,60,False,Pit Area,24.0929864,85.943709,SENS-PM2-032,Amit Patel
ER-027926,CG-001,2023-07-04,00:56:00,Air Quality,SO2,65.0,mg/m³,80,False,Effluent Treatment,23.9632442,86.1895627,SENS-SO2-089,Sita Devi
ER-027927,CG-002,2023-07-09,02:11:00,Water,TSS,68.5,mg/m³,100,False,Drill Site,23.4226797,86.285936,SENS-TSS-080,Rajesh Kumar
ER-027928,JH-002,2023-02-16,09:17:00,Groundwater,Level,112.4,m,100,True,Effluent Treatment,23.9930786,86.2483604,SENS-Lev-010,Rajesh Kumar
ER-027929,JH-001,2023-04-14,10:42:00,Dust,PM10,107.2,mg/m³,100,True,Crusher Area,23.3768524,85.8258155,SENS-PM1-091,Sita Devi
ER-027930,CG-002,2023-03-22,13:41:00,Noise,SPL,67.3,dB,85,False,Crusher Area,24.0439683,85.9471472,SENS-SPL-013,Sita Devi
ER-027931,JH-003,2023-02-02,11:07:00,Noise,SPL,74.2,dB,85,False,Pit Area,23.3911343,85.5358718,SENS-SPL-040,Sita Devi
ER-027932,JH-001,2023-07-04,20:56:00,Air Quality,SO2,93.2,mg/m³,80,True,Pit Area,23.3728119,85.8416877,SENS-SO2-055,Sita Devi
ER-027933,JH-001,2023-07-25,04:59:00,Vibration,Whole Body,4.3,m/s²,5,False,Effluent Treatment,23.9842801,85.6744978,SENS-Who-012,Sita Devi
ER-027934,JH-003,2023-06-14,11:04:00,Air Quality,NOx,77.1,mg/m³,80,False,Effluent Treatment,24.0090617,86.3020909,SENS-NOx-036,Rajesh Kumar
ER-027935,CG-001,2023-03-05,12:34:00,Vibration,Whole Body,5.1,m/s²,5,True,Pit Area,23.6067257,85.7848937,SENS-Who-003,Rajesh Kumar
ER-027936,JH-002,2023-03-08,20:31:00,Noise,SPL,97.5,dB,85,True,Pit Area,24.0195778,85.9825837,SENS-SPL-053,Rajesh Kumar
ER-027937,CG-001,2023-08-12,08:37:00,Noise,SPL,82.7,dB,85,False,Effluent Treatment,24.0646429,85.6021777,SENS-SPL-088,Rajesh Kumar
ER-027938,JH-001,2023-09-02,13:38:00,Water,pH,7.0,,9,False,Pit Area,23.5847102,85.5583411,SENS-pH-034,Rajesh Kumar
ER-027939,CG-002,2023-06-23,15:10:00,Air Quality,NOx,64.8,mg/m³,80,False,Pit Area,23.4231928,86.3259167,SENS-NOx-099,Amit Patel
ER-027940,JH-002,2023-04-05,11:32:00,Water,TSS,58.2,mg/m³,100,False,Pit Area,23.4099485,85.559315,SENS-TSS-057,Rajesh Kumar
ER-027941,JH-002,2023-08-16,18:19:00,Vibration,Whole Body,5.9,m/s²,5,True,Effluent Treatment,23.9442045,85.802982,SENS-Who-072,Sita Devi
ER-027942,JH-001,2023-05-15,22:44:00,Groundwater,Level,109.2,m,100,True,Drill Site,23.7628062,85.5382809,SENS-Lev-098,Sita Devi
ER-027943,OD-001,2023-12-10,17:19:00,Water,TSS,108.9,mg/m³,100,True,Pit Area,24.111216,86.2876662,SENS-TSS-100,Amit Patel
ER-027944,JH-003,2023-03-30,15:45:00,Dust,PM10,54.1,mg/m³,100,False,Pit Area,23.1798516,86.2120672,SENS-PM1-031,Rajesh Kumar
ER-027945,JH-001,2023-10-22,23:11:00,Air Quality,SO2,53.3,mg/m³,80,False,Crusher Area,23.8121223,85.6157831,SENS-SO2-033,Sita Devi
ER-027946,JH-002,2023-02-26,13:02:00,Noise,SPL,78.8,dB,85,False,Effluent Treatment,23.8459163,86.1830224,SENS-SPL-039,Sita Devi
ER-027947,CG-002,2023-10-26,18:24:00,Groundwater,Level,88.8,m,100,False,Drill Site,23.3884246,85.725876,SENS-Lev-077,Amit Patel
ER-027948,CG-001,2023-05-20,00:42:00,Air Quality,NOx,76.6,mg/m³,80,False,Effluent Treatment,23.358847,86.1775312,SENS-NOx-094,Sita Devi
ER-027949,OD-002,2023-10-22,01:23:00,Noise,SPL,87.6,dB,85,True,Pit Area,23.6824275,85.6117355,SENS-SPL-050,Rajesh Kumar
ER-027950,JH-001,2023-02-18,09:59:00,Vibration,Whole Body,4.3,m/s²,5,False,Drill Site,24.1321896,86.0939998,SENS-Who-031,Sita Devi
ER-027951,CG-001,2023-06-03,17:07:00,Vibration,Whole Body,4.9,m/s²,5,False,Crusher Area,23.9567462,86.4498539,SENS-Who-004,Sita Devi
ER-027952,OD-001,2023-06-02,13:02:00,Dust,PM2.5,52.9,mg/m³,60,False,Pit Area,23.8200089,86.3346234,SENS-PM2-046,Sita Devi
ER-027953,JH-001,2023-08-26,09:16:00,Noise,SPL,80.0,dB,85,False,Drill Site,23.7805653,86.1827026,SENS-SPL-086,Rajesh Kumar
ER-027954,JH-001,2023-05-03,00:10:00,Vibration,Whole Body,3.5,m/s²,5,False,Crusher Area,23.8189117,85.6075436,SENS-Who-088,Rajesh Kumar
ER-027955,OD-001,2023-12-02,14:15:00,Noise,SPL,98.3,dB,85,True,Crusher Area,23.6104464,85.6591526,SENS-SPL-048,Rajesh Kumar
ER-027956,JH-003,2023-11-01,16:28:00,Vibration,Whole Body,6.0,m/s²,5,True,Pit Area,23.2346023,85.8881068,SENS-Who-092,Sita Devi
ER-027957,CG-002,2023-05-20,09:36:00,Water,pH,6.1,,9,False,Pit Area,24.0891553,85.6003348,SENS-pH-046,Rajesh Kumar
ER-027958,JH-001,2023-09-12,16:10:00,Air Quality,SO2,54.2,mg/m³,80,False,Drill Site,23.5414246,85.8783995,SENS-SO2-048,Rajesh Kumar
ER-027959,CG-002,2023-12-13,07:13:00,Air Quality,NOx,69.2,mg/m³,80,False,Drill Site,23.7758711,85.5745097,SENS-NOx-073,Sita Devi
ER-027960,OD-001,2023-02-25,06:57:00,Dust,PM2.5,37.8,mg/m³,60,False,Drill Site,23.1732364,86.3619068,SENS-PM2-018,Sita Devi
ER-027961,OD-001,2023-01-27,06:12:00,Dust,PM2.5,65.2,mg/m³,60,True,Crusher Area,23.7038855,85.8472715,SENS-PM2-040,Sita Devi
ER-027962,JH-002,2023-08-25,21:23:00,Noise,SPL,46.3,dB,85,False,Drill Site,23.2193185,86.3821586,SENS-SPL-078,Rajesh Kumar
ER-027963,OD-002,2023-07-20,00:40:00,Dust,PM10,87.8,mg/m³,100,False,Pit Area,23.2640225,86.2396335,SENS-PM1-008,Rajesh Kumar
ER-027964,OD-002,2023-06-02,23:53:00,Vibration,Whole Body,5.9,m/s²,5,True,Drill Site,23.6698903,86.1219644,SENS-Who-020,Sita Devi
ER-027965,CG-001,2023-01-10,06:41:00,Water,TSS,58.7,mg/m³,100,False,Pit Area,23.3765945,85.5014703,SENS-TSS-034,Amit Patel
ER-027966,OD-002,2023-10-12,00:42:00,Air Quality,SO2,89.4,mg/m³,80,True,Drill Site,23.8656394,85.6731636,SENS-SO2-036,Rajesh Kumar
ER-027967,CG-002,2023-08-12,05:08:00,Water,TSS,66.3,mg/m³,100,False,Effluent Treatment,23.1806474,85.8637716,SENS-TSS-097,Sita Devi
ER-027968,OD-001,2023-03-30,17:14:00,Vibration,Whole Body,3.5,m/s²,5,False,Drill Site,23.2129504,85.8170872,SENS-Who-100,Sita Devi
ER-027969,JH-001,2023-06-17,17:37:00,Noise,SPL,78.9,dB,85,False,Crusher Area,23.4533762,85.9678922,SENS-SPL-005,Rajesh Kumar
ER-027970,CG-001,2023-09-26,23:43:00,Groundwater,Level,83.8,m,100,False,Crusher Area,23.7873434,85.6007213,SENS-Lev-063,Sita Devi
ER-027971,JH-003,2023-06-01,17:48:00,Vibration,Whole Body,4.1,m/s²,5,False,Effluent Treatment,24.082609,85.9983854,SENS-Who-078,Amit Patel
ER-027972,OD-002,2023-07-19,16:30:00,Noise,SPL,96.6,dB,85,True,Drill Site,23.9092973,86.0085912,SENS-SPL-091,Rajesh Kumar
ER-027973,JH-003,2023-11-02,20:24:00,Groundwater,Level,89.1,m,100,False,Effluent Treatment,23.7764916,85.8511365,SENS-Lev-013,Sita Devi
ER-027974,JH-003,2023-02-02,06:55:00,Noise,SPL,72.2,dB,85,False,Effluent Treatment,24.1118823,85.4976821,SENS-SPL-043,Rajesh Kumar
ER-027975,JH-003,2023-11-26,02:55:00,Water,pH,9.3,,9,True,Crusher Area,23.7570177,86.2081836,SENS-pH-091,Sita Devi
ER-027976,CG-001,2023-08-11,10:35:00,Vibration,Whole Body,5.7,m/s²,5,True,Effluent Treatment,24.0047959,85.8641151,SENS-Who-006,Amit Patel
ER-027977,JH-002,2023-06-16,13:09:00,Air Quality,NOx,62.3,mg/m³,80,False,Crusher Area,23.7090995,86.1000463,SENS-NOx-086,Rajesh Kumar
ER-027978,CG-001,2023-02-10,09:09:00,Noise,SPL,68.2,dB,85,False,Effluent Treatment,23.7074087,86.2312072,SENS-SPL-010,Sita Devi
ER-027979,OD-002,2023-06-29,12:04:00,Dust,PM10,61.4,mg/m³,100,False,Pit Area,24.0328636,85.7796863,SENS-PM1-014,Rajesh Kumar
ER-027980,JH-001,2023-02-19,17:47:00,Vibration,Whole Body,3.0,m/s²,5,False,Drill Site,23.7564201,85.8047447,SENS-Who-038,Amit Patel
ER-027981,OD-001,2023-04-06,15:25:00,Air Quality,NOx,66.4,mg/m³,80,False,Drill Site,23.5906285,85.485061,SENS-NOx-067,Rajesh Kumar
ER-027982,OD-001,2023-06-29,05:04:00,Dust,PM10,59.8,mg/m³,100,False,Effluent Treatment,23.8602915,86.2500418,SENS-PM1-084,Sita Devi
ER-027983,OD-001,2023-05-13,08:28:00,Noise,SPL,49.8,dB,85,False,Crusher Area,23.3807846,85.8194748,SENS-SPL-056,Rajesh Kumar
ER-027984,JH-002,2023-03-13,04:20:00,Water,TSS,80.2,mg/m³,100,False,Crusher Area,23.3908573,86.0077506,SENS-TSS-058,Rajesh Kumar
ER-027985,JH-003,2023-07-05,17:26:00,Water,TSS,114.5,mg/m³,100,True,Drill Site,23.449796,85.8169518,SENS-TSS-074,Sita Devi
ER-027986,CG-001,2023-11-24,00:49:00,Dust,PM2.5,66.8,mg/m³,60,True,Crusher Area,23.7772098,86.2948696,SENS-PM2-042,Sita Devi
ER-027987,JH-003,2023-06-29,21:05:00,Dust,PM10,94.9,mg/m³,100,False,Crusher Area,23.2534037,86.1165994,SENS-PM1-100,Rajesh Kumar
ER-027988,JH-001,2023-06-07,21:39:00,Groundwater,Level,59.8,m,100,False,Drill Site,23.8865128,86.0269079,SENS-Lev-019,Sita Devi
ER-027989,JH-001,2023-09-03,12:21:00,Noise,SPL,71.3,dB,85,False,Pit Area,23.9993408,85.4531782,SENS-SPL-015,Amit Patel
ER-027990,JH-002,2023-05-30,06:20:00,Dust,PM2.5,39.7,mg/m³,60,False,Effluent Treatment,23.9692054,85.4878239,SENS-PM2-063,Rajesh Kumar
ER-027991,OD-002,2023-10-03,08:12:00,Dust,PM10,97.5,mg/m³,100,False,Crusher Area,23.5657762,86.0233096,SENS-PM1-018,Amit Patel
ER-027992,OD-001,2023-02-06,21:32:00,Dust,PM10,103.8,mg/m³,100,True,Crusher Area,23.6058252,85.5940553,SENS-PM1-003,Sita Devi
ER-027993,CG-002,2023-10-02,06:19:00,Air Quality,SO2,52.2,mg/m³,80,False,Effluent Treatment,23.3706869,86.3432814,SENS-SO2-063,Amit Patel
ER-027994,JH-001,2023-01-06,16:06:00,Dust,PM10,110.2,mg/m³,100,True,Pit Area,23.6146643,85.6233988,SENS-PM1-098,Amit Patel
ER-027995,OD-002,2023-07-16,02:07:00,Water,TSS,118.7,mg/m³,100,True,Drill Site,23.7884839,86.102292,SENS-TSS-032,Rajesh Kumar
ER-027996,CG-001,2023-02-09,04:53:00,Noise,SPL,76.9,dB,85,False,Crusher Area,24.0973055,85.6808118,SENS-SPL-080,Amit Patel
ER-027997,JH-002,2023-02-14,20:30:00,Groundwater,Level,116.3,m,100,True,Crusher Area,24.0220076,86.0050289,SENS-Lev-029,Rajesh Kumar
ER-027998,CG-001,2023-01-28,00:35:00,Water,pH,5.5,,9,False,Effluent Treatment,23.1921343,85.5794198,SENS-pH-088,Rajesh Kumar
ER-027999,OD-002,2023-12-21,03:23:00,Noise,SPL,58.9,dB,85,False,Effluent Treatment,23.2099935,85.5643438,SENS-SPL-057,Rajesh Kumar
ER-028000,JH-003,2023-05-13,21:11:00,Dust,PM2.5,71.7,mg/m³,60,True,Effluent Treatment,23.7406143,86.1710111,SENS-PM2-018,Amit Patel
ER-028001,CG-002,2023-11-09,08:37:00,Air Quality,SO2,69.8,mg/m³,80,False,Drill Site,23.6319502,86.2247495,SENS-SO2-063,Sita Devi
ER-028002,JH-003,2023-02-12,16:44:00,Vibration,Whole Body,5.0,m/s²,5,False,Pit Area,23.2317797,85.6955573,SENS-Who-051,Sita Devi
ER-028003,CG-002,2023-05-21,18:10:00,Noise,SPL,57.7,dB,85,False,Effluent Treatment,23.4134712,86.3638571,SENS-SPL-040,Sita Devi
ER-028004,JH-003,2023-06-23,13:38:00,Groundwater,Level,82.0,m,100,False,Pit Area,23.7653427,86.0573555,SENS-Lev-008,Sita Devi
ER-028005,CG-001,2023-01-01,23:34:00,Dust,PM10,50.6,mg/m³,100,False,Drill Site,23.7987045,85.8894137,SENS-PM1-055,Sita Devi
ER-028006,JH-002,2023-07-27,03:11:00,Dust,PM10,118.9,mg/m³,100,True,Pit Area,24.0046143,85.5200364,SENS-PM1-087,Sita Devi
ER-028007,OD-001,2023-08-14,02:51:00,Groundwater,Level,76.2,m,100,False,Effluent Treatment,23.7462567,86.0009483,SENS-Lev-076,Rajesh Kumar
ER-028008,CG-001,2023-05-05,00:20:00,Water,TSS,89.0,mg/m³,100,False,Drill Site,23.4748757,85.4876444,SENS-TSS-043,Amit Patel
ER-028009,OD-002,2023-08-28,17:00:00,Water,pH,4.7,,9,False,Drill Site,23.4745187,85.4687403,SENS-pH-038,Sita Devi
ER-028010,OD-002,2023-01-26,09:55:00,Water,pH,6.6,,9,False,Crusher Area,23.7796029,85.6771537,SENS-pH-089,Amit Patel
ER-028011,OD-002,2023-03-13,16:58:00,Groundwater,Level,59.9,m,100,False,Drill Site,23.700373,85.6500126,SENS-Lev-084,Amit Patel
ER-028012,CG-001,2023-06-28,07:48:00,Noise,SPL,79.8,dB,85,False,Effluent Treatment,23.835057,86.1247713,SENS-SPL-092,Amit Patel
ER-028013,JH-002,2023-07-04,22:01:00,Vibration,Whole Body,5.1,m/s²,5,True,Drill Site,23.3147063,86.1985366,SENS-Who-001,Sita Devi
ER-028014,CG-002,2023-02-01,11:24:00,Groundwater,Level,113.4,m,100,True,Pit Area,23.4504705,85.8407539,SENS-Lev-073,Sita Devi
ER-028015,CG-001,2023-05-16,14:51:00,Water,pH,6.7,,9,False,Drill Site,23.2682294,86.4063177,SENS-pH-073,Amit Patel
ER-028016,OD-001,2023-01-09,16:29:00,Groundwater,Level,62.6,m,100,False,Effluent Treatment,23.7134157,85.9885078,SENS-Lev-075,Sita Devi
ER-028017,JH-001,2023-06-06,13:42:00,Water,TSS,65.5,mg/m³,100,False,Effluent Treatment,23.5588706,86.404786,SENS-TSS-037,Sita Devi
ER-028018,CG-002,2023-07-13,07:45:00,Groundwater,Level,118.5,m,100,True,Crusher Area,24.0345889,86.209308,SENS-Lev-028,Amit Patel
ER-028019,JH-003,2023-06-29,10:54:00,Noise,SPL,56.8,dB,85,False,Pit Area,24.1625318,85.724715,SENS-SPL-003,Sita Devi
ER-028020,CG-001,2023-09-09,16:16:00,Noise,SPL,67.5,dB,85,False,Drill Site,24.0842703,85.8623519,SENS-SPL-090,Rajesh Kumar
ER-028021,JH-003,2023-09-05,20:11:00,Groundwater,Level,74.9,m,100,False,Drill Site,23.8114135,86.437435,SENS-Lev-100,Amit Patel
