mine_id,equipment_type,shift,operating_hours,temperature_C,vibration,pressure_bar,dust_level_ug,rpm,oil_temp_C,load_percentage,machine_failure
CG-002,Excavator,Morning,6915.25,76.37,1.9227,60.72,230.44,1669.0,92.64,37.54,0
OD-002,Excavator,Morning,3707.25,72.24,3.0854,123.94,246.05,1415.05,73.59,60.79,0
JH-002,Excavator,Night,9392.14,32.18,2.0655,74.23,290.93,1365.39,76.39,99.46,1
CG-002,Loader,Afternoon,6661.75,29.84,1.2584,103.72,184.45,1047.78,74.92,88.84,0
JH-002,Crusher,Afternoon,8458.9,72.63,2.465,76.11,148.12,1176.8,80.78,36.81,0
OD-001,Dumper,Night,7681.94,71.47,4.8618,102.87,282.87,1613.0,75.85,69.53,0
OD-001,Crusher,Night,3853.48,69.35,2.6325,106.24,276.66,1498.88,78.08,109.94,0
JH-001,Loader,Morning,4839.15,38.6,2.3465,116.01,196.1,1723.1,86.7,103.92,0
JH-001,Excavator,Afternoon,1942.71,87.43,2.331,98.17,234.41,1179.89,70.45,34.54,0
JH-001,Loader,Night,2990.94,48.67,8.3377,98.25,67.63,1898.86,81.29,93.67,0
CG-001,Excavator,Morning,7803.44,63.59,3.6848,78.65,159.31,1292.21,93.96,69.17,0
CG-001,Dumper,Afternoon,8950.39,63.78,1.2275,94.9,108.8,1188.56,87.14,40.82,0
CG-001,Loader,Night,7272.16,83.89,2.0718,100.76,248.83,1345.75,67.24,32.61,0
CG-001,Excavator,Night,4705.22,61.88,2.2246,100.82,268.13,1958.4,77.47,90.04,0
OD-002,Loader,Morning,956.44,66.24,1.8953,96.64,126.37,1738.81,83.93,46.85,0
OD-001,Loader,Morning,663.78,58.84,2.8072,78.51,148.86,1199.8,70.58,52.09,0
JH-002,Loader,Night,3805.82,42.05,2.0402,74.09,76.92,1269.64,91.53,94.21,0
JH-001,Dumper,Night,4691.84,25.22,2.1035,130.15,264.63,796.89,78.75,87.53,0
CG-001,Loader,Afternoon,6130.29,60.49,2.9352,111.77,50.25,1643.97,94.98,82.74,0
OD-001,Drill Rig,Afternoon,164.25,38.81,1.2581,147.18,275.97,1426.09,84.2,38.39,1
JH-002,Crusher,Afternoon,9898.26,65.25,0.9272,108.03,188.96,1269.09,73.41,34.18,0
CG-001,Dumper,Night,3702.99,62.23,5.0602,113.32,81.07,1936.52,77.27,50.92,0
CG-002,Loader,Night,8496.14,61.87,4.1314,81.89,133.58,2195.54,80.83,60.43,0
JH-001,Loader,Night,5396.17,44.21,3.2689,129.37,39.47,1612.85,72.13,44.89,0
JH-002,Excavator,Morning,1391.35,75.55,3.1656,63.06,182.39,1591.61,90.09,106.55,0
JH-001,Drill Rig,Night,7995.9,67.12,2.4729,112.91,244.02,1567.81,68.1,41.96,0
CG-001,Drill Rig,Night,7127.29,42.27,12.2801,102.23,199.08,1499.18,71.22,96.53,0
CG-002,Loader,Night,5321.62,91.03,2.9936,129.18,57.89,1062.09,75.55,59.84,0
OD-002,Loader,Morning,5194.08,56.84,10.0146,97.38,170.13,1278.08,87.64,74.56,0
JH-001,Drill Rig,Afternoon,966.05,39.99,7.6248,100.77,250.08,1488.83,93.55,69.28,0
OD-002,Drill Rig,Afternoon,6592.9,48.62,3.4241,61.36,259.6,1771.75,94.9,70.84,0
CG-002,Dumper,Afternoon,9121.33,37.37,2.4473,62.15,226.07,1397.97,87.86,33.17,1
CG-001,Dumper,Night,1023.12,80.39,2.7401,107.39,115.93,1975.44,74.69,43.76,0
JH-002,Drill Rig,Night,2708.76,76.21,2.2246,122.77,294.06,1828.01,62.85,78.47,0
CG-001,Crusher,Morning,9032.85,71.09,3.4229,105.8,246.86,1489.75,88.49,40.57,0
JH-002,Dumper,Night,2915.0,68.27,3.8072,97.3,254.02,1442.77,92.39,36.14,0
CG-002,Drill Rig,Afternoon,6574.04,78.73,1.4739,106.16,256.62,1587.44,74.53,76.65,0
CG-002,Dumper,Morning,5394.7,56.37,10.0466,103.97,222.31,1674.03,95.53,60.23,0
JH-002,Loader,Night,6003.64,66.34,1.8395,113.25,156.24,1525.15,78.98,82.33,0
JH-001,Loader,Afternoon,4216.31,47.82,0.7095,80.76,139.37,1565.15,75.46,61.05,0
JH-001,Dumper,Night,3069.92,57.7,2.6093,105.12,230.72,1795.17,79.81,98.52,0
OD-002,Excavator,Night,580.48,66.75,1.5308,79.77,150.91,1492.23,72.15,78.78,0
JH-002,Loader,Afternoon,7468.38,13.78,2.6466,122.07,271.09,1781.47,66.08,32.66,0
CG-001,Drill Rig,Morning,7486.33,50.7,2.8164,78.11,76.2,1404.13,68.45,47.88,0
OD-002,Dumper,Afternoon,6740.18,62.47,3.3961,95.51,236.04,1267.24,82.57,84.43,0
CG-002,Dumper,Morning,6471.97,58.84,4.4948,111.95,79.38,1345.47,71.29,40.67,0
OD-002,Excavator,Night,2512.8,53.21,1.6426,73.59,146.08,1403.23,94.01,70.07,0
OD-002,Excavator,Afternoon,321.21,68.84,2.2667,83.71,34.76,1155.35,81.85,75.45,0
OD-002,Crusher,Morning,8106.28,49.38,3.8163,144.7,153.91,1659.8,75.92,91.38,0
JH-002,Dumper,Morning,4962.27,41.67,1.9568,118.81,162.92,1326.17,66.82,109.18,0
CG-002,Dumper,Night,3137.7,77.76,1.0632,106.69,62.3,1220.93,70.04,41.24,0
CG-001,Loader,Afternoon,1109.13,75.64,3.7051,112.91,104.21,1593.2,82.01,67.79,0
OD-002,Loader,Night,720.94,51.01,2.049,65.91,71.51,1027.04,86.07,69.95,0
OD-001,Loader,Afternoon,3553.78,58.97,1.982,112.57,134.69,1488.8,58.18,37.93,0
CG-001,Dumper,Night,8066.9,72.69,2.8865,139.09,194.99,1406.67,63.75,56.64,1
OD-001,Loader,Night,9195.37,60.66,2.7239,90.12,51.21,1180.8,81.51,106.38,0
OD-002,Loader,Afternoon,8977.84,67.95,4.4755,136.47,124.43,1662.22,78.04,102.29,1
CG-001,Loader,Afternoon,9208.01,67.13,1.4557,90.75,168.51,1330.61,85.03,60.37,0
CG-002,Excavator,Afternoon,9086.48,55.21,8.4239,102.43,241.35,1721.78,76.06,103.85,0
CG-002,Loader,Morning,5319.53,67.74,1.3403,73.21,190.51,1594.13,83.43,58.54,0
OD-001,Crusher,Morning,2272.21,45.53,2.2392,108.72,248.87,1356.24,84.22,79.08,0
OD-001,Loader,Morning,8000.66,65.91,1.7607,102.98,30.25,2028.22,83.5,98.6,0
CG-001,Excavator,Morning,2215.76,58.89,2.7948,95.55,64.0,1554.42,88.93,44.13,0
OD-001,Drill Rig,Morning,2745.35,54.59,2.7439,82.78,278.39,1404.05,83.99,86.79,0
CG-002,Crusher,Morning,2409.22,41.3,2.9541,104.5,202.11,2042.32,63.11,87.62,0
JH-001,Dumper,Afternoon,5198.33,61.97,3.0977,87.45,129.4,1395.61,89.79,47.48,0
JH-002,Dumper,Morning,3286.09,60.58,5.2237,122.13,115.17,2271.61,110.82,87.73,0
JH-002,Crusher,Night,1626.14,47.41,2.9397,105.19,226.85,1682.85,74.82,75.26,0
JH-002,Loader,Night,4586.42,36.05,5.4422,90.28,267.28,2040.73,71.98,51.42,0
CG-002,Loader,Night,8751.68,35.33,1.1329,120.01,164.74,1846.0,75.02,76.24,0
OD-002,Loader,Afternoon,5748.47,56.19,0.912,91.38,48.47,1325.72,74.18,70.3,0
CG-002,Loader,Morning,8795.52,64.6,2.8965,119.45,261.69,1661.79,76.85,107.17,0
CG-002,Drill Rig,Afternoon,2039.13,87.75,3.2011,102.36,126.82,1965.61,83.11,104.03,0
CG-001,Drill Rig,Night,1753.04,59.32,2.0815,61.84,268.62,2161.36,91.39,54.04,0
JH-002,Excavator,Afternoon,5798.21,35.62,2.7045,111.76,233.01,1572.11,65.39,60.72,0
OD-002,Excavator,Afternoon,4686.96,56.9,4.6537,98.94,104.26,1117.06,79.0,72.63,0
OD-002,Drill Rig,Morning,6635.71,78.77,3.8007,111.1,42.38,1646.14,80.67,102.98,0
CG-002,Loader,Morning,7966.81,49.76,2.3049,104.31,157.8,1350.2,71.05,49.79,0
CG-002,Dumper,Night,7537.94,76.78,3.001,104.44,33.39,1293.99,85.93,64.16,0
JH-002,Dumper,Morning,9428.39,62.64,3.9727,100.85,250.09,1785.26,76.84,42.35,1
JH-001,Dumper,Afternoon,4042.74,69.7,1.4699,157.65,26.38,1388.85,99.46,47.68,0
JH-002,Loader,Night,2143.23,87.88,1.8176,110.52,283.38,1596.85,88.39,83.1,0
OD-002,Dumper,Morning,5554.04,32.44,4.3132,64.64,154.16,1278.24,67.11,92.28,0
CG-001,Dumper,Night,1196.36,73.45,1.1447,69.84,150.06,1414.77,64.82,105.64,0
CG-002,Loader,Night,2959.63,58.58,1.5759,108.67,254.38,1239.68,98.71,99.3,1
OD-002,Drill Rig,Afternoon,2158.09,45.76,1.4819,88.55,168.63,1965.06,83.66,97.36,0
OD-001,Excavator,Morning,4025.98,58.49,4.3013,121.47,132.51,1279.84,89.86,83.97,0
JH-001,Dumper,Morning,1201.04,85.36,1.5802,106.46,69.13,1586.78,96.48,99.71,1
OD-001,Drill Rig,Afternoon,415.23,80.02,4.0388,107.53,221.59,1743.8,72.65,96.76,0
JH-001,Excavator,Night,6602.26,29.99,2.2781,81.59,155.03,1428.55,84.54,43.89,0
JH-001,Drill Rig,Morning,6141.46,48.45,6.6151,111.49,156.75,1736.5,83.43,54.79,0
JH-001,Crusher,Night,7112.75,74.14,2.8984,103.44,83.85,1632.15,72.32,90.36,0
OD-001,Drill Rig,Night,6637.83,59.67,4.6342,81.27,51.65,1957.45,72.58,76.89,0
JH-002,Drill Rig,Morning,1231.52,59.73,3.4218,81.35,101.72,1728.52,85.48,60.1,0
OD-001,Dumper,Night,2981.68,36.48,2.1697,133.12,243.54,1832.77,66.92,32.37,0
CG-002,Drill Rig,Afternoon,1382.31,48.82,2.7013,111.36,191.76,1694.44,74.65,101.81,0
CG-001,Drill Rig,Night,8445.43,39.63,2.7297,92.35,112.1,883.65,83.98,78.18,0
OD-001,Excavator,Morning,7494.35,35.2,2.1578,89.08,95.77,1185.94,80.57,88.01,0
JH-001,Excavator,Afternoon,2095.12,41.13,4.2374,100.21,11.07,1716.75,90.0,91.27,0
OD-002,Drill Rig,Morning,3478.96,46.08,9.5382,105.77,18.93,1008.61,80.78,68.16,0
OD-001,Excavator,Morning,9669.49,48.58,2.8804,73.05,149.31,1617.57,84.69,99.03,0
OD-001,Drill Rig,Night,5982.18,47.37,3.8896,97.5,84.34,1746.94,73.47,45.79,0
JH-002,Dumper,Night,8031.44,75.31,3.541,59.02,281.68,1766.65,80.51,87.58,1
JH-002,Loader,Afternoon,2719.45,46.39,0.7371,99.51,171.59,1213.18,85.13,64.22,0
OD-002,Drill Rig,Morning,2179.52,81.39,3.4757,129.14,271.58,1662.04,78.14,63.5,0
OD-002,Excavator,Morning,7860.78,52.74,3.3898,73.98,68.89,1649.5,63.21,80.8,0
OD-002,Crusher,Afternoon,6890.14,66.59,1.456,97.2,45.65,1595.21,90.98,55.01,0
JH-002,Loader,Night,6841.68,67.07,1.1115,95.66,251.63,1542.42,94.98,53.78,0
OD-002,Crusher,Afternoon,5571.08,46.53,3.3655,77.51,186.73,1417.06,66.56,81.0,0
CG-001,Excavator,Night,5679.43,55.08,6.1882,90.94,215.67,1001.98,92.15,69.07,0
JH-002,Crusher,Morning,7383.41,52.46,2.2599,73.57,170.12,2021.97,91.96,87.58,0
JH-002,Dumper,Night,2773.02,65.59,2.3029,80.64,113.67,1719.41,81.72,55.33,0
JH-002,Crusher,Morning,3592.41,58.07,8.6206,103.27,93.67,1638.78,71.41,45.35,0
JH-002,Loader,Morning,8729.2,48.77,4.2546,107.75,37.63,1653.87,65.48,82.9,0
OD-001,Loader,Night,3157.77,61.79,1.4812,93.41,33.12,1914.49,87.54,32.76,0
CG-001,Drill Rig,Night,5508.46,65.09,1.9031,126.84,140.53,1130.04,67.98,65.16,0
CG-002,Loader,Night,7056.13,87.75,8.082,114.63,94.82,1108.86,76.38,38.35,1
JH-002,Excavator,Night,9999.26,61.02,1.9513,139.36,177.93,928.24,99.15,94.22,0
OD-001,Crusher,Morning,4409.38,60.15,2.0821,97.63,215.53,1379.66,71.1,71.92,0
JH-002,Crusher,Afternoon,4338.12,66.43,3.8012,79.02,199.82,1538.7,81.57,102.44,0
CG-001,Loader,Afternoon,8441.62,45.76,2.3827,96.22,266.11,1496.13,86.23,34.52,0
JH-002,Dumper,Afternoon,8074.48,34.12,3.393,140.31,223.05,1007.34,88.49,65.26,1
OD-001,Loader,Morning,7337.65,55.32,3.1391,79.95,124.35,1157.35,80.32,95.74,0
OD-002,Dumper,Night,4685.97,76.08,2.528,116.99,114.6,2043.78,79.3,76.92,0
JH-002,Loader,Morning,3307.0,78.5,4.9762,79.41,27.51,1421.39,54.65,99.11,1
CG-002,Excavator,Night,6126.43,31.81,1.4367,92.67,169.93,1400.15,58.03,37.37,0
CG-001,Crusher,Morning,8774.61,69.99,2.8828,89.99,206.77,1778.58,71.93,74.53,0
CG-002,Crusher,Morning,8849.4,27.23,2.0338,81.65,102.31,1835.26,88.82,104.6,0
CG-002,Loader,Afternoon,1174.13,66.89,6.178,115.59,255.45,1588.8,84.05,31.35,0
CG-001,Drill Rig,Night,4340.67,65.99,2.4912,128.79,114.85,1615.35,80.96,89.81,0
OD-002,Drill Rig,Morning,4700.75,34.14,7.1086,118.05,113.6,1138.26,87.35,93.11,0
CG-001,Dumper,Morning,9778.39,75.0,2.2015,100.53,102.01,1620.44,85.38,63.11,0
OD-002,Drill Rig,Morning,6812.18,86.16,2.8707,70.27,37.3,1689.5,93.24,51.19,0
JH-002,Loader,Afternoon,4131.74,59.06,4.6835,102.6,298.08,1792.8,90.29,44.17,0
CG-001,Crusher,Night,357.97,62.11,1.6858,112.51,150.23,1335.18,74.65,91.82,0
OD-002,Drill Rig,Night,5697.31,82.19,5.7808,98.16,282.5,1811.07,84.22,62.02,1
JH-001,Loader,Afternoon,1051.15,43.11,2.754,126.56,176.7,1788.5,90.73,82.66,0
CG-001,Loader,Morning,8361.05,43.48,3.3394,96.07,261.86,1369.6,82.64,31.5,0
JH-002,Loader,Afternoon,7549.93,47.41,3.5716,88.01,184.68,1755.77,86.38,35.46,0
CG-001,Loader,Morning,4659.04,60.56,2.6169,119.74,197.95,1251.24,73.53,84.47,0
OD-002,Dumper,Morning,4349.19,60.52,1.8132,117.33,285.71,1064.85,67.17,48.7,0
CG-001,Crusher,Night,8983.66,51.7,2.8494,129.96,231.01,1359.63,71.81,40.74,0
JH-002,Dumper,Night,2955.74,55.49,0.9944,110.45,61.68,1564.44,92.01,57.12,0
OD-002,Drill Rig,Afternoon,2565.3,51.91,1.4115,83.91,200.84,1361.71,77.11,104.43,0
OD-001,Crusher,Night,9398.05,52.62,2.5344,48.18,108.38,1033.19,75.12,62.21,0
OD-002,Crusher,Night,8111.53,48.47,5.8925,65.55,127.91,1631.78,80.07,76.15,0
CG-002,Excavator,Morning,8224.19,48.59,5.8039,88.39,261.91,1457.16,78.01,83.49,0
CG-001,Drill Rig,Afternoon,2032.42,29.99,4.4359,126.53,257.42,1178.39,61.96,72.12,0
CG-001,Crusher,Afternoon,1518.63,56.64,1.2592,124.47,112.45,1440.81,86.33,94.82,0
JH-001,Drill Rig,Morning,357.69,30.67,3.1594,91.91,273.18,1302.49,80.8,97.83,0
CG-001,Loader,Afternoon,2446.71,71.26,1.7677,116.27,147.4,1504.81,87.07,80.13,0
OD-001,Excavator,Afternoon,7764.49,51.6,2.6285,72.48,92.75,1433.8,80.13,91.15,0
JH-001,Dumper,Afternoon,2476.38,58.21,4.3809,124.83,22.72,1638.33,80.66,86.39,0
JH-001,Loader,Afternoon,7318.12,54.4,3.777,94.39,99.86,1429.41,80.13,41.42,0
OD-001,Drill Rig,Night,2593.89,56.34,5.1634,112.94,232.29,890.84,94.49,70.13,0
CG-002,Drill Rig,Night,4013.4,78.95,1.3436,110.76,149.36,1243.52,78.4,67.38,0
CG-001,Crusher,Afternoon,9833.31,39.73,1.63,109.31,72.46,1234.89,80.55,41.69,0
OD-002,Drill Rig,Night,2523.64,35.65,5.7731,76.0,148.31,1558.21,96.3,38.68,0
CG-001,Crusher,Night,3826.07,61.79,5.8176,88.26,273.61,1502.44,76.33,34.25,0
CG-001,Drill Rig,Afternoon,3080.76,52.56,2.6964,121.09,94.92,1803.94,82.33,35.52,0
OD-001,Dumper,Morning,1185.29,65.39,2.6867,110.15,209.32,1463.52,70.99,36.93,0
OD-002,Drill Rig,Afternoon,4949.95,70.75,4.8862,78.38,48.48,1187.4,67.34,66.85,0
OD-001,Loader,Afternoon,3849.04,43.4,3.5469,107.52,263.25,1551.23,74.24,45.94,0
CG-001,Drill Rig,Morning,6979.38,69.05,3.6809,79.07,157.56,1686.62,70.74,90.95,0
CG-001,Drill Rig,Afternoon,8194.19,44.67,1.7119,74.7,92.68,1417.67,91.78,39.69,0
JH-002,Loader,Morning,5488.07,61.12,4.8292,87.59,257.25,1729.72,85.67,67.9,0
JH-002,Crusher,Morning,418.74,41.45,2.46,98.07,51.17,1384.67,66.37,78.79,0
JH-001,Drill Rig,Morning,6227.33,61.98,1.355,75.96,112.31,1496.17,65.73,41.58,0
JH-001,Excavator,Morning,648.37,59.69,1.8392,117.83,58.99,1507.21,81.19,44.16,0
OD-001,Drill Rig,Night,6201.93,43.46,2.0167,85.81,262.71,1245.25,91.43,48.96,0
JH-001,Loader,Morning,6881.8,39.62,5.6917,99.36,136.99,1358.59,71.75,69.39,0
CG-001,Drill Rig,Morning,2057.9,71.26,1.9188,108.96,95.18,1542.6,86.67,51.03,0
OD-002,Dumper,Afternoon,8211.53,53.2,3.2948,136.93,258.23,1599.85,100.41,108.7,1
CG-001,Drill Rig,Night,9119.74,75.18,0.9464,111.87,272.06,1981.35,92.29,80.93,1
JH-002,Dumper,Afternoon,8149.56,51.85,4.3423,93.91,38.13,1304.32,97.5,69.75,0
JH-001,Loader,Morning,3120.58,79.53,1.8298,80.26,184.59,1760.75,89.32,33.4,0
OD-001,Dumper,Morning,5907.77,45.77,3.3049,74.96,170.98,1670.21,68.21,109.61,0
JH-001,Crusher,Morning,9156.67,82.09,3.3043,80.37,251.78,1746.88,84.38,70.58,1
CG-001,Dumper,Afternoon,3274.58,62.62,3.7303,97.01,156.39,1309.03,77.32,83.95,0
JH-001,Excavator,Morning,8218.28,66.0,3.2096,124.12,36.74,1391.51,81.22,68.68,0
JH-002,Drill Rig,Afternoon,193.8,44.94,7.0799,97.43,292.01,1324.37,78.88,100.61,0
CG-002,Excavator,Afternoon,136.1,70.94,3.0173,88.8,168.77,1426.53,98.76,103.16,1
CG-002,Loader,Night,7621.15,71.46,8.3667,102.28,194.43,1662.6,81.32,73.4,0
JH-002,Crusher,Morning,7638.33,55.13,3.7392,132.97,25.07,1516.88,76.14,91.47,0
JH-001,Drill Rig,Night,7910.87,27.99,3.1185,84.9,242.31,1760.95,87.36,68.65,0
CG-001,Drill Rig,Morning,9307.27,43.3,4.2451,109.16,272.13,1265.87,82.34,64.15,1
CG-001,Loader,Afternoon,1267.27,43.3,2.9992,92.75,94.06,913.68,81.9,56.52,0
OD-001,Drill Rig,Morning,2396.65,66.74,3.4027,104.02,93.36,1482.06,74.82,47.51,0
OD-002,Loader,Morning,9046.88,53.02,3.2338,112.77,69.09,1450.87,79.42,78.58,0
JH-002,Crusher,Night,1854.64,53.32,3.0764,127.48,168.11,1575.8,89.64,68.97,0
JH-001,Crusher,Morning,6854.07,51.51,7.8402,98.89,16.21,1595.82,68.98,38.93,0
CG-002,Drill Rig,Morning,5351.58,82.04,8.4671,122.68,47.13,1065.67,90.36,66.09,1
CG-002,Crusher,Morning,923.62,60.68,3.2012,108.11,187.44,918.86,73.75,64.38,0
OD-002,Excavator,Morning,2924.11,62.97,5.1025,74.07,150.68,2206.93,80.41,72.19,0
CG-002,Loader,Night,5251.68,50.71,4.9554,96.08,225.98,1922.74,83.21,45.86,0
JH-002,Excavator,Afternoon,8538.27,59.56,4.6944,146.49,225.31,1834.7,77.69,75.82,1
OD-001,Crusher,Morning,7104.63,45.36,3.5699,97.71,136.0,1864.9,78.84,33.95,0
JH-001,Crusher,Night,6256.64,65.16,3.7875,93.71,205.89,1594.93,71.58,98.62,0
CG-001,Drill Rig,Morning,5010.73,42.8,3.6169,93.66,259.39,1673.42,83.49,63.6,0
OD-002,Drill Rig,Afternoon,3056.97,71.16,1.8979,90.69,183.15,1220.37,91.43,80.11,0
CG-001,Dumper,Afternoon,1280.52,48.98,2.6309,72.47,290.84,1539.97,65.09,44.77,0
OD-002,Dumper,Night,4149.85,74.23,1.4942,54.04,298.16,1610.12,87.23,72.62,0
OD-002,Excavator,Afternoon,382.33,88.61,3.6263,84.53,158.83,1947.41,76.55,34.01,0
JH-002,Drill Rig,Night,2189.45,60.02,3.3723,92.97,85.52,831.85,81.97,66.11,0
OD-001,Crusher,Morning,4381.59,79.67,3.8561,111.01,238.53,2108.07,76.76,64.57,0
CG-002,Loader,Night,4244.19,71.27,1.8452,92.6,60.49,1729.0,80.02,95.89,0
JH-002,Drill Rig,Afternoon,538.52,38.51,4.4028,102.54,234.44,1624.4,68.81,109.9,0
CG-002,Crusher,Night,5931.7,61.66,3.4406,76.36,138.67,1514.51,98.95,106.14,1
JH-002,Loader,Night,5541.87,67.52,8.3019,65.71,235.82,1420.45,65.47,65.73,0
CG-002,Dumper,Morning,873.23,68.97,4.0675,106.95,96.41,1094.12,80.09,67.71,0
CG-001,Drill Rig,Morning,9437.31,62.67,2.016,113.02,141.83,1437.27,68.08,62.93,0
JH-002,Loader,Afternoon,1083.89,62.48,1.3839,119.64,252.46,1615.17,84.21,109.99,0
JH-001,Drill Rig,Morning,8562.86,60.08,3.0316,124.09,108.48,1446.47,62.77,102.73,0
JH-001,Excavator,Night,103.07,62.0,1.6248,126.37,128.04,1625.04,83.6,97.62,0
OD-001,Drill Rig,Morning,8834.58,41.64,1.8828,113.74,176.82,1571.87,74.5,102.05,0
JH-002,Drill Rig,Afternoon,295.23,56.46,1.677,88.59,196.15,1125.87,76.75,67.82,0
OD-001,Dumper,Night,7602.34,38.21,2.0328,105.66,64.74,1222.76,83.02,40.24,0
JH-001,Loader,Night,3680.74,52.54,5.63,93.56,187.43,1549.13,85.9,73.06,0
CG-002,Excavator,Night,7408.35,51.14,1.6759,95.4,149.67,990.57,88.17,97.15,0
JH-001,Dumper,Afternoon,4077.28,50.18,2.1982,107.84,239.3,1882.56,69.45,30.15,0
OD-001,Excavator,Afternoon,801.99,44.22,1.3294,125.32,199.18,1738.82,87.98,47.03,0
JH-001,Crusher,Night,7698.32,64.04,1.1581,115.21,154.83,1377.07,82.12,38.65,0
JH-001,Loader,Afternoon,805.4,55.23,2.3638,99.84,259.28,1321.77,92.24,59.39,0
OD-001,Dumper,Night,9228.99,53.69,3.0154,101.97,184.07,1419.79,70.9,81.36,0
JH-001,Loader,Night,604.64,38.89,1.5293,107.21,145.95,1475.66,75.55,70.47,0
JH-001,Loader,Night,4845.32,55.53,1.2716,123.57,66.6,1275.94,72.17,57.11,0
JH-001,Drill Rig,Afternoon,7258.04,77.18,1.0664,137.12,69.76,1639.52,85.67,104.21,0
OD-001,Excavator,Morning,3993.14,77.41,2.9233,102.6,53.06,1637.97,87.91,77.56,0
CG-002,Excavator,Night,2250.61,65.6,4.3382,95.93,248.41,1468.78,88.14,62.24,0
CG-001,Excavator,Morning,7615.0,55.57,1.3309,103.16,20.39,1785.7,82.41,43.78,0
JH-001,Excavator,Night,7864.52,68.38,1.9662,120.63,290.89,1982.63,79.82,107.63,0
OD-002,Loader,Morning,9234.68,49.99,4.6699,110.42,181.31,1083.72,92.04,31.85,0
CG-002,Dumper,Night,3824.03,55.51,2.443,89.78,42.76,1819.98,69.38,98.01,0
JH-002,Loader,Morning,5111.89,48.86,2.5852,100.25,245.43,1195.54,67.7,86.09,0
OD-001,Drill Rig,Night,3694.97,73.63,3.2876,100.32,263.94,1122.82,88.47,100.06,0
OD-001,Dumper,Morning,2645.11,71.7,2.178,87.06,116.73,1203.8,63.55,83.77,0
JH-001,Drill Rig,Afternoon,7535.23,59.48,1.8425,86.83,115.33,1623.19,97.97,77.29,0
OD-001,Loader,Morning,3462.55,85.97,3.1698,75.82,255.51,1162.33,80.82,88.55,0
CG-002,Dumper,Morning,4338.68,66.19,1.3626,97.05,150.72,1353.17,100.86,44.9,0
CG-002,Excavator,Morning,4096.37,65.34,1.214,122.62,158.52,1545.0,72.54,60.35,0
OD-002,Excavator,Night,7155.35,63.74,1.9232,120.38,268.4,1101.04,74.89,96.2,0
OD-001,Crusher,Morning,9186.18,41.07,3.8807,99.48,47.47,1353.7,85.08,46.28,0
JH-002,Excavator,Morning,6700.89,46.59,4.8609,135.67,266.63,1355.09,65.32,90.31,0
CG-001,Excavator,Night,4768.67,59.18,2.1437,98.91,278.73,1393.14,74.36,108.85,0
CG-001,Dumper,Morning,7814.13,59.3,4.1171,93.19,13.92,1771.11,72.73,63.57,0
OD-001,Excavator,Night,6445.62,68.85,5.4241,60.45,207.85,1626.98,72.43,44.63,0
CG-001,Dumper,Night,700.04,49.98,2.7701,103.98,91.89,1562.71,86.27,56.14,0
OD-001,Loader,Night,1047.07,61.06,3.7367,82.09,173.73,1422.16,69.89,34.82,0
JH-002,Dumper,Afternoon,475.38,61.33,6.9122,129.04,198.2,963.82,84.14,45.61,0
OD-002,Crusher,Night,4622.48,61.92,1.911,75.13,179.25,1185.05,94.0,32.37,0
CG-002,Loader,Afternoon,8275.95,60.25,2.4089,125.74,206.92,1672.54,82.83,56.14,0
CG-002,Crusher,Night,3199.52,38.94,6.0512,104.1,171.8,1567.32,79.47,30.3,0
OD-002,Drill Rig,Morning,3903.19,26.08,1.6987,77.02,225.14,1513.87,70.6,54.68,0
OD-001,Drill Rig,Night,9103.82,45.87,2.9381,66.78,165.7,1512.9,63.2,96.53,0
JH-002,Crusher,Night,8385.34,52.03,1.9855,107.4,68.88,1539.44,85.45,64.9,0
JH-001,Dumper,Morning,6683.98,42.32,5.3755,81.58,67.73,1089.15,84.43,92.8,0
CG-002,Excavator,Afternoon,2741.36,59.16,1.5032,60.58,198.64,1355.82,91.83,77.05,0
JH-001,Excavator,Morning,1258.71,76.35,2.6285,139.59,157.45,1631.08,85.7,70.98,1
OD-001,Dumper,Night,258.98,70.89,1.6105,117.37,113.93,1774.69,82.39,55.34,0
JH-001,Drill Rig,Night,1159.41,66.99,1.3057,77.11,174.54,1549.85,86.05,108.11,0
OD-002,Excavator,Morning,2996.7,74.78,1.0523,63.65,296.24,1539.21,78.86,48.87,0
CG-001,Dumper,Night,5562.72,46.13,2.5034,123.62,192.83,2059.69,63.96,43.39,0
CG-002,Loader,Morning,733.6,53.15,3.4619,72.91,211.18,1088.59,76.98,55.08,0
OD-001,Loader,Night,1448.66,69.22,2.7433,101.99,204.02,1195.82,80.73,78.81,0
CG-001,Excavator,Afternoon,1892.7,52.88,3.0566,108.75,211.59,2115.41,69.3,48.1,0
JH-001,Loader,Night,6356.62,53.7,2.1876,89.71,66.63,1308.9,89.36,70.58,0
OD-002,Dumper,Night,6196.32,87.94,4.4468,80.46,48.02,1204.31,79.33,40.85,0
OD-001,Excavator,Morning,5552.58,61.43,3.9114,61.96,236.23,1253.12,61.51,97.86,0
OD-002,Excavator,Night,2579.96,86.45,2.8944,109.18,79.76,2098.05,68.79,96.12,0
OD-001,Loader,Morning,3774.08,32.65,3.0123,147.61,12.64,1509.67,96.0,96.54,1
JH-002,Drill Rig,Afternoon,1057.23,50.54,2.1535,77.05,96.66,1528.62,86.26,62.98,0
OD-002,Crusher,Afternoon,2341.96,66.13,7.1902,80.06,144.6,1328.96,71.8,74.92,0
