grievance_id,mine_id,grievance_date,category,priority,raised_by,raised_by_type,description,description_hindi,assigned_officer,assigned_date,sla_days,resolution_status,resolution_date,resolution_notes
GRV-0303,JH-003,2023-09-23,Working Conditions,Medium,Worker-0638,Worker,Noise pollution,शोर प्रदूषण,Amit Patel,2023-09-23,7,Resolved,2023-09-26,Resolved: Noise pollution
GRV-0304,JH-002,2023-04-21,Working Conditions,Low,Worker-0924,Worker,Excessive dust,अत्यधिक धूल,Amit Patel,2023-04-24,14,Resolved,2023-04-29,Resolved: Excessive dust
GRV-0305,CG-001,2023-01-13,Community,High,Community Member-0712,Community Member,Noise pollution,शोर प्रदूषण,Sita Devi,2023-01-13,3,In Progress,,
GRV-0306,CG-001,2023-12-20,Wages,Medium,Community Member-0978,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-12-21,7,Open,,
GRV-0307,OD-002,2023-09-07,Safety,Critical,Worker-0352,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Sita Devi,2023-09-09,2,Resolved,2023-09-09,Resolved: Unsafe working conditions
GRV-0308,CG-002,2023-03-14,Environment,Medium,Worker-0004,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-03-17,7,Resolved,2023-03-15,Resolved: Unsafe working conditions
GRV-0309,CG-002,2023-04-15,Community,Low,Community Member-0623,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-04-15,14,Open,,
GRV-0310,JH-003,2023-01-30,Working Conditions,Medium,Community Member-0211,Community Member,Poor ventilation,खराब हवादारी,Sita Devi,2023-01-30,7,Open,,
GRV-0311,JH-001,2023-12-24,Wages,Critical,Community Member-0415,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-12-26,2,In Progress,,
GRV-0312,CG-001,2023-03-19,Safety,Critical,Worker-0160,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-03-20,2,Escalated,,
GRV-0313,JH-002,2023-10-10,Safety,High,Community Member-0007,Community Member,Poor ventilation,खराब हवादारी,Amit Patel,2023-10-13,3,Resolved,2023-10-13,Resolved: Poor ventilation
GRV-0314,OD-001,2023-06-15,Community,Low,Worker-0097,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-06-15,14,Resolved,2023-06-19,Resolved: Unsafe working conditions
GRV-0315,CG-002,2023-02-02,Community,Medium,Worker-0967,Worker,Excessive dust,अत्यधिक धूल,Amit Patel,2023-02-03,7,Open,,
GRV-0316,JH-002,2023-05-23,Wages,Low,Worker-0891,Worker,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-05-25,14,In Progress,,
GRV-0317,JH-001,2023-03-05,Working Conditions,High,Community Member-0800,Community Member,Excessive dust,अत्यधिक धूल,Amit Patel,2023-03-08,3,In Progress,,
GRV-0318,JH-003,2023-12-13,Working Conditions,Critical,Worker-0257,Worker,Poor ventilation,खराब हवादारी,Amit Patel,2023-12-15,2,Resolved,2023-12-15,Resolved: Poor ventilation
GRV-0319,JH-001,2023-03-27,Safety,Critical,Worker-0551,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-03-28,2,In Progress,,
GRV-0320,CG-002,2023-12-17,Working Conditions,Low,Community Member-0177,Community Member,Poor ventilation,खराब हवादारी,Amit Patel,2023-12-18,14,Open,,
GRV-0321,OD-002,2023-11-08,Environment,Low,Community Member-0427,Community Member,Noise pollution,शोर प्रदूषण,Sita Devi,2023-11-10,14,Escalated,,
GRV-0322,CG-001,2023-08-30,Community,Medium,Worker-0705,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-08-30,7,Resolved,2023-09-04,Resolved: Noise pollution
GRV-0323,JH-001,2023-04-01,Community,Low,Worker-0446,Worker,Excessive dust,अत्यधिक धूल,Sita Devi,2023-04-01,14,In Progress,,
GRV-0324,CG-001,2023-05-10,Working Conditions,Critical,Community Member-0837,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-05-13,2,In Progress,,
GRV-0325,JH-003,2023-07-21,Safety,High,Worker-0844,Worker,Poor ventilation,खराब हवादारी,Amit Patel,2023-07-21,3,Rejected,,
GRV-0326,OD-002,2023-01-18,Safety,High,Community Member-0166,Community Member,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-01-18,3,Resolved,2023-01-19,Resolved: Noise pollution
GRV-0327,JH-003,2023-02-11,Community,High,Community Member-0737,Community Member,Poor ventilation,खराब हवादारी,Amit Patel,2023-02-11,3,In Progress,,
GRV-0328,OD-001,2023-12-10,Working Conditions,High,Worker-0156,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-12-10,3,Resolved,2023-12-12,Resolved: Unsafe working conditions
GRV-0329,CG-002,2023-05-27,Working Conditions,Medium,Community Member-0448,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-05-30,7,In Progress,,
GRV-0330,JH-002,2023-01-22,Working Conditions,Medium,Community Member-0579,Community Member,Poor ventilation,खराब हवादारी,Sita Devi,2023-01-23,7,In Progress,,
GRV-0331,JH-002,2023-11-18,Environment,Medium,Worker-0587,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-11-20,7,Resolved,2023-11-23,Resolved: Delayed wage payment
GRV-0332,JH-001,2023-12-04,Safety,Critical,Worker-0476,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Amit Patel,2023-12-06,2,In Progress,,
GRV-0333,OD-001,2023-02-21,Working Conditions,Low,Worker-0976,Worker,Poor ventilation,खराब हवादारी,Sita Devi,2023-02-21,14,In Progress,,
GRV-0334,JH-003,2023-06-27,Wages,Low,Worker-0534,Worker,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-06-28,14,In Progress,,
GRV-0335,OD-002,2023-12-14,Safety,Low,Worker-0717,Worker,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-12-15,14,Resolved,2023-12-15,Resolved: Excessive dust
GRV-0336,CG-002,2023-01-18,Community,Medium,Community Member-0834,Community Member,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-01-20,7,Resolved,2023-01-20,Resolved: Poor ventilation
GRV-0337,JH-003,2023-12-25,Environment,High,Community Member-0492,Community Member,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-12-25,3,Escalated,,
GRV-0338,OD-002,2023-08-11,Wages,Medium,Community Member-0150,Community Member,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-08-13,7,Resolved,2023-08-13,Resolved: Excessive dust
GRV-0339,CG-002,2023-07-30,Community,Critical,Community Member-0355,Community Member,Poor ventilation,खराब हवादारी,Sita Devi,2023-07-31,2,In Progress,,
GRV-0340,CG-001,2023-07-22,Safety,Critical,Community Member-0517,Community Member,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-07-25,2,Escalated,,
GRV-0341,OD-002,2023-11-25,Working Conditions,Low,Community Member-0004,Community Member,Excessive dust,अत्यधिक धूल,Amit Patel,2023-11-27,14,Resolved,2023-12-02,Resolved: Excessive dust
GRV-0342,OD-002,2023-10-20,Wages,High,Community Member-0786,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-10-22,3,Open,,
GRV-0343,JH-001,2023-04-17,Environment,Critical,Worker-0297,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-04-18,2,Resolved,2023-04-19,Resolved: Unsafe working conditions
GRV-0344,JH-002,2023-03-21,Wages,Medium,Community Member-0714,Community Member,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-03-21,7,Escalated,,
GRV-0345,JH-003,2023-03-24,Safety,Medium,Worker-0691,Worker,Excessive dust,अत्यधिक धूल,Sita Devi,2023-03-26,7,In Progress,,
GRV-0346,JH-002,2023-04-07,Community,Critical,Community Member-0844,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-04-09,2,Open,,
GRV-0347,JH-003,2023-08-25,Community,High,Community Member-0008,Community Member,Noise pollution,शोर प्रदूषण,Sita Devi,2023-08-28,3,Resolved,2023-08-28,Resolved: Noise pollution
GRV-0348,CG-001,2023-12-29,Working Conditions,Low,Community Member-0810,Community Member,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-12-29,14,Resolved,2024-01-08,Resolved: Poor ventilation
GRV-0349,CG-001,2023-03-15,Wages,Low,Worker-0359,Worker,Poor ventilation,खराब हवादारी,Amit Patel,2023-03-18,14,Resolved,2023-03-23,Resolved: Poor ventilation
GRV-0350,CG-001,2023-07-25,Working Conditions,Critical,Worker-0597,Worker,Excessive dust,अत्यधिक धूल,Amit Patel,2023-07-26,2,Resolved,2023-07-26,Resolved: Excessive dust
GRV-0351,OD-002,2023-03-06,Wages,Critical,Worker-0545,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-03-08,2,Open,,
GRV-0352,JH-001,2023-09-08,Wages,Medium,Worker-0628,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-09-10,7,In Progress,,
GRV-0353,CG-001,2023-08-24,Environment,Low,Community Member-0406,Community Member,Noise pollution,शोर प्रदूषण,Amit Patel,2023-08-25,14,In Progress,,
GRV-0354,OD-002,2023-12-22,Community,Critical,Community Member-0061,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-12-23,2,In Progress,,
GRV-0355,JH-001,2023-05-02,Safety,High,Worker-0377,Worker,Excessive dust,अत्यधिक धूल,Amit Patel,2023-05-04,3,Resolved,2023-05-03,Resolved: Excessive dust
GRV-0356,JH-003,2023-03-22,Working Conditions,Medium,Community Member-0633,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Sita Devi,2023-03-22,7,Resolved,2023-03-25,Resolved: Unsafe working conditions
GRV-0357,JH-002,2023-09-16,Working Conditions,Low,Community Member-0130,Community Member,Noise pollution,शोर प्रदूषण,Amit Patel,2023-09-16,14,Open,,
GRV-0358,JH-001,2023-10-25,Safety,High,Worker-0913,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-10-28,3,In Progress,,
GRV-0359,CG-001,2023-12-11,Working Conditions,Low,Community Member-0646,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-12-14,14,Resolved,2023-12-24,Resolved: Unsafe working conditions
GRV-0360,CG-001,2023-12-07,Safety,Medium,Community Member-0977,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-12-10,7,Resolved,2023-12-10,Resolved: Delayed wage payment
GRV-0361,CG-002,2023-12-24,Safety,Medium,Community Member-0323,Community Member,Noise pollution,शोर प्रदूषण,Amit Patel,2023-12-27,7,Open,,
GRV-0362,CG-001,2023-12-06,Wages,Critical,Community Member-0963,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-12-09,2,In Progress,,
GRV-0363,CG-001,2023-08-12,Environment,Critical,Worker-0638,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-08-13,2,Resolved,2023-08-13,Resolved: Unsafe working conditions
GRV-0364,JH-003,2023-04-16,Wages,High,Worker-0197,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-04-18,3,In Progress,,
GRV-0365,OD-001,2023-10-04,Safety,Low,Community Member-0600,Community Member,Poor ventilation,खराब हवादारी,Amit Patel,2023-10-05,14,Resolved,2023-10-05,Resolved: Poor ventilation
GRV-0366,CG-002,2023-04-25,Environment,High,Worker-0928,Worker,Noise pollution,शोर प्रदूषण,Amit Patel,2023-04-25,3,In Progress,,
GRV-0367,OD-001,2023-05-03,Environment,High,Worker-0521,Worker,Poor ventilation,खराब हवादारी,Amit Patel,2023-05-04,3,Resolved,2023-05-04,Resolved: Poor ventilation
GRV-0368,JH-003,2023-04-11,Community,Low,Community Member-0131,Community Member,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-04-11,14,In Progress,,
GRV-0369,OD-002,2023-06-23,Wages,Critical,Worker-0147,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-06-25,2,Open,,
GRV-0370,CG-001,2023-09-28,Community,Critical,Community Member-0237,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-09-29,2,Rejected,,
GRV-0371,JH-002,2023-03-13,Environment,High,Worker-0796,Worker,Poor ventilation,खराब हवादारी,Sita Devi,2023-03-16,3,Open,,
GRV-0372,CG-002,2023-01-13,Environment,Medium,Community Member-0973,Community Member,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-01-13,7,Resolved,2023-01-18,Resolved: Noise pollution
GRV-0373,OD-002,2023-08-23,Community,Critical,Worker-0547,Worker,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-08-23,2,Resolved,2023-08-25,Resolved: Excessive dust
GRV-0374,JH-002,2023-01-22,Wages,Critical,Worker-0993,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-01-24,2,Resolved,2023-01-23,Resolved: Unsafe working conditions
GRV-0375,JH-001,2023-10-07,Community,Critical,Worker-0435,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Sita Devi,2023-10-07,2,Resolved,2023-10-09,Resolved: Unsafe working conditions
GRV-0376,OD-002,2023-11-22,Community,Medium,Community Member-0991,Community Member,Excessive dust,अत्यधिक धूल,Amit Patel,2023-11-23,7,Resolved,2023-11-29,Resolved: Excessive dust
GRV-0377,JH-003,2023-05-14,Wages,High,Community Member-0332,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-05-16,3,Resolved,2023-05-15,Resolved: Delayed wage payment
GRV-0378,JH-003,2023-12-09,Environment,Low,Worker-0348,Worker,Excessive dust,अत्यधिक धूल,Amit Patel,2023-12-12,14,In Progress,,
GRV-0379,JH-001,2023-08-25,Working Conditions,Low,Community Member-0936,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Amit Patel,2023-08-26,14,In Progress,,
GRV-0380,OD-002,2023-11-25,Working Conditions,Medium,Worker-0001,Worker,Noise pollution,शोर प्रदूषण,Amit Patel,2023-11-26,7,In Progress,,
GRV-0381,OD-001,2023-05-25,Safety,High,Worker-0694,Worker,Noise pollution,शोर प्रदूषण,Amit Patel,2023-05-26,3,Resolved,2023-05-26,Resolved: Noise pollution
GRV-0382,JH-002,2023-12-19,Environment,Critical,Worker-0915,Worker,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-12-19,2,Resolved,2023-12-21,Resolved: Poor ventilation
GRV-0383,OD-001,2023-10-26,Safety,Critical,Community Member-0896,Community Member,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-10-29,2,Resolved,2023-10-27,Resolved: Noise pollution
GRV-0384,JH-002,2023-11-26,Safety,High,Worker-0742,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-11-29,3,Rejected,,
GRV-0385,CG-001,2023-03-12,Wages,Critical,Worker-0002,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-03-12,2,Open,,
GRV-0386,JH-001,2023-08-25,Environment,Critical,Worker-0081,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-08-27,2,Resolved,2023-08-27,Resolved: Unsafe working conditions
GRV-0387,OD-002,2023-10-01,Environment,High,Community Member-0093,Community Member,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-10-04,3,Resolved,2023-10-02,Resolved: Noise pollution
GRV-0388,JH-003,2023-04-23,Environment,Low,Community Member-0454,Community Member,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-04-23,14,Open,,
GRV-0389,OD-002,2023-05-24,Safety,Low,Worker-0918,Worker,Excessive dust,अत्यधिक धूल,Sita Devi,2023-05-26,14,Resolved,2023-05-27,Resolved: Excessive dust
GRV-0390,CG-002,2023-11-07,Wages,Low,Community Member-0477,Community Member,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-11-07,14,Resolved,2023-11-11,Resolved: Poor ventilation
GRV-0391,JH-002,2023-01-04,Safety,High,Community Member-0608,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Sita Devi,2023-01-04,3,Escalated,,
GRV-0392,OD-001,2023-12-12,Safety,Medium,Community Member-0425,Community Member,Poor ventilation,खराब हवादारी,Sita Devi,2023-12-13,7,Resolved,2023-12-19,Resolved: Poor ventilation
GRV-0393,JH-003,2023-08-27,Wages,Critical,Community Member-0159,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Sita Devi,2023-08-28,2,In Progress,,
GRV-0394,OD-001,2023-05-16,Environment,High,Community Member-0231,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-05-19,3,Escalated,,
GRV-0395,JH-003,2023-11-19,Safety,Critical,Community Member-0596,Community Member,Poor ventilation,खराब हवादारी,Amit Patel,2023-11-21,2,In Progress,,
GRV-0396,CG-001,2023-01-13,Community,Low,Community Member-0156,Community Member,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-01-14,14,Escalated,,
GRV-0397,OD-001,2023-10-13,Community,Medium,Community Member-0669,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-10-13,7,Open,,
GRV-0398,OD-002,2023-09-15,Environment,High,Worker-0577,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Amit Patel,2023-09-17,3,In Progress,,
GRV-0399,OD-002,2023-07-28,Community,High,Community Member-0527,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-07-29,3,Open,,
GRV-0400,CG-002,2023-12-21,Community,High,Worker-0930,Worker,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-12-21,3,In Progress,,
GRV-0401,CG-002,2023-04-22,Environment,Medium,Worker-0580,Worker,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-04-22,7,Rejected,,
GRV-0402,OD-001,2023-11-19,Working Conditions,Medium,Community Member-0488,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-11-22,7,Open,,
GRV-0403,CG-001,2023-04-14,Environment,Medium,Community Member-0305,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-04-16,7,Resolved,2023-04-21,Resolved: Unsafe working conditions
GRV-0404,JH-001,2023-04-21,Community,Critical,Community Member-0580,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-04-24,2,Resolved,2023-04-22,Resolved: Excessive dust
GRV-0405,JH-002,2023-07-16,Wages,Critical,Worker-0032,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-07-17,2,Open,,
GRV-0406,OD-002,2023-12-06,Wages,Critical,Worker-0072,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-12-07,2,In Progress,,
GRV-0407,OD-002,2023-03-11,Community,High,Worker-0810,Worker,Poor ventilation,खराब हवादारी,Sita Devi,2023-03-11,3,Resolved,2023-03-12,Resolved: Poor ventilation
GRV-0408,JH-001,2023-04-10,Wages,High,Worker-0434,Worker,Excessive dust,अत्यधिक धूल,Amit Patel,2023-04-10,3,In Progress,,
GRV-0409,CG-002,2023-12-31,Wages,Low,Community Member-0973,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Amit Patel,2024-01-02,14,In Progress,,
GRV-0410,JH-001,2023-06-09,Environment,High,Worker-0729,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-06-11,3,Resolved,2023-06-10,Resolved: Noise pollution
GRV-0411,JH-001,2023-12-11,Environment,Medium,Community Member-0333,Community Member,Noise pollution,शोर प्रदूषण,Sita Devi,2023-12-13,7,In Progress,,
GRV-0412,CG-001,2023-02-16,Wages,Critical,Worker-0469,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-02-19,2,Resolved,2023-02-18,Resolved: Unsafe working conditions
GRV-0413,OD-001,2023-12-23,Community,Medium,Worker-0275,Worker,Excessive dust,अत्यधिक धूल,Amit Patel,2023-12-23,7,In Progress,,
GRV-0414,CG-001,2023-02-11,Environment,Critical,Community Member-0596,Community Member,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-02-13,2,Open,,
GRV-0415,CG-002,2023-12-29,Community,High,Worker-0882,Worker,Noise pollution,शोर प्रदूषण,Sita Devi,2023-12-31,3,Resolved,2023-12-30,Resolved: Noise pollution
GRV-0416,OD-002,2023-02-13,Wages,Low,Community Member-0263,Community Member,Poor ventilation,खराब हवादारी,Amit Patel,2023-02-15,14,Resolved,2023-02-22,Resolved: Poor ventilation
GRV-0417,JH-001,2023-05-28,Safety,High,Worker-0313,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Amit Patel,2023-05-31,3,Resolved,2023-05-29,Resolved: Delayed wage payment
GRV-0418,OD-002,2023-07-03,Environment,High,Worker-0015,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-07-06,3,Open,,
GRV-0419,OD-001,2023-12-01,Safety,Critical,Worker-0128,Worker,Noise pollution,शोर प्रदूषण,Sita Devi,2023-12-01,2,In Progress,,
GRV-0420,OD-001,2023-11-08,Wages,Medium,Community Member-0874,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-11-09,7,Open,,
GRV-0421,CG-001,2023-07-24,Community,Medium,Community Member-0203,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-07-25,7,In Progress,,
GRV-0422,JH-002,2023-07-05,Wages,Low,Community Member-0198,Community Member,Excessive dust,अत्यधिक धूल,Amit Patel,2023-07-05,14,Resolved,2023-07-11,Resolved: Excessive dust
GRV-0423,JH-001,2023-06-23,Community,High,Community Member-0497,Community Member,Poor ventilation,खराब हवादारी,Sita Devi,2023-06-24,3,Resolved,2023-06-25,Resolved: Poor ventilation
GRV-0424,JH-002,2023-04-23,Working Conditions,Medium,Worker-0495,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-04-25,7,Escalated,,
GRV-0425,JH-001,2023-03-13,Wages,Low,Community Member-0967,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-03-13,14,Resolved,2023-03-23,Resolved: Excessive dust
GRV-0426,JH-001,2023-08-16,Wages,Critical,Community Member-0908,Community Member,Noise pollution,शोर प्रदूषण,Sita Devi,2023-08-16,2,In Progress,,
GRV-0427,OD-002,2023-12-14,Wages,High,Community Member-0871,Community Member,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-12-14,3,In Progress,,
GRV-0428,CG-001,2023-05-25,Safety,Low,Community Member-0125,Community Member,Excessive dust,अत्यधिक धूल,Amit Patel,2023-05-27,14,Resolved,2023-06-08,Resolved: Excessive dust
GRV-0429,JH-003,2023-08-17,Safety,Low,Worker-0446,Worker,Poor ventilation,खराब हवादारी,Sita Devi,2023-08-17,14,Resolved,2023-08-24,Resolved: Poor ventilation
GRV-0430,CG-001,2023-12-08,Community,Low,Worker-0237,Worker,Poor ventilation,खराब हवादारी,Amit Patel,2023-12-09,14,Open,,
GRV-0431,CG-002,2023-12-06,Wages,Critical,Community Member-0017,Community Member,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-12-08,2,Resolved,2023-12-08,Resolved: Noise pollution
GRV-0432,CG-001,2023-05-18,Working Conditions,Low,Community Member-0284,Community Member,Noise pollution,शोर प्रदूषण,Sita Devi,2023-05-20,14,Open,,
GRV-0433,CG-001,2023-05-28,Working Conditions,Critical,Worker-0860,Worker,Poor ventilation,खराब हवादारी,Sita Devi,2023-05-30,2,Resolved,2023-05-30,Resolved: Poor ventilation
GRV-0434,OD-001,2023-10-15,Community,Medium,Community Member-0448,Community Member,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-10-17,7,Resolved,2023-10-19,Resolved: Poor ventilation
GRV-0435,OD-001,2023-11-13,Wages,Medium,Community Member-0423,Community Member,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-11-15,7,In Progress,,
GRV-0436,OD-001,2023-05-09,Working Conditions,High,Community Member-0736,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-05-11,3,Resolved,2023-05-10,Resolved: Unsafe working conditions
GRV-0437,OD-002,2023-09-04,Environment,Low,Community Member-0166,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-09-06,14,Resolved,2023-09-15,Resolved: Unsafe working conditions
GRV-0438,JH-002,2023-02-26,Safety,Low,Worker-0282,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-02-28,14,Rejected,,
GRV-0439,JH-001,2023-06-30,Environment,High,Worker-0053,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-07-02,3,Resolved,2023-07-02,Resolved: Delayed wage payment
GRV-0440,OD-001,2023-02-16,Safety,Critical,Community Member-0817,Community Member,Excessive dust,अत्यधिक धूल,Amit Patel,2023-02-17,2,In Progress,,
GRV-0441,OD-002,2023-06-22,Community,High,Worker-0026,Worker,Excessive dust,अत्यधिक धूल,Sita Devi,2023-06-22,3,Rejected,,
GRV-0442,CG-002,2023-01-08,Community,High,Community Member-0208,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Amit Patel,2023-01-08,3,Escalated,,
GRV-0443,OD-001,2023-01-23,Environment,Low,Community Member-0267,Community Member,Excessive dust,अत्यधिक धूल,Amit Patel,2023-01-25,14,Resolved,2023-01-27,Resolved: Excessive dust
GRV-0444,JH-001,2023-05-08,Working Conditions,Critical,Community Member-0493,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-05-08,2,In Progress,,
GRV-0445,JH-001,2023-10-25,Working Conditions,High,Community Member-0806,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Amit Patel,2023-10-27,3,Open,,
GRV-0446,OD-001,2023-03-29,Wages,Critical,Community Member-0815,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-03-29,2,Resolved,2023-03-30,Resolved: Unsafe working conditions
GRV-0447,CG-002,2023-06-15,Wages,Medium,Worker-0647,Worker,Poor ventilation,खराब हवादारी,Sita Devi,2023-06-17,7,In Progress,,
GRV-0448,JH-002,2023-10-21,Wages,Medium,Worker-0102,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-10-22,7,Open,,
GRV-0449,CG-001,2023-06-06,Wages,Medium,Community Member-0165,Community Member,Excessive dust,अत्यधिक धूल,Amit Patel,2023-06-07,7,In Progress,,
GRV-0450,JH-001,2023-04-11,Safety,Critical,Worker-0596,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-04-12,2,Resolved,2023-04-13,Resolved: Unsafe working conditions
GRV-0451,CG-001,2023-02-27,Community,High,Worker-0951,Worker,Noise pollution,शोर प्रदूषण,Amit Patel,2023-02-27,3,Resolved,2023-03-01,Resolved: Noise pollution
GRV-0452,JH-003,2023-06-04,Safety,High,Community Member-0698,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-06-05,3,Resolved,2023-06-05,Resolved: Delayed wage payment
GRV-0453,JH-003,2023-06-21,Working Conditions,Low,Worker-0573,Worker,Noise pollution,शोर प्रदूषण,Amit Patel,2023-06-22,14,In Progress,,
GRV-0454,OD-002,2023-01-13,Community,High,Community Member-0514,Community Member,Poor ventilation,खराब हवादारी,Sita Devi,2023-01-15,3,In Progress,,
GRV-0455,JH-001,2023-04-11,Safety,Medium,Worker-0722,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-04-11,7,In Progress,,
